uri,label_zh,label_en,label_es,label_fr,broader_links
http://aims.fao.org/aos/agrovoc/c_28356,肉糜,meat emulsions,Emulsión de carne,émulsion de viande,0
http://aims.fao.org/aos/agrovoc/c_1507,干酪,cheese,Queso,fromage,0
http://aims.fao.org/aos/agrovoc/c_10209,凝乳,curd,Requesón,caillebotte,0
http://aims.fao.org/aos/agrovoc/c_35804,干酪乳清,cheese whey,Suero de queso,petit-lait de fromage,0
http://aims.fao.org/aos/agrovoc/c_16492,硬质干酪,hard cheese,Queso duro,fromage à pâte dure,0
http://aims.fao.org/aos/agrovoc/c_16501,再制干酪,processed cheese,Queso elaborado,fromage à pâte fondue,0
http://aims.fao.org/aos/agrovoc/c_16505,软质干酪,soft cheese,Queso blando,fromage à pâte molle,0
http://aims.fao.org/aos/agrovoc/c_10155,稀奶油干酪,cream cheese,Queso crema,fromage à la crème,0
http://aims.fao.org/aos/agrovoc/c_32463,山羊奶干酪,goat cheese,Queso de cabra,fromage de chèvre,0
http://aims.fao.org/aos/agrovoc/c_32464,绵羊乳干酪,sheep cheese,Queso de oveja,fromage de brebis,0
http://aims.fao.org/aos/agrovoc/c_1951,奶油,cream,Crema,crème,0
http://aims.fao.org/aos/agrovoc/c_2737,低倍浓缩乳,evaporated milk,Leche evaporada,lait concentré,0
http://aims.fao.org/aos/agrovoc/c_10054,浓缩乳,condensed milk,Leche condensada,lait concentré sucré,0
http://aims.fao.org/aos/agrovoc/c_2966,增香乳,flavoured milk,Leche aromatizada,lait aromatisé,0
http://aims.fao.org/aos/agrovoc/c_4044,乳冻,jellied milk,Leche helificada,lait gélifié,0
http://aims.fao.org/aos/agrovoc/c_11580,均质乳,homogenized milk,Leche homogeneizada,lait homogénéisé,0
http://aims.fao.org/aos/agrovoc/c_7096,脱脂乳,skim milk,Leche desnatada,lait écrémé,0
http://aims.fao.org/aos/agrovoc/c_8376,乳清,whey,Lactosuero,lactosérum,0
http://aims.fao.org/aos/agrovoc/c_9513,酪乳,buttermilk,Suero de mantequilla,babeurre,0
http://aims.fao.org/aos/agrovoc/c_13132,巴氏杀菌乳,pasteurized milk,Leche pasteurizada,lait pasteurisé,0
http://aims.fao.org/aos/agrovoc/c_15068,超高温灭菌乳,UHT milk,Leche UHT,lait uht,0
http://aims.fao.org/aos/agrovoc/c_14585,灭菌乳,sterilized milk,Leche esterilizada,lait stérilisé,0
http://aims.fao.org/aos/agrovoc/c_966,血粉,blood meal,Harina de sangre,farine de sang,0
http://aims.fao.org/aos/agrovoc/c_1000,骨粉,bone meal,Harina de huesos,farine d'os,0
http://aims.fao.org/aos/agrovoc/c_4677,肉粉,meat meal,Harina de carne,farine de viande,0
http://aims.fao.org/aos/agrovoc/c_15901,羽毛粉,feather meal,Harina de plumas,farine de plume,0
http://aims.fao.org/aos/agrovoc/c_1073,早餐谷物食品,breakfast cereals,Cereal para desayuno,céréale pour petit dejeuner,0
http://aims.fao.org/aos/agrovoc/c_10115,玉米片,cornflakes,Hojuela de maiz,flocon de maïs,0
http://aims.fao.org/aos/agrovoc/c_25489,燕麦片,rolled oats,Copo de avena,flocon d'avoine,0
http://aims.fao.org/aos/agrovoc/c_1472,谷物胚芽,cereal germs,Germen de cereales,germe de céréale,0
http://aims.fao.org/aos/agrovoc/c_11130,玉米胚芽,maize germ,Gérmenes del maíz,germe de maïs,0
http://aims.fao.org/aos/agrovoc/c_11131,小麦胚芽,wheat germ,Gérmenes del trigo,germe de blé,0
http://aims.fao.org/aos/agrovoc/c_28577,麦芽替代品,malt substitutes,Sucedáneo de la malta,succédané de malt,0
http://aims.fao.org/aos/agrovoc/c_5641,大麦仁,pearl barley,Cebada perlada,orge perle,0
http://aims.fao.org/aos/agrovoc/c_12848,面条,noodles,Fideo,nouille,0
http://aims.fao.org/aos/agrovoc/c_5621,意大利面食,pasta,Pasta alimenticia,pâte alimentaire,0
http://aims.fao.org/aos/agrovoc/c_12298,通心面,macaroni,Macarrón,macaroni,0
http://aims.fao.org/aos/agrovoc/c_14478,意大利式细面条,spaghetti,Espagueti,spaghetti,0
http://aims.fao.org/aos/agrovoc/c_14196,麦渣,semolina,Semolina,semoule,0
http://aims.fao.org/aos/agrovoc/c_15500,玉米淀粉,corn starch,Almidón de maíz,amidon de maïs,0
http://aims.fao.org/aos/agrovoc/c_24231,米糕,rice cake,Torta de arroz,galette de riz,0
http://aims.fao.org/aos/agrovoc/c_25472,玉米粉,maize flour,Harina de maíz,farine de maïs,0
http://aims.fao.org/aos/agrovoc/c_25500,大米粉,rice flour,Harina de arroz,farine de riz,0
http://aims.fao.org/aos/agrovoc/c_25501,黑麦粉,rye flour,Harina de centeno,farine de seigle,0
http://aims.fao.org/aos/agrovoc/c_35976,燕麦粉,oat flour,Garina de avena,farine d'avoine,0
http://aims.fao.org/aos/agrovoc/c_28267,焦干碎麦,bulgur,Bulgur,boulgour,0
http://aims.fao.org/aos/agrovoc/c_2669,精油,essential oils,Aceite esencial,huile essentielle,0
http://aims.fao.org/aos/agrovoc/c_1406,雪松油,cedarwood oil,Aceite de cedro,essence de cèdre,0
http://aims.fao.org/aos/agrovoc/c_25480,茉莉油,jasmine oil,Esencia de jazmín,essence de jasmin,0
http://aims.fao.org/aos/agrovoc/c_25482,薰衣草油,lavender oil,Esencia de lavanda,essence de lavande,0
http://aims.fao.org/aos/agrovoc/c_5700,芳香油,perfume oils,Aceite aromático,essence de parfumerie,0
http://aims.fao.org/aos/agrovoc/c_331363,阿米香树油,amyris oil,Aceite de amyris,huile d'amyris,0
http://aims.fao.org/aos/agrovoc/c_35229,非谷物粉,non-cereal flours,Harina de no cereal,farine non céréalière,0
http://aims.fao.org/aos/agrovoc/c_35680,西米粉,sago flour,Harina de sagú,farine de sagou,0
http://aims.fao.org/aos/agrovoc/c_15518,西米,sago,Sagu,sagou,0
http://aims.fao.org/aos/agrovoc/c_35681,马铃薯粉,potato flour,Harina de patata,farine de pomme de terre,0
http://aims.fao.org/aos/agrovoc/c_35682,甘薯粉,sweet potato flour,Harina de batata,farine de patate douce,0
http://aims.fao.org/aos/agrovoc/c_35683,荞麦粉,buckwheat flour,Harina de trigo sarraceno,farine de sarrasin,0
http://aims.fao.org/aos/agrovoc/c_35684,芋头粉,taro flour,Harina de taro,farine de taro,0
http://aims.fao.org/aos/agrovoc/c_35685,山药粉,yam flour,Harina de ñames,farine d'igname,0
http://aims.fao.org/aos/agrovoc/c_35686,豌豆粉,pea flour,Harina de guisante,farine de pois,0
http://aims.fao.org/aos/agrovoc/c_36982,鹰嘴豆粉,chickpea flour,Harina de garbanzo,farine de pois chiche,0
http://aims.fao.org/aos/agrovoc/c_1248,果脯,candied fruits,Fruta confitada,fruit confit,0
http://aims.fao.org/aos/agrovoc/c_3126,果泥,fruit pulps,Pulpa de frutas,pulpe de fruits,0
http://aims.fao.org/aos/agrovoc/c_3127,果汁糖浆,fruit syrups,Jarabe de frutas,sirop de fruits,0
http://aims.fao.org/aos/agrovoc/c_4037,果酱,jams,Confitura,confiture,0
http://aims.fao.org/aos/agrovoc/c_10050,糖渍水果,compotes,Compota,compote,0
http://aims.fao.org/aos/agrovoc/c_11030,果浆汁,fruit purees,Puré de frutas,purée de fruit,0
http://aims.fao.org/aos/agrovoc/c_11901,果冻状果子酱,jelly jams,Jalea,gelée de fruits,0
http://aims.fao.org/aos/agrovoc/c_12412,柑桔酱,marmalades,Mermelada,marmelade,0
http://aims.fao.org/aos/agrovoc/c_32459,干无花果,fruit leathers,Tira de frutas deshidratadas,cuir de fruit,0
http://aims.fao.org/aos/agrovoc/c_3438,阿拉伯胶,gum arabic,Goma arábiga,gomme arabique,0
http://aims.fao.org/aos/agrovoc/c_16204,黄原胶,xanthan gum,Goma xantan,gomme xanthane,0
http://aims.fao.org/aos/agrovoc/c_28399,黄芪胶,gum tragacanth,Goma de tragacanto,gomme adragante,0
http://aims.fao.org/aos/agrovoc/c_35356,瓜尔胶,guar gum,Goma guar,gomme guar,0
http://aims.fao.org/aos/agrovoc/c_35357,角豆胶,locust bean gum,Goma de algarrobo,gomme de caroube,0
http://aims.fao.org/aos/agrovoc/c_2206,椰蓉,desiccated coconut,Coco desecado,noix de coco séchée,0
http://aims.fao.org/aos/agrovoc/c_5640,花生酱,peanut butter,Mantequilla de mani,beurre d'arachide,0
http://aims.fao.org/aos/agrovoc/c_29210,椰子乳,coconut milk,Leche de coco,lait de coco,0
http://aims.fao.org/aos/agrovoc/c_5169,新闻纸,newsprint,Papel periódico,papier journal,0
http://aims.fao.org/aos/agrovoc/c_10080,作图纸,construction paper,Papel de construcción,papier de construction,0
http://aims.fao.org/aos/agrovoc/c_12010,牛皮纸,kraft paper,Papel kraft,papier kraft,0
http://aims.fao.org/aos/agrovoc/c_13090,纸毡,paper felt,Papel de fieltro,papier feutre,0
http://aims.fao.org/aos/agrovoc/c_28186,废纸,waste paper,Papel de desecho,déchet de papier,0
http://aims.fao.org/aos/agrovoc/c_5550,纸板,paperboard,Cartón,carton,0
http://aims.fao.org/aos/agrovoc/c_3443,古塔胶,gutta-percha,Gutapercha,gutta percha,0
http://aims.fao.org/aos/agrovoc/c_11954,海带,kelp,Quelpo,kelp,0
http://aims.fao.org/aos/agrovoc/c_13322,藻胶,phycocolloids,Ficocoloide,phycocolloïde,0
http://aims.fao.org/aos/agrovoc/c_24474,椰子糖,jaggery,Panela,jagre,0
http://aims.fao.org/aos/agrovoc/c_16477,蔗糖,cane sugar,Azúcar de caña,sucre de canne,0
http://aims.fao.org/aos/agrovoc/c_16498,槭树糖浆,maple syrup,Jarabe de arce,sirop d'érable,0
http://aims.fao.org/aos/agrovoc/c_34968,棕榈糖,palm sugar,Azúcar de palma,sucre de palme,0
http://aims.fao.org/aos/agrovoc/c_36409,原糖,raw sugar,Azúcar crudo,sucre roux,0
http://aims.fao.org/aos/agrovoc/c_36410,精糖,refined sugar,Azúcar refinado,sucre raffiné,0
http://aims.fao.org/aos/agrovoc/c_36411,白糖,white sugar,Azúcar blanco,sucre blanc,0
http://aims.fao.org/aos/agrovoc/c_8167,植物脂肪,plant fats,Grasa vegetal,beurre végétal,0
http://aims.fao.org/aos/agrovoc/c_37951,乳木果油,shea butter,Manteca de karité,beurre de karité,0
http://aims.fao.org/aos/agrovoc/c_8170,植物油,plant oils,Aceite vegetal,huile végétale,0
http://aims.fao.org/aos/agrovoc/c_5514,棕榈油,palm oils,Aceite de palma,huile de palme,0
http://aims.fao.org/aos/agrovoc/c_5515,棕榈仁油,palm kernel oil,Aceite de palmiche,huile de palmiste,0
http://aims.fao.org/aos/agrovoc/c_8005,桐油,tung oil,Aceite de tung,huile d'abrasin,0
http://aims.fao.org/aos/agrovoc/c_9565,加拿大香脂,Canada balsam,Bálsamo Canadá,baume du canada,0
http://aims.fao.org/aos/agrovoc/c_16508,大豆油,soybean oil,Aceite de soja,huile de soja,0
http://aims.fao.org/aos/agrovoc/c_24939,菜籽油,rapeseed oil,Aceite de colza,huile de colza,0
http://aims.fao.org/aos/agrovoc/c_25474,棉籽油,cottonseed oil,Aceite de algodón,huile de coton,0
http://aims.fao.org/aos/agrovoc/c_25477,花生油,peanut oil,Aceite de cacahuete,huile d'arachide,0
http://aims.fao.org/aos/agrovoc/c_25502,红花油,safflower oil,Aceite de cartamo,huile de carthame,0
http://aims.fao.org/aos/agrovoc/c_29474,玉米油,maize oil,Aceite de maíz,huile de maïs,0
http://aims.fao.org/aos/agrovoc/c_32607,浮油,tall oil,Aceite de bogol,tallol,0
http://aims.fao.org/aos/agrovoc/c_36137,芥子油,mustard oil,Aceite de mostaza,huile de moutarde,0
http://aims.fao.org/aos/agrovoc/c_37950,摩洛哥坚果油,argan oil,Aceite de argán,huile d'argan,0
http://aims.fao.org/aos/agrovoc/c_9781,嚼烟,chewing tobacco,Tabaco de mascar,tabac à chiquer,0
http://aims.fao.org/aos/agrovoc/c_9857,卷烟,cigarettes,Cigarrillo,cigarette,0
http://aims.fao.org/aos/agrovoc/c_9858,雪茄烟,cigars,Cigarro,cigare,0
http://aims.fao.org/aos/agrovoc/c_8173,蔬菜浆,vegetable pulps,Pulpa de legumbres,pulpe de légume,0
http://aims.fao.org/aos/agrovoc/c_13682,蔬菜泥,vegetable purees,Puré de verduras,purée de légumes,0
http://aims.fao.org/aos/agrovoc/c_14368,鼻烟,snuff,Tabaco para inhalar,tabac à priser,0
http://aims.fao.org/aos/agrovoc/c_15524,淀粉制品,starch products,Producto amilaceo,amidon industriel,0
http://aims.fao.org/aos/agrovoc/c_4883,改性淀粉,modified starches,Almidón modificado,amidon modifié,0
http://aims.fao.org/aos/agrovoc/c_15495,竹芋粉,arrowroot,Arrurruz,arrowroot,0
http://aims.fao.org/aos/agrovoc/c_15512,马铃薯淀粉,potato starch,Fécula de la papa,amidon de pomme de terre,0
http://aims.fao.org/aos/agrovoc/c_16500,马铃薯制品,potato products,Producto de la papa,produit à base de pomme de terre,0
http://aims.fao.org/aos/agrovoc/c_15744,深度冷冻产品,deep-frozen products,Producto ultracongelado,produit surgelé,0
http://aims.fao.org/aos/agrovoc/c_331391,鲜切产品,fresh-cut produce,Producto de cuarta gama,produit frais coupé,0
http://aims.fao.org/aos/agrovoc/c_27804,新产品,new products,Producto nuevo,produit nouveau,0
http://aims.fao.org/aos/agrovoc/c_49979,人造产品,artificial products,Producto artificial,produit artificiel,0
http://aims.fao.org/aos/agrovoc/c_15850,饲料质量,feed quality,Calidad del pienso,qualité des aliments pour animaux,0
http://aims.fao.org/aos/agrovoc/c_1796,配合饲料,compound feeds,Pienso compuesto,aliment composé pour animaux,0
http://aims.fao.org/aos/agrovoc/c_1800,浓缩物,concentrates,Concentrado,concentré,0
http://aims.fao.org/aos/agrovoc/c_24250,糊化淀粉尿素,starea,Starea,starée,0
http://aims.fao.org/aos/agrovoc/c_2207,干饲料,dry feeds,Forraje seco,fourrage desséché,0
http://aims.fao.org/aos/agrovoc/c_2830,饲用十字花科植物,cruciferous fodder crops,Crucifera forrajera,crucifère fourragère,0
http://aims.fao.org/aos/agrovoc/c_2832,饲用牧草,feed grasses,Gramínea forrajera,graminée fourragère,0
http://aims.fao.org/aos/agrovoc/c_2835,饲用粗粉,feed meals,Harina para piensos,farine pour animaux,0
http://aims.fao.org/aos/agrovoc/c_16374,叶粉,leaf meal,Harina de hojas,farine de feuille,0
http://aims.fao.org/aos/agrovoc/c_25483,苜蓿粉,lucerne meal,Harina de alfalfa,farine de luzerne,0
http://aims.fao.org/aos/agrovoc/c_4576,饲用甜菜,mangolds,Remolacha forrajera,betterave fourragère,0
http://aims.fao.org/aos/agrovoc/c_2844,动物性饲料,feeds of animal origin,Pienso de origen animal,aliment pour animaux d'origine animale,0
http://aims.fao.org/aos/agrovoc/c_4696,加药饲料,medicated feeds,Pienso medicinal,aliment médicamenteux pour animaux,0
http://aims.fao.org/aos/agrovoc/c_5743,宠物食品,pet foods,Alimento para animales mascota,aliment pour animaux de compagnie,0
http://aims.fao.org/aos/agrovoc/c_6670,粗饲料,roughage,Forraje grosero,fourrage grossier,0
http://aims.fao.org/aos/agrovoc/c_2268,可消化纤维,digestible fibre,Fibra asimilable,fibre digestible,0
http://aims.fao.org/aos/agrovoc/c_3508,干草,hay,Heno,foin,0
http://aims.fao.org/aos/agrovoc/c_7578,糖浆(蜜蜂饲养),syrup for bee feeding,Jarabe (para alimentación de abejas),sirop de nourrissement des abeilles,0
http://aims.fao.org/aos/agrovoc/c_10320,脱水饲料,dehydrated feeds,Pienso deshidratado,aliment deshydraté,0
http://aims.fao.org/aos/agrovoc/c_12213,家畜饲料,livestock feed,Pienso para el ganado,aliment du bétail,0
http://aims.fao.org/aos/agrovoc/c_16100,断奶饲料,weaning feeds,Pienso de destete,aliment de sevrage pour animaux,0
http://aims.fao.org/aos/agrovoc/c_16192,代乳料,milk replacers,Sustituto de la leche,aliment d'allaitement,0
http://aims.fao.org/aos/agrovoc/c_27901,液体饲料,liquid feeds,Pienso líquido,alimentation liquide,0
http://aims.fao.org/aos/agrovoc/c_32509,颗粒饲料,pelleted feeds,Pienso en granulos,aliment en pellet,0
http://aims.fao.org/aos/agrovoc/c_35059,全价饲料,complete feeds,Pienso completo,aliment complet pour animaux,0
http://aims.fao.org/aos/agrovoc/c_36108,牧草,forage,Forraje,fourrage,0
http://aims.fao.org/aos/agrovoc/c_7644,技术,technology,Tecnología,technologie,0
http://aims.fao.org/aos/agrovoc/c_2572,工艺性能,technical properties,Propiedad técnica,propriété technologique,0
http://aims.fao.org/aos/agrovoc/c_544,适用技术,appropriate technology,Tecnología apropiada,technologie appropriée,0
http://aims.fao.org/aos/agrovoc/c_7643,科技变革,technological changes,Cambio tecnológico,changement technologique,0
http://aims.fao.org/aos/agrovoc/c_3030,食品技术,food technology,Tecnología de alimentos,technologie alimentaire,0
http://aims.fao.org/aos/agrovoc/c_36742,高压技术,high pressure technology,Tecnología alta presión,technologie haute pression,0
http://aims.fao.org/aos/agrovoc/c_25005,食品保存,food preservation,Preservación de alimentos,préservation des aliments,0
http://aims.fao.org/aos/agrovoc/c_1092,盐浸,brining,Salazón,salage,0
http://aims.fao.org/aos/agrovoc/c_5865,腌制,pickling,Encurtido (proceso),conservation dans la saumure,0
http://aims.fao.org/aos/agrovoc/c_14061,盐制,salting,Sazonar,salaison,0
http://aims.fao.org/aos/agrovoc/c_28586,糖工艺,sugar technology,Tecnología del azúcar,technologie sucrière,0
http://aims.fao.org/aos/agrovoc/c_37969,食品加工,food processing,Procesamiento de alimentos,traitement des aliments,0
http://aims.fao.org/aos/agrovoc/c_3018,食品营养强化,food enrichment,Enriquecimiento de los alimentos,complémentation,0
http://aims.fao.org/aos/agrovoc/c_1072,面包制造,breadmaking,Panificación,panification,0
http://aims.fao.org/aos/agrovoc/c_1087,酿造,brewing,Malteado,brassage,0
http://aims.fao.org/aos/agrovoc/c_11595,加啤酒花,hopping,Lupuleo,houblonnage,0
http://aims.fao.org/aos/agrovoc/c_28355,淀粉糖化,mashing,Braceado,empâtage,0
http://aims.fao.org/aos/agrovoc/c_28597,麦芽干燥,kilning,Secado en horno de la malta,touraillage,0
http://aims.fao.org/aos/agrovoc/c_1166,奶油制造,buttermaking,Fabricación de la mantequilla,fabrication beurrière,0
http://aims.fao.org/aos/agrovoc/c_1506,奶酪制作,cheese-making,Fabricación del queso,fabrication fromagère,0
http://aims.fao.org/aos/agrovoc/c_8405,酿酒,winemaking,Vinificación,vinification,0
http://aims.fao.org/aos/agrovoc/c_9736,香槟酒酿造,champagnization,Champanización,champagnisation,0
http://aims.fao.org/aos/agrovoc/c_9742,加糖,chaptalization,Chaptalizacion,chaptalisation,0
http://aims.fao.org/aos/agrovoc/c_12355,麦芽制造,malting,Malteo,maltage,0
http://aims.fao.org/aos/agrovoc/c_29020,鱼类加工,fish processing,Elaboración del pescado,traitement du poisson,0
http://aims.fao.org/aos/agrovoc/c_32450,加工鱼片,fish filleting,Fileteado de pescado,filetage du poisson,0
http://aims.fao.org/aos/agrovoc/c_331331,食品最小加工,minimal processing (food),Procesamiento mínimo (alimento),transformation minimale des aliments,0
http://aims.fao.org/aos/agrovoc/c_5270,营养强化,nutrient improvement,Mejoramiento nutricional,amélioration des qualités nutritives,0
http://aims.fao.org/aos/agrovoc/c_32752,食品增补,food supplementation,Alimentación complementaria,complémentation alimentaire,0
http://aims.fao.org/aos/agrovoc/c_25238,食品强化,food fortification,Fortificación de alimentos,enrichissement des aliments en éléments nutritifs,0
http://aims.fao.org/aos/agrovoc/c_5278,营养价值,nutritive value,Valor nutritivo,valeur nutritive,0
http://aims.fao.org/aos/agrovoc/c_6133,采后技术,postharvest technology,Tecnología postcosecha,technologie après récolte,0
http://aims.fao.org/aos/agrovoc/c_4882,现代化,modernization,Modernización,modernisation,0
http://aims.fao.org/aos/agrovoc/c_4685,机械化,mechanization,Mecanización,mécanisation,0
http://aims.fao.org/aos/agrovoc/c_15855,自动化,automation,Automatización,automatisation,0
http://aims.fao.org/aos/agrovoc/c_24009,计算机应用,computer applications,Aplicación del ordenador,application des ordinateurs,0
http://aims.fao.org/aos/agrovoc/c_27560,创新,innovation,Innovación,innovation,0
http://aims.fao.org/aos/agrovoc/c_37468,新技术,new technology,Tecnología nueva,nouvelle technologie,0
http://aims.fao.org/aos/agrovoc/c_9861,电影摄影术,cinematography,Cinematografía,cinématographie,0
http://aims.fao.org/aos/agrovoc/c_27463,生物转化,bioconversion,Bioconversión,bioconversion,0
http://aims.fao.org/aos/agrovoc/c_37649,酶技术,enzyme technology,Tecnología de las enzimas,technologie des enzymes,0
http://aims.fao.org/aos/agrovoc/c_27450,动物生物技术,animal biotechnology,Biotecnología animal,biotechnologie animale,0
http://aims.fao.org/aos/agrovoc/c_27590,植物生物技术学,plant biotechnology,Biotecnología vegetal,biotechnologie végétale,0
http://aims.fao.org/aos/agrovoc/c_27679,空间生物技术学,space biotechnology,Biotecnológia espacial,biotechnologie spatiale,0
http://aims.fao.org/aos/agrovoc/c_36897,决策支持,decision support,Soporte de decisión,aide à la décision,0
http://aims.fao.org/aos/agrovoc/c_27895,肥料技术,fertilizer technology,Tecnología de abono,fabrication des engrais,0
http://aims.fao.org/aos/agrovoc/c_28195,木材工艺,wood technology,Tecnología de la madera,technologie du bois,0
http://aims.fao.org/aos/agrovoc/c_28188,木材缺陷,wood defects,Defecto de la madera,défaut du bois,0
http://aims.fao.org/aos/agrovoc/c_28196,木材调温调湿,wood conditioning,Acondicionado de la madera,conditionnement du bois,0
http://aims.fao.org/aos/agrovoc/c_37873,能源技术,energy technology,Tecnología energética,technologie énergétique,0
http://aims.fao.org/aos/agrovoc/c_331371,生产技术,production technology,Tecnología de producción,technologie de production,0
http://aims.fao.org/aos/agrovoc/c_331372,防护技术,protection technology,Tecnología de protección,technologie de protection,0
http://aims.fao.org/aos/agrovoc/c_331520,种子技术,seed technology,Tecnología de las semillas,technologie des semences,0
http://aims.fao.org/aos/agrovoc/c_9000043,教育技术,educational technology,Tecnología educativa,technologie de l'éducation,0
http://aims.fao.org/aos/agrovoc/c_9000083,信息和通信技术,Information and Communication Technologies,Tecnologías para la información y la comunicación,technologies de l'information et de la communication,0
http://aims.fao.org/aos/agrovoc/c_36660,信息技术,information technology,Tecnología de la información,technologie de l'information,0
http://aims.fao.org/aos/agrovoc/c_27509,远程信息处理,telematics,Telemática,télématique,0
http://aims.fao.org/aos/agrovoc/c_9000054,环境信息技术,environmental information technology,Tecnología de información del medio ambiente,technologie de l'information environnementale,0
http://aims.fao.org/aos/agrovoc/c_28653,通讯技术,communication technology,Tecnología de comunicación,technique de communication,0
http://aims.fao.org/aos/agrovoc/c_4640,大众传媒,mass media,Medio de comunicación de masas,moyen de communication de masse,0
http://aims.fao.org/aos/agrovoc/c_2899,电影,films,Película,film,0
http://aims.fao.org/aos/agrovoc/c_6424,无线电,radio,Radio (medio de comunicación),radio,0
http://aims.fao.org/aos/agrovoc/c_9000143,农村电台,rural radio,Radio rural,radio rurale,0
http://aims.fao.org/aos/agrovoc/c_7651,电视,television,Televisión,télévision,0
http://aims.fao.org/aos/agrovoc/c_1329377502888,出版物,publications,Publicación,publication,0
http://aims.fao.org/aos/agrovoc/c_331343,期刊,periodicals,Publicación periódica,périodique,0
http://aims.fao.org/aos/agrovoc/c_5168,报纸,newspapers,Periódico,journal,0
http://aims.fao.org/aos/agrovoc/c_331344,学术期刊,journals,Revista,revue,0
http://aims.fao.org/aos/agrovoc/c_1335513885866,参考书目,bibliographies,Bibliografía,bibliographie,0
http://aims.fao.org/aos/agrovoc/c_24906,电信,telecommunications,Telecomunicación,télécommunication,0
http://aims.fao.org/aos/agrovoc/c_24924,可视图文,videotex,Videotex,vidéotex,0
http://aims.fao.org/aos/agrovoc/c_27852,电子数据传输,electronic data transmission,Teletrasmisión de datos,télétransmission des données,0
http://aims.fao.org/aos/agrovoc/c_50143,信号,signals,Señal,signal,0
http://aims.fao.org/aos/agrovoc/c_1307955710901,纳米技术,nanotechnology,Nanotecnología,nanotechnologie,0
http://aims.fao.org/aos/agrovoc/c_7778,时间,time,Tiempo,temps,0
http://aims.fao.org/aos/agrovoc/c_186,年龄,age,Edad,âge,0
http://aims.fao.org/aos/agrovoc/c_5708,周期性,periodicity,Periodicidad,périodicité,0
http://aims.fao.org/aos/agrovoc/c_2412,持续期,duration,Duración,durée,0
http://aims.fao.org/aos/agrovoc/c_26854,泌乳持续期,lactation duration,Duración de la lactancia,durée de la lactation,0
http://aims.fao.org/aos/agrovoc/c_6911,季节,seasons,Estación del año,saison,0
http://aims.fao.org/aos/agrovoc/c_24894,季节变化,seasonal variation,Variación estacional,variation saisonnière,0
http://aims.fao.org/aos/agrovoc/c_34117,季节性,seasonality,Estacionalidad,saisonnalité,0
http://aims.fao.org/aos/agrovoc/c_724,秋季,autumn,Otoño,automne,0
http://aims.fao.org/aos/agrovoc/c_2400,干季,dry season,Estación seca,saison sèche,0
http://aims.fao.org/aos/agrovoc/c_1374233854472,旱季,dry spells,Período de sequía,période de sécheresse,0
http://aims.fao.org/aos/agrovoc/c_7336,春季,spring,Primavera,printemps,0
http://aims.fao.org/aos/agrovoc/c_7519,夏季,summer,Verano,été,0
http://aims.fao.org/aos/agrovoc/c_29577,暖季,warm season,Estación cálida,saison chaude,0
http://aims.fao.org/aos/agrovoc/c_8368,湿季,wet season,Estación húmeda,saison humide,0
http://aims.fao.org/aos/agrovoc/c_8410,冬季,winter,Invierno,hiver,0
http://aims.fao.org/aos/agrovoc/c_29557,冷季,cold season,Estación fría,saison froide,0
http://aims.fao.org/aos/agrovoc/c_7779,时期,timing,Elección de la época,choix de la date,0
http://aims.fao.org/aos/agrovoc/c_16208,播种期,sowing date,Fecha de siembra,date de semis,0
http://aims.fao.org/aos/agrovoc/c_24065,栽植期,planting date,Fecha de plantación,date de plantation,0
http://aims.fao.org/aos/agrovoc/c_27921,处理期,treatment date,Fecha de tratamiento,date de traitement,0
http://aims.fao.org/aos/agrovoc/c_16185,蹲苗,hardening,Endurecimiento,durcissement,0
http://aims.fao.org/aos/agrovoc/c_37740,耐性,tolerance,Tolerancia,tolérance,0
http://aims.fao.org/aos/agrovoc/c_6520,有害因子抗性,resistance to injurious factors,Resistencia a agentes dañinos,résistance aux facteurs nuisibles,0
http://aims.fao.org/aos/agrovoc/c_16186,诱导抗病性,induced resistance,Resistencia inducida,résistance induite,0
http://aims.fao.org/aos/agrovoc/c_16316,抗寒锻炼,frost hardening,Endurecimiento al frío,durcissement au gel,0
http://aims.fao.org/aos/agrovoc/c_24067,收获前处理,preharvest treatment,Tratamiento precosecha,traitement avant récolte,0
http://aims.fao.org/aos/agrovoc/c_29464,收获期,harvesting date,Fecha de recolección,date de récolte,0
http://aims.fao.org/aos/agrovoc/c_330700,移栽时间,time of transplanting,Época de trasplante,moment du repiquage,0
http://aims.fao.org/aos/agrovoc/c_1375432196418,作物历,crop calendar,Calendario de cultivo,calendrier cultural,0
http://aims.fao.org/aos/agrovoc/c_8449,工作时间,working hours,Hora laborable,temps de travail,0
http://aims.fao.org/aos/agrovoc/c_29032,闲暇,free time,Tiempo libre,temps libre,0
http://aims.fao.org/aos/agrovoc/c_16108,工作日,available days,Día disponible,jours disponibles,0
http://aims.fao.org/aos/agrovoc/c_13586,处理,processes,Proceso,processus,0
http://aims.fao.org/aos/agrovoc/c_678,同化,assimilation,Asimilación,assimilation,0
http://aims.fao.org/aos/agrovoc/c_37331,基因流,gene flow,Flujo genético,flux de gènes,0
http://aims.fao.org/aos/agrovoc/c_13325,系统发育,phylogeny,Filogenia,phylogénie,0
http://aims.fao.org/aos/agrovoc/c_27493,连续操作法,continuous processes,Proceso continuo,procédé continu,0
http://aims.fao.org/aos/agrovoc/c_27501,间歇操作法,discontinuous processes,Proceso discontinuo,procédé discontinu,0
