uri,label_zh,label_en,label_es,label_fr,broader_links
http://aims.fao.org/aos/agrovoc/c_4788,方法,methods,Método,méthode,0
http://aims.fao.org/aos/agrovoc/c_2208,设计,design,Diseño,conception,0
http://aims.fao.org/aos/agrovoc/c_433,家畜饲养方法,animal husbandry methods,Método de crianza,méthode d'élevage,0
http://aims.fao.org/aos/agrovoc/c_3965,隔离技术,isolation techniques,Técnica de aislamiento,technique de l'isolement,0
http://aims.fao.org/aos/agrovoc/c_27596,繁殖控制,reproduction control,Reproducción dirigida,maîtrise de la reproduction,0
http://aims.fao.org/aos/agrovoc/c_432,畜禽舍,animal housing,Alojamiento del animal,logement des animaux,0
http://aims.fao.org/aos/agrovoc/c_25746,畜牧设备,animal husbandry equipment,Equipo de crianza,matériel d'élevage,0
http://aims.fao.org/aos/agrovoc/c_1375,阉割,castration,Castración,castration,0
http://aims.fao.org/aos/agrovoc/c_6075,断角术,dehorning,Descorne,écornage,0
http://aims.fao.org/aos/agrovoc/c_7020,遮荫,shading,Umbría,ombrage,0
http://aims.fao.org/aos/agrovoc/c_14228,性别诊断,sex diagnosis,Diagnóstico del sexo,sexage,0
http://aims.fao.org/aos/agrovoc/c_15980,生长控制,growth control,Control del crecimiento,contrôle de croissance,0
http://aims.fao.org/aos/agrovoc/c_25756,标记,marking,Marcado,marquage,0
http://aims.fao.org/aos/agrovoc/c_26813,饲养技术,rearing techniques,Técnica de crianza,technique d'élevage,0
http://aims.fao.org/aos/agrovoc/c_29461,饲养系统,rearing systems,Sistema de cría,système d'élevage,0
http://aims.fao.org/aos/agrovoc/c_32674,诱导泌乳,induced lactation,Lactación inducida,induction de la lactation,0
http://aims.fao.org/aos/agrovoc/c_35112,催情补饲,flushing,Flushing,flushing,0
http://aims.fao.org/aos/agrovoc/c_36922,采精,semen collection,Recolección de semen,récolte de sperme,0
http://aims.fao.org/aos/agrovoc/c_638,人工授精,artificial insemination,Inseminación artificial,insémination artificielle,0
http://aims.fao.org/aos/agrovoc/c_6961,精液,semen,Semen,sperme,0
http://aims.fao.org/aos/agrovoc/c_27558,体外受精,in vitro fertilization,Fecundación in vitro,fécondation in vitro,0
http://aims.fao.org/aos/agrovoc/c_6962,精液保存,semen preservation,Conservación del semen,conservation du sperme,0
http://aims.fao.org/aos/agrovoc/c_828,隔离管理,barrier husbandry,Crianza protegida,élevage protégé,0
http://aims.fao.org/aos/agrovoc/c_2497,人工孵化,egg incubation,Incubación de huevos,accouvage,0
http://aims.fao.org/aos/agrovoc/c_2764,粗放饲养,extensive husbandry,Ganadería extensiva,élevage extensif,0
http://aims.fao.org/aos/agrovoc/c_16144,畜牧,pastoralism,Pastoralismo,pastoralisme,0
http://aims.fao.org/aos/agrovoc/c_3087,放牧饲养,free range husbandry,Crianza libre,élevage en liberté,0
http://aims.fao.org/aos/agrovoc/c_12844,游牧农业,nomadic husbandry,Cría de animales nómada,élevage nomade,0
http://aims.fao.org/aos/agrovoc/c_2842,饲养场,feedlots,Feedlot,feedlot,0
http://aims.fao.org/aos/agrovoc/c_2971,剪毛,shearing,Esquileo,tonte,0
http://aims.fao.org/aos/agrovoc/c_8436,羊毛,wool,Lana,laine,0
http://aims.fao.org/aos/agrovoc/c_26182,剪刀,clippers,Esquiladora,tondeuse pour animaux,0
http://aims.fao.org/aos/agrovoc/c_2981,地面饲养,floor husbandry,Crianza en el suelo,élevage au sol,0
http://aims.fao.org/aos/agrovoc/c_2150,厚垫草饲养,deep litter husbandry,Crianza en cama profunda,élevage sur litière profonde,0
http://aims.fao.org/aos/agrovoc/c_14328,条缝地板饲养,slatted floor husbandry,Crianza en suelo emparrillado,élevage sur caillebotis,0
http://aims.fao.org/aos/agrovoc/c_25685,漏缝地板,slatted floors,Suelo emparrillado,caillebotis,0
http://aims.fao.org/aos/agrovoc/c_3907,集约化管理,intensive husbandry,Crianza intensiva,élevage intensif,0
http://aims.fao.org/aos/agrovoc/c_844,笼养,battery husbandry,Crianza en batería,élevage en batterie,0
http://aims.fao.org/aos/agrovoc/c_4194,大规模饲养,large-scale husbandry,Crianza en gran escala,élevage à grande échelle,0
http://aims.fao.org/aos/agrovoc/c_4835,挤乳,milking,Ordeño,traite des animaux,0
http://aims.fao.org/aos/agrovoc/c_25735,挤奶工具,milking facilities,Instalación de ordeño,installation de traite,0
http://aims.fao.org/aos/agrovoc/c_11450,人工挤乳,hand milking,Ordeño a mano,traite à la main,0
http://aims.fao.org/aos/agrovoc/c_5460,越冬,overwintering,Invernación,hivernation,0
http://aims.fao.org/aos/agrovoc/c_8339,天气控制,weather control,Control meteorológico,maîtrise du temps,0
http://aims.fao.org/aos/agrovoc/c_25709,防霜,frost protection,Protección contra la helada,protection contre les gelées,0
http://aims.fao.org/aos/agrovoc/c_11824,舍内越冬,inwintering,Estabulación invernal,hivernage,0
http://aims.fao.org/aos/agrovoc/c_29041,家畜越冬,livestock overwintering,Protección invernal del ganado,hivernage du bétail,0
http://aims.fao.org/aos/agrovoc/c_7475,击昏,stunning,Atronamiento,assommage,0
http://aims.fao.org/aos/agrovoc/c_7866,迁移性放牧,transhumance,Trashumancia,transhumance,0
http://aims.fao.org/aos/agrovoc/c_4822,迁徙,migration,Migración,migration,0
http://aims.fao.org/aos/agrovoc/c_32926,动物迁移,animal migration,Migración animal,migration animale,0
http://aims.fao.org/aos/agrovoc/c_16142,游牧,nomadism,Nomadismo,nomadisme,0
http://aims.fao.org/aos/agrovoc/c_10572,电刺激采精,electroejaculation,Electroeyaculación,électroéjaculation,0
http://aims.fao.org/aos/agrovoc/c_2507,射精,ejaculation,Eyaculación,éjaculation,0
http://aims.fao.org/aos/agrovoc/c_16017,妊娠诊断,pregnancy diagnosis,Diagnosis de la gestación,diagnostic de gestation,0
http://aims.fao.org/aos/agrovoc/c_36585,直肠检查,rectal palpation,Palpación rectal,palpation rectale,0
http://aims.fao.org/aos/agrovoc/c_2238,诊断,diagnosis,Diagnóstico,diagnostic,0
http://aims.fao.org/aos/agrovoc/c_24900,装蹄,shoeing,Herrado,ferrage,0
http://aims.fao.org/aos/agrovoc/c_3658,蹄,hooves,Casco (animal),sabot,0
http://aims.fao.org/aos/agrovoc/c_25751,家畜保定,restraint of animals,Confinamiento,contention,0
http://aims.fao.org/aos/agrovoc/c_25809,厩舍饲,stabling,Estabulación,stabulation,0
http://aims.fao.org/aos/agrovoc/c_7356,厩舍,stables,Cuadra,écurie,0
http://aims.fao.org/aos/agrovoc/c_32452,强制换羽,forced moulting,Muda forzada,mue forcée,0
http://aims.fao.org/aos/agrovoc/c_4957,脱毛,moulting,Muda,mue,0
http://aims.fao.org/aos/agrovoc/c_4234,产蛋性能,laying performance,Desempeño en la postura,performance de ponte,0
http://aims.fao.org/aos/agrovoc/c_34938,体外受孕,in vitro insemination,Inseminación in vitro,insémination in vitro,0
http://aims.fao.org/aos/agrovoc/c_35694,发情探测,oestrus detection,Detección del estro,détection de l'oestrus,0
http://aims.fao.org/aos/agrovoc/c_542,施用方法,application methods,Método de aplicación,méthode d'application,0
http://aims.fao.org/aos/agrovoc/c_37293,施用设备,application equipment,Equipo de aplicación,matériel d'application,0
http://aims.fao.org/aos/agrovoc/c_155,空中喷药,aerial application,Aplicación aérea,épandage aérien,0
http://aims.fao.org/aos/agrovoc/c_7334,喷施,spraying,Pulverización,pulvérisation,0
http://aims.fao.org/aos/agrovoc/c_1101,撒施,broadcasting,Distribución a voleo,application à la volée,0
http://aims.fao.org/aos/agrovoc/c_2316,浸渍,dipping,Inmersión,immersion,0
http://aims.fao.org/aos/agrovoc/c_7127,浸泡,soaking,Remojo,trempage,0
http://aims.fao.org/aos/agrovoc/c_2418,喷粉,dusting,Espolvoreado,poudrage,0
http://aims.fao.org/aos/agrovoc/c_2417,喷粉器,dusters,Espolvoreador,poudreuse,0
http://aims.fao.org/aos/agrovoc/c_3008,叶面喷施,foliar application,Aplicación foliar,application foliaire,0
http://aims.fao.org/aos/agrovoc/c_3142,熏蒸,fumigation,Fumigación,fumigation,0
http://aims.fao.org/aos/agrovoc/c_3141,薰剂类,fumigants,Fumigante,fumigant,0
http://aims.fao.org/aos/agrovoc/c_3143,熏蒸消毒设备,fumigation equipment,Equipo de fumigación,matériel de fumigation,0
http://aims.fao.org/aos/agrovoc/c_10397,消毒,disinfection,Desinfección,désinfection,0
http://aims.fao.org/aos/agrovoc/c_3823,掺合(土壤),incorporation,Enterrado,enfouissement,0
http://aims.fao.org/aos/agrovoc/c_3871,注射,injection,Inyección,injection,0
http://aims.fao.org/aos/agrovoc/c_3879,接种,inoculation,Inoculación,inoculation,0
http://aims.fao.org/aos/agrovoc/c_37686,注射器,injectors,Inyector,injecteur,0
http://aims.fao.org/aos/agrovoc/c_7885,树木注射,tree injection,Inyección en el árbol,injection d'arbres,0
http://aims.fao.org/aos/agrovoc/c_37687,树木注射器,tree injectors,Inyector del árbol,injecteur d'arbre,0
http://aims.fao.org/aos/agrovoc/c_36805,静脉注射,intravenous injection,Inyección intravenosa,injection intraveineuse,0
http://aims.fao.org/aos/agrovoc/c_36914,肌内注射,intramuscular injection,Inyección intramuscular,injection intramusculaire,0
http://aims.fao.org/aos/agrovoc/c_37741,皮下注射,subcutaneous injection,Inyección subcutánea,injection sous-cutanée,0
http://aims.fao.org/aos/agrovoc/c_14170,种子接种,seed inoculation,Inoculación de semillas,inoculation des semences,0
http://aims.fao.org/aos/agrovoc/c_6927,种子,seed,Semilla,semence,0
http://aims.fao.org/aos/agrovoc/c_14396,土壤接种,soil inoculation,Inoculación del suelo,inoculation du sol,0
http://aims.fao.org/aos/agrovoc/c_7156,土壤,soil,Suelo,sol,0
http://aims.fao.org/aos/agrovoc/c_35955,根接种,root inoculation,Inoculación de las raíces,inoculation des racines,0
http://aims.fao.org/aos/agrovoc/c_6651,根,roots,Raíz,racine,0
http://aims.fao.org/aos/agrovoc/c_6646,根处理,root treatment,Tratamiento de la raíz,traitement des racines,0
http://aims.fao.org/aos/agrovoc/c_7316,分期施肥,split dressings,Abonado fraccionado,apport fractionné,0
http://aims.fao.org/aos/agrovoc/c_6132,采后喷雾,postharvest spraying,Pulverización postcosecha,pulvérisation après récolte,0
http://aims.fao.org/aos/agrovoc/c_6130,采后处理,postharvest control,Control de plagas (postcosecha),lutte après récolte,0
http://aims.fao.org/aos/agrovoc/c_25793,低量喷施,low volume spraying,Pulverización a bajo volumen,pulvérisation à bas volume,0
http://aims.fao.org/aos/agrovoc/c_32618,超低量喷施,ultralow volume spraying,Pulverización dosis ultrareducida,pulvérisation à ultra bas volume,0
http://aims.fao.org/aos/agrovoc/c_26116,静电喷涂,electrostatic spraying,Pulverización electrostática,pulvérisation électrostatique,0
http://aims.fao.org/aos/agrovoc/c_7374,促苗施肥,starter dressings,Abonado de arranque,fumure starter,0
http://aims.fao.org/aos/agrovoc/c_7814,点滴法,topical application,Aplicación local,application locale,0
http://aims.fao.org/aos/agrovoc/c_34247,控制释放,controlled release,Liberación controlada,libération contrôlée,0
http://aims.fao.org/aos/agrovoc/c_3068,配方,formulations,Formulación,formulation,0
http://aims.fao.org/aos/agrovoc/c_35224,微囊化,microencapsulation,Microencapsulación,microencapsulation,0
http://aims.fao.org/aos/agrovoc/c_36803,口服给药,oral administration,Administración oral,administration orale,0
http://aims.fao.org/aos/agrovoc/c_50131,输液,infusion,Infusión,perfusion,0
http://aims.fao.org/aos/agrovoc/c_1079,育种方法,breeding methods,Método de mejoramiento genético,méthode d'amélioration génétique,0
http://aims.fao.org/aos/agrovoc/c_15974,基因工程,genetic engineering,Ingeniería genética,génie génétique,0
http://aims.fao.org/aos/agrovoc/c_3842,诱发突变,induced mutation,Mutación inducida,mutation provoquée,0
http://aims.fao.org/aos/agrovoc/c_6216,后代测验,progeny testing,Prueba de descendencia,épreuve sur la descendance,0
http://aims.fao.org/aos/agrovoc/c_5964,植物去雄,plant emasculation,Emasculación de plantas,émasculation des plantes,0
http://aims.fao.org/aos/agrovoc/c_11119,遗传改良,genetic improvement,Mejoramiento genético,optimisation génétique,0
http://aims.fao.org/aos/agrovoc/c_49902,育种,breeding,Mejora,amélioration génétique,0
http://aims.fao.org/aos/agrovoc/c_15952,克隆,cloning,Clonación,clonage,0
http://aims.fao.org/aos/agrovoc/c_1976,杂交繁育,cross-breeding,Cruzamiento,croisement,0
http://aims.fao.org/aos/agrovoc/c_1975,杂交种,crossbreds,Producto del cruzamiento,produit de croisement,0
http://aims.fao.org/aos/agrovoc/c_763,回交,backcrossing,Retrocruzamiento,rétrocroisement,0
http://aims.fao.org/aos/agrovoc/c_1847,辐合改进,convergent improvement,Mejoramiento convergente,amélioration convergente,0
http://aims.fao.org/aos/agrovoc/c_6471,正反交,reciprocal crossing,Cruzamiento recíproco,croisement réciproque,0
http://aims.fao.org/aos/agrovoc/c_16577,远交(方法),outcrossing,Cruzamiento exogámico,croisement exogame,0
http://aims.fao.org/aos/agrovoc/c_3706,杂交,hybridization,Hibridación,hybridation,0
http://aims.fao.org/aos/agrovoc/c_27578,分子杂交,molecular hybridization,Hibridación molecular,hybridation moléculaire,0
http://aims.fao.org/aos/agrovoc/c_27498,细胞质雄性不育,cytoplasmic male sterility,Esterilidad masculina citoplásmica,stérilité mâle cytoplasmique,0
http://aims.fao.org/aos/agrovoc/c_3707,杂种,hybrids,Híbrido,hybride,0
http://aims.fao.org/aos/agrovoc/c_26792,属间杂交,intergeneric hybridization,Hibridación intergenérica,hybridation intergénérique,0
http://aims.fao.org/aos/agrovoc/c_26794,种间杂交,interspecific hybridization,Hibridación interespecífica,hybridation interspécifique,0
http://aims.fao.org/aos/agrovoc/c_27608,体细胞杂交,somatic hybridization,Hibridación somática,hybridation somatique,0
http://aims.fao.org/aos/agrovoc/c_24888,原生质体融合,protoplast fusion,Fusión del protoplasto,fusion de protoplastes,0
http://aims.fao.org/aos/agrovoc/c_27609,体细胞杂种,somatic hybrids,Híbrido somático,hybride somatique,0
http://aims.fao.org/aos/agrovoc/c_34298,种内杂交,intraspecific hybridization,Hibridación intraespecífica,hybridation intraspécifique,0
http://aims.fao.org/aos/agrovoc/c_36667,人工杂交,artificial hybridization,Hibridación artificial,hybridation artificielle,0
http://aims.fao.org/aos/agrovoc/c_3817,近交,inbreeding,Endogamia,inbreeding,0
http://aims.fao.org/aos/agrovoc/c_27530,遗传距离,genetic distance,Distancia genética,distance génétique,0
http://aims.fao.org/aos/agrovoc/c_34858,近交衰退,inbreeding depression,Depresión endogámica,dépression de consanguinité,0
http://aims.fao.org/aos/agrovoc/c_24039,近交系,inbred lines,Linea consanguínea,lignée consanguine,0
http://aims.fao.org/aos/agrovoc/c_6951,选择,selection,Selección,sélection,0
http://aims.fao.org/aos/agrovoc/c_16337,品种筛选,varietal screening,Cribado varietal,criblage variétal,0
http://aims.fao.org/aos/agrovoc/c_117,适应,adaptation,Adaptación,adaptation,0
http://aims.fao.org/aos/agrovoc/c_27492,复合群体,composite populations,Colimicina,population composite,0
http://aims.fao.org/aos/agrovoc/c_24423,选择指数,selection index,Índice de selección,index de sélection,0
http://aims.fao.org/aos/agrovoc/c_27559,离体选择,in vitro selection,Selección in vitro,sélection in vitro,0
http://aims.fao.org/aos/agrovoc/c_24396,培养技术,culture techniques,Técnica de cultivo,technique de culture,0
http://aims.fao.org/aos/agrovoc/c_27595,轮回选择,recurrent selection,Selección recurrente,sélection récurrente,0
http://aims.fao.org/aos/agrovoc/c_32698,自然选择,natural selection,Selección natural,sélection naturelle,0
http://aims.fao.org/aos/agrovoc/c_8210,生存力,viability,Viabilidad,viabilité,0
http://aims.fao.org/aos/agrovoc/c_2745,进化,evolution,Evolución,évolution,0
http://aims.fao.org/aos/agrovoc/c_33964,物种选择,choice of species,Elección de especies,choix des espèces,0
http://aims.fao.org/aos/agrovoc/c_2147,决策,decision-making,Toma de decisiones,prise de décision,0
http://aims.fao.org/aos/agrovoc/c_36729,森林复原,forest rehabilitation,Rehabilitación forestal,réhabilitation des forêts,0
http://aims.fao.org/aos/agrovoc/c_36085,品种选择,variety choice,Elección de variedades,choix des variétés,0
http://aims.fao.org/aos/agrovoc/c_330719,栽培品种选择,cultivar selection,Selección de cultivares,sélection de cultivars,0
http://aims.fao.org/aos/agrovoc/c_34366,趋异选择,divergent selection,Selección divergente,sélection divergente,0
http://aims.fao.org/aos/agrovoc/c_36569,混合选择,mass selection,Selección masal,sélection massale,0
http://aims.fao.org/aos/agrovoc/c_36570,个体选择,individual selection,Selección individual,sélection individuelle,0
http://aims.fao.org/aos/agrovoc/c_36927,早期选择,early selection,Selección precoz,sélection précoce,0
http://aims.fao.org/aos/agrovoc/c_37565,人工选择,artificial selection,Selección artificial,sélection artificielle,0
http://aims.fao.org/aos/agrovoc/c_6959,自体受精,selfing,Autofecundación,autofécondation forcée,0
http://aims.fao.org/aos/agrovoc/c_6960,自交,selfs,Autofecundado,autoféconde,0
http://aims.fao.org/aos/agrovoc/c_16007,远交,outbreeding,Alogamia,outbreeding,0
http://aims.fao.org/aos/agrovoc/c_24070,纯种繁育,pure breeding,Mejora en estirpe cerrada,sélection dans la race,0
http://aims.fao.org/aos/agrovoc/c_34295,杂交育种,heterosis breeding,Mejora por heterosis,amélioration par hétérosis,0
http://aims.fao.org/aos/agrovoc/c_3705,杂种优势,heterosis,Vigor híbrido,vigueur hybride,0
http://aims.fao.org/aos/agrovoc/c_35675,突变育种,mutation breeding,Mejoramiento por mutación,amélioration par mutation,0
http://aims.fao.org/aos/agrovoc/c_1513,分析方法,analytical methods,Técnica analítica,technique analytique,0
http://aims.fao.org/aos/agrovoc/c_27504,染色标记,dye markers,Marcador de color,marqueur coloré,0
http://aims.fao.org/aos/agrovoc/c_27483,化学试剂,chemical reagents,Reactivo químico,réactif chimique,0
http://aims.fao.org/aos/agrovoc/c_3807,免疫技术,immunological techniques,Técnica inmunológica,technique immunologique,0
http://aims.fao.org/aos/agrovoc/c_16064,水分析,water analysis,Análisis de agua,analyse de l'eau,0
http://aims.fao.org/aos/agrovoc/c_36910,萃取,extraction,Extracción,extraction,0
http://aims.fao.org/aos/agrovoc/c_37744,隔离,isolation,Aislamiento,isolement,0
http://aims.fao.org/aos/agrovoc/c_1594,色谱法,chromatography,Cromatografía,chromatographie,0
http://aims.fao.org/aos/agrovoc/c_11097,气相色谱法,gas chromatography,Cromatografía de gases,chromatographie en phase gazeuse,0
http://aims.fao.org/aos/agrovoc/c_13089,纸层析法,paper chromatography,Cromatografía de papel,chromatographie sur papier,0
http://aims.fao.org/aos/agrovoc/c_14858,薄层色谱法,thin layer chromatography,Cromatografia de capa fina,chromatographie en couche mince,0
http://aims.fao.org/aos/agrovoc/c_24395,柱色谱法,column chromatography,Cromatografía de columna,chromatographie en colonne,0
http://aims.fao.org/aos/agrovoc/c_24469,高压液相色谱法,HPLC,HPLC,HPLC,0
http://aims.fao.org/aos/agrovoc/c_28291,离子交换色谱,ion exchange chromatography,Cromatografía de cambio iónico,chromatographie d'échange ionique,0
http://aims.fao.org/aos/agrovoc/c_28292,气液色谱法,gas liquid chromatography,Cromatografía gas-líquido,chromatographie gaz liquide,0
http://aims.fao.org/aos/agrovoc/c_28294,凝胶色谱,gel chromatography,Cromatografía sobre gel,chromatographie sur gel,0
http://aims.fao.org/aos/agrovoc/c_2523,电泳,electrophoresis,Electroforesis,électrophorèse,0
http://aims.fao.org/aos/agrovoc/c_27556,免疫电泳,immunoelectrophoresis,Inmunoelectrofóresis,immunoélectrophorèse,0
http://aims.fao.org/aos/agrovoc/c_35062,对流免疫电泳,counterimmunoelectrophoresis,Contrainmunoelectrofóresis,contre-immunoélectrophorèse,0
http://aims.fao.org/aos/agrovoc/c_32677,等电聚焦,isoelectric focusing,Isoelectrofoque,isoélectrofocalisation,0
http://aims.fao.org/aos/agrovoc/c_34078,聚丙烯酰胺凝胶电泳,polyacrylamide gel electrophoresis,Electrofóresis gel poliacrilamida,électrophorèse gel polyacrylamide,0
http://aims.fao.org/aos/agrovoc/c_34949,凝胶电泳,gel electrophoresis,Electrofóresis en gel,électrophorèse sur gel,0
http://aims.fao.org/aos/agrovoc/c_7717,热分析,thermal analysis,Análisis térmico,analyse thermique,0
http://aims.fao.org/aos/agrovoc/c_28242,差热分析,differential thermal analysis,Análisis térmico diferencial,analyse thermique différentielle,0
http://aims.fao.org/aos/agrovoc/c_37379,热解重量分析,thermogravimetric analysis,Análisis termogravimétrica,analyse thermogravimétrique,0
http://aims.fao.org/aos/agrovoc/c_16372,重量分析法,gravimetry,Gravimetría,gravimétrie,0
http://aims.fao.org/aos/agrovoc/c_14498,光谱学,spectroscopy,Espectroscopia,spectroscopie,0
http://aims.fao.org/aos/agrovoc/c_7283,光谱测定法,spectrometry,Espectrometría,spectrométrie,0
http://aims.fao.org/aos/agrovoc/c_12421,质谱法,mass spectrometry,Espectrometría de masas,spectrométrie de masse,0
http://aims.fao.org/aos/agrovoc/c_14497,分光光度法,spectrophotometry,Espectrofotometria,spectrophotométrie,0
http://aims.fao.org/aos/agrovoc/c_24247,分光光度计,spectrophotometers,Espectrofotometro,spectrophotomètre,0
http://aims.fao.org/aos/agrovoc/c_28381,荧光测定法,fluorimetry,Fluorimetría,fluorimétrie,0
http://aims.fao.org/aos/agrovoc/c_28565,火焰光度法,flame photometry,Espectrofotometría de llama,spectrophotométrie de flamme,0
http://aims.fao.org/aos/agrovoc/c_28567,原子吸收光谱法,atomic absorption spectrometry,Espectrometría de absorción atómica,spectrométrie d'absorption atomique,0
http://aims.fao.org/aos/agrovoc/c_28568,红外分光光度法,infrared spectrophotometry,Espectroscopia infrarroja,spectroscopie infrarouge,0
http://aims.fao.org/aos/agrovoc/c_28569,紫外分光光度法,ultraviolet spectrophotometry,Espectroscopia ultravioleta,spectroscopie uv,0
http://aims.fao.org/aos/agrovoc/c_35049,化学发光法,chemiluminescence method,Método de quimioluminescencia,méthode par chimiluminescence,0
http://aims.fao.org/aos/agrovoc/c_29658,化学发光免疫测定,chemiluminescence immunoassays,Técnica inmunoquimioluminiscente,technique immunochimioluminescente,0
http://aims.fao.org/aos/agrovoc/c_24405,核磁共振波谱法,NMR spectroscopy,Espectroscopia RMN,spectroscopie RMN,0
http://aims.fao.org/aos/agrovoc/c_28241,电子自旋共振谱,ESR spectroscopy,Espectroscopia ESR,spectroscopie RPE,0
http://aims.fao.org/aos/agrovoc/c_28566,X射线光谱学,X-ray spectroscopy,Espectroscopia de rayos X,spectroscopie aux rayons x,0
http://aims.fao.org/aos/agrovoc/c_35050,荧光发射光谱,fluorescence emission spectroscopy,Espectroscopia emisión fluorescente,spectroscopie émission fluorescence,0
http://aims.fao.org/aos/agrovoc/c_16006,感官分析,organoleptic analysis,Análisis organoléptico,analyse organoleptique,0
http://aims.fao.org/aos/agrovoc/c_5399,感官特性,organoleptic properties,Propiedad organoléptica,propriété organoleptique,0
http://aims.fao.org/aos/agrovoc/c_16368,比色法,colorimetry,Colorimetría,colorimétrie,0
http://aims.fao.org/aos/agrovoc/c_16377,滴定,titration,Titulación,titrage,0
http://aims.fao.org/aos/agrovoc/c_25021,凯氏定氮法,Kjeldahl method,Metodo de Kjeldahl,méthode de Kjeldahl,0
http://aims.fao.org/aos/agrovoc/c_5192,氮,nitrogen,Nitrógeno,azote,0
http://aims.fao.org/aos/agrovoc/c_25796,折射测定法,refractometry,Refractometría,réfractométrie,0
http://aims.fao.org/aos/agrovoc/c_26805,极谱分析法,polarography,Polarografía,polarographie,0
http://aims.fao.org/aos/agrovoc/c_26867,酶法分析,enzymatic analysis,Análisis enzimático,analyse enzymatique,0
http://aims.fao.org/aos/agrovoc/c_2603,酶,enzymes,Enzima,enzyme,0
http://aims.fao.org/aos/agrovoc/c_28238,同位素分析,isotope analysis,Análisis isotópico,analyse isotopique,0
http://aims.fao.org/aos/agrovoc/c_11852,同位素,isotopes,Isótopo,isotope,0
http://aims.fao.org/aos/agrovoc/c_28239,中子活化分析,neutron activation analysis,Análisis por activación neutrónica,analyse par activation neutronique,0
http://aims.fao.org/aos/agrovoc/c_28276,量热学,calorimetry,Calorimetría,calorimétrie,0
http://aims.fao.org/aos/agrovoc/c_28304,络合滴定法,complexometry,Complexometría,complexométrie,0
http://aims.fao.org/aos/agrovoc/c_28313,电导分析法,conductimetry,Conductimetría,conductimétrie,0
http://aims.fao.org/aos/agrovoc/c_28327,冰点测定法,cryoscopy,Crioscopía,crioscopie,0
http://aims.fao.org/aos/agrovoc/c_28346,膨胀测定法,dilatometry,Dilatometría,dilatométrie,0
http://aims.fao.org/aos/agrovoc/c_28378,污物测定试验,filth test,Prueba de filth,Filth test,0
http://aims.fao.org/aos/agrovoc/c_28453,测压法,manometry,Manometría,manométrie,0
http://aims.fao.org/aos/agrovoc/c_28476,比浊法,nephelometry,Nefelometría,néphélométrie,0
http://aims.fao.org/aos/agrovoc/c_28504,旋光测量法,polarimetry,Polarimetría,polarimétrie,0
http://aims.fao.org/aos/agrovoc/c_28517,电势测定法,potentiometry,Potenciometría,potentiométrie,0
http://aims.fao.org/aos/agrovoc/c_28550,糖量测定法,saccharimetry,Sacarimetría,saccharimétrie,0
http://aims.fao.org/aos/agrovoc/c_28605,浊度测定法,turbidimetry,Turbidimetría,turbidimétrie,0
http://aims.fao.org/aos/agrovoc/c_32660,定量分析,quantitative analysis,Análisis cuantitativo,analyse quantitative,0
http://aims.fao.org/aos/agrovoc/c_33505,同位素稀释法,isotope dilution method,Método de dilución de isótopos,méthode de dilution isotopique,0
http://aims.fao.org/aos/agrovoc/c_35284,定性分析,qualitative analysis,Análisis cualitativo,analyse qualitative,0
http://aims.fao.org/aos/agrovoc/c_36855,反射测定法,reflectometry,Reflectometría,réflectométrie,0
http://aims.fao.org/aos/agrovoc/c_36856,时间域反射法,time domain reflectometry,Reflectometría en el tiempo,réflectométrie temporelle,0
http://aims.fao.org/aos/agrovoc/c_36937,伏安法,voltammetry,Voltametría,voltammétrie,0
http://aims.fao.org/aos/agrovoc/c_37571,密度测定法,densitometry,Densitometría,densitométrie,0
http://aims.fao.org/aos/agrovoc/c_2186,密度,density,Densidad,densité,0
http://aims.fao.org/aos/agrovoc/c_2950,捕捞方法,fishing methods,Método de pesca,méthode de pêche,0
http://aims.fao.org/aos/agrovoc/c_415,钓鱼,angling,Pesca con cana,pêche à la canne,0
http://aims.fao.org/aos/agrovoc/c_4349,钓捕,line fishing,Pesca con línea,pêche à la ligne,0
http://aims.fao.org/aos/agrovoc/c_10940,飞绳钓,flyfishing,Pesca con mosca,pêche à la mouche,0
http://aims.fao.org/aos/agrovoc/c_2377,挖(捕捞方法),dredging (catching method),Dragado (método de captura),dragage (pêche),0
http://aims.fao.org/aos/agrovoc/c_2513,电渔法,electric fishing,Pesca con electricidad,pêche à l'électricité,0
http://aims.fao.org/aos/agrovoc/c_6368,泵吸鱼法,pump fishing,Pesca con bomba,pêche à la pompe,0
http://aims.fao.org/aos/agrovoc/c_2760,炸鱼,explosive fishing,Pesca con explosivos,pêche à l'explosif,0
http://aims.fao.org/aos/agrovoc/c_2928,毒鱼,fish poisoning,Pesca con veneno,pêche au poison,0
http://aims.fao.org/aos/agrovoc/c_2945,潜水捕捞,fishing by diving,Pesca de buceo,pêche en plongée,0
http://aims.fao.org/aos/agrovoc/c_4323,光诱渔法,light fishing,Pesca con luz,pêche à la lumière,0
http://aims.fao.org/aos/agrovoc/c_15004,曳绳钓,trolling,Pesca a la cacea,pêche à la traîne,0
http://aims.fao.org/aos/agrovoc/c_92346,延绳钓,longline fishing,Pesca con palangre,pêche à la palangre,0
http://aims.fao.org/aos/agrovoc/c_5141,网捕,net fishing,Pesca con red,pêche au filet,0
http://aims.fao.org/aos/agrovoc/c_7881,拖网作业,trawling,Pesca a la rastra,chalutage,0
