year,type,category,plant_pic,total_avg_pic,total_yield,market,avg_pic,yield
102,蔬菜類,蘿蔔,10.87,10.70,53996,台北二,10.70,6248
102,蔬菜類,蘿蔔,10.87,10.70,53996,台北一,11.50,19620
102,蔬菜類,蘿蔔,10.87,10.70,53996,三重區,7.70,1861
102,蔬菜類,蘿蔔,10.87,10.70,53996,宜蘭市,7.50,255
102,蔬菜類,蘿蔔,10.87,10.70,53996,桃園縣 ,11.20,616
102,蔬菜類,蘿蔔,10.87,10.70,53996,台中市,8.40,1822
102,蔬菜類,蘿蔔,10.87,10.70,53996,溪湖鎮,9.20,1661
102,蔬菜類,蘿蔔,10.87,10.70,53996,南投市,8.20,277
102,蔬菜類,蘿蔔,10.87,10.70,53996,西螺鎮,9.70,14180
102,蔬菜類,蘿蔔,10.87,10.70,53996,高雄市,16.80,2260
102,蔬菜類,蘿蔔,10.87,10.70,53996,鳳山市,9.90,927
102,蔬菜類,蘿蔔,10.87,10.70,53996,屏東市,10.80,2866
102,蔬菜類,蘿蔔,10.87,10.70,53996,台東市,10.80,648
102,蔬菜類,蘿蔔,10.87,10.70,53996,花蓮市,9.10,755
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,台北二,16.10,3966
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,台北一,15.90,11187
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,三重區,11.10,1305
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,宜蘭市,15.50,0
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,桃園縣 ,14.60,680
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,台中市,13.40,1660
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,溪湖鎮,11.30,919
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,西螺鎮,18.50,12341
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,高雄市,17.70,3179
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,鳳山市,12.30,1855
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,屏東市,15.80,3109
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,台東市,17.30,225
102,蔬菜類,胡蘿蔔,15.93,16.30,32123,花蓮市,12.80,0
102,蔬菜類,馬鈴薯,20.89,24.00,13472,台北二,24.10,1637
102,蔬菜類,馬鈴薯,20.89,24.00,13472,台北一,23.40,3482
102,蔬菜類,馬鈴薯,20.89,24.00,13472,三重區,19.40,208
102,蔬菜類,馬鈴薯,20.89,24.00,13472,桃園縣 ,20.70,130
102,蔬菜類,馬鈴薯,20.89,24.00,13472,台中市,19.10,320
102,蔬菜類,馬鈴薯,20.89,24.00,13472,西螺鎮,25.00,5828
102,蔬菜類,馬鈴薯,20.89,24.00,13472,高雄市,26.90,902
102,蔬菜類,馬鈴薯,20.89,24.00,13472,鳳山區,19.50,394
102,蔬菜類,馬鈴薯,20.89,24.00,13472,屏東市,20.40,490
102,蔬菜類,馬鈴薯,20.89,24.00,13472,台東市,25.60,79
102,蔬菜類,洋蔥,17.01,19.60,21737,台北二,20.90,2836
102,蔬菜類,洋蔥,17.01,19.60,21737,台北一,21.00,6727
102,蔬菜類,洋蔥,17.01,19.60,21737,三重區,14.20,311
102,蔬菜類,洋蔥,17.01,19.60,21737,宜蘭市,14.80,123
102,蔬菜類,洋蔥,17.01,19.60,21737,桃園縣 ,15.90,208
102,蔬菜類,洋蔥,17.01,19.60,21737,台中市,16.60,980
102,蔬菜類,洋蔥,17.01,19.60,21737,溪湖鎮,19.10,284
102,蔬菜類,洋蔥,17.01,19.60,21737,西螺鎮,19.60,6063
102,蔬菜類,洋蔥,17.01,19.60,21737,高雄市,21.80,2114
102,蔬菜類,洋蔥,17.01,19.60,21737,鳳山區,14.20,992
102,蔬菜類,洋蔥,17.01,19.60,21737,屏東市,13.80,1036
102,蔬菜類,洋蔥,17.01,19.60,21737,台東市,16.90,57
102,蔬菜類,洋蔥,17.01,19.60,21737,花蓮市,13.70,6
102,蔬菜類,洋菇,96.98,87.60,748,台北二,101.10,164
102,蔬菜類,洋菇,96.98,87.60,748,台北一,101.30,326
102,蔬菜類,洋菇,96.98,87.60,748,三重區,61.30,12
102,蔬菜類,洋菇,96.98,87.60,748,桃園縣 ,31.60,11
102,蔬菜類,洋菇,96.98,87.60,748,台中市,103.30,14
102,蔬菜類,洋菇,96.98,87.60,748,高雄市,122.60,54
102,蔬菜類,洋菇,96.98,87.60,748,鳳山區,39.10,62
102,蔬菜類,洋菇,96.98,87.60,748,屏東市,41.50,106
102,蔬菜類,蔥,42.56,41.50,25613,台北二,44.60,2830
102,蔬菜類,蔥,42.56,41.50,25613,台北一,49.00,9598
102,蔬菜類,蔥,42.56,41.50,25613,三重區,25.10,853
102,蔬菜類,蔥,42.56,41.50,25613,宜蘭市,65.60,1635
102,蔬菜類,蔥,42.56,41.50,25613,桃園縣 ,33.40,278
102,蔬菜類,蔥,42.56,41.50,25613,台中市,28.20,623
102,蔬菜類,蔥,42.56,41.50,25613,永靖鄉,21.60,6
102,蔬菜類,蔥,42.56,41.50,25613,溪湖鎮,36.50,1094
102,蔬菜類,蔥,42.56,41.50,25613,南投市,37.00,49
102,蔬菜類,蔥,42.56,41.50,25613,西螺鎮,30.00,5454
102,蔬菜類,蔥,42.56,41.50,25613,高雄市,43.40,1097
102,蔬菜類,蔥,42.56,41.50,25613,鳳山區,22.80,489
102,蔬菜類,蔥,42.56,41.50,25613,屏東市,25.40,1148
102,蔬菜類,蔥,42.56,41.50,25613,台東市,40.50,353
102,蔬菜類,蔥,42.56,41.50,25613,花蓮市,43.20,106
102,蔬菜類,蒜,58.32,58.30,12961,台北二,63.10,1309
102,蔬菜類,蒜,58.32,58.30,12961,台北一,60.50,4248
102,蔬菜類,蒜,58.32,58.30,12961,三重區,33.80,463
102,蔬菜類,蒜,58.32,58.30,12961,宜蘭市,37.60,133
102,蔬菜類,蒜,58.32,58.30,12961,桃園縣 ,35.00,134
102,蔬菜類,蒜,58.32,58.30,12961,台中市,41.00,400
102,蔬菜類,蒜,58.32,58.30,12961,南投市,35.10,45
102,蔬菜類,蒜,58.32,58.30,12961,西螺鎮,62.50,4101
102,蔬菜類,蒜,58.32,58.30,12961,高雄市,72.10,987
102,蔬菜類,蒜,58.32,58.30,12961,鳳山區,31.70,148
102,蔬菜類,蒜,58.32,58.30,12961,屏東市,40.80,871
102,蔬菜類,蒜,58.32,58.30,12961,台東市,66.60,56
102,蔬菜類,蒜,58.32,58.30,12961,花蓮市,28.40,64
102,蔬菜類,薑,52.38,46.20,11077,台北二,51.30,1169
102,蔬菜類,薑,52.38,46.20,11077,台北一,45.70,3349
102,蔬菜類,薑,52.38,46.20,11077,三重區,35.40,521
102,蔬菜類,薑,52.38,46.20,11077,宜蘭市,39.60,459
102,蔬菜類,薑,52.38,46.20,11077,桃園縣 ,43.40,42
102,蔬菜類,薑,52.38,46.20,11077,台中市,32.00,486
102,蔬菜類,薑,52.38,46.20,11077,西螺鎮,50.70,3456
102,蔬菜類,薑,52.38,46.20,11077,高雄市,55.20,589
102,蔬菜類,薑,52.38,46.20,11077,鳳山區,32.80,228
102,蔬菜類,薑,52.38,46.20,11077,屏東市,36.50,517
102,蔬菜類,薑,52.38,46.20,11077,花蓮市,41.00,263
102,蔬菜類,蘆筍,91.18,125.50,1329,台北二,176.70,116
102,蔬菜類,蘆筍,91.18,125.50,1329,台北一,149.60,681
102,蔬菜類,蘆筍,91.18,125.50,1329,三重區,71.80,25
102,蔬菜類,蘆筍,91.18,125.50,1329,桃園縣 ,90.20,3
102,蔬菜類,蘆筍,91.18,125.50,1329,台中市,104.50,13
102,蔬菜類,蘆筍,91.18,125.50,1329,高雄市,181.70,87
102,蔬菜類,蘆筍,91.18,125.50,1329,鳳山區,59.40,19
102,蔬菜類,蘆筍,91.18,125.50,1329,屏東市,55.30,372
102,蔬菜類,蘆筍,91.18,125.50,1329,台東市,261.90,13
102,蔬菜類,麻竹筍,46.78,31.10,2382,台北二,32.40,280
102,蔬菜類,麻竹筍,46.78,31.10,2382,台北一,30.20,771
102,蔬菜類,麻竹筍,46.78,31.10,2382,三重區,25.30,110
102,蔬菜類,麻竹筍,46.78,31.10,2382,宜蘭市,23.90,75
102,蔬菜類,麻竹筍,46.78,31.10,2382,桃園縣 ,28.10,9
102,蔬菜類,麻竹筍,46.78,31.10,2382,台中市,26.20,70
102,蔬菜類,麻竹筍,46.78,31.10,2382,南投市,12.90,42
102,蔬菜類,麻竹筍,46.78,31.10,2382,高雄市,42.70,387
102,蔬菜類,麻竹筍,46.78,31.10,2382,鳳山區,25.30,205
102,蔬菜類,麻竹筍,46.78,31.10,2382,屏東市,29.50,435
102,蔬菜類,麻竹筍,46.78,31.10,2382,台東市,0.00,0
102,蔬菜類,綠竹筍,63.30,67.80,2859,台北二,85.60,282
102,蔬菜類,綠竹筍,63.30,67.80,2859,台北一,80.00,1324
102,蔬菜類,綠竹筍,63.30,67.80,2859,三重區,45.70,115
102,蔬菜類,綠竹筍,63.30,67.80,2859,宜蘭市,23.90,4
102,蔬菜類,綠竹筍,63.30,67.80,2859,桃園縣 ,95.70,0
102,蔬菜類,綠竹筍,63.30,67.80,2859,台中市,64.60,6
102,蔬菜類,綠竹筍,63.30,67.80,2859,南投市,0.00,0
102,蔬菜類,綠竹筍,63.30,67.80,2859,高雄市,73.00,63
102,蔬菜類,綠竹筍,63.30,67.80,2859,鳳山區,43.90,50
102,蔬菜類,綠竹筍,63.30,67.80,2859,屏東市,50.50,1015
102,蔬菜類,甘藍,14.90,15.20,197855,台北二,15.20,21539
102,蔬菜類,甘藍,14.90,15.20,197855,台北一,16.10,57143
102,蔬菜類,甘藍,14.90,15.20,197855,三重區,12.50,4462
102,蔬菜類,甘藍,14.90,15.20,197855,宜蘭市,18.40,3096
102,蔬菜類,甘藍,14.90,15.20,197855,桃園縣 ,14.10,1519
102,蔬菜類,甘藍,14.90,15.20,197855,台中市,14.40,5292
102,蔬菜類,甘藍,14.90,15.20,197855,永靖鄉,7.50,6807
102,蔬菜類,甘藍,14.90,15.20,197855,溪湖鎮,11.10,6768
102,蔬菜類,甘藍,14.90,15.20,197855,南投市,15.20,520
102,蔬菜類,甘藍,14.90,15.20,197855,西螺鎮,15.50,61559
102,蔬菜類,甘藍,14.90,15.20,197855,高雄市,19.80,10818
102,蔬菜類,甘藍,14.90,15.20,197855,鳳山區,10.00,5975
102,蔬菜類,甘藍,14.90,15.20,197855,屏東市,13.80,5220
102,蔬菜類,甘藍,14.90,15.20,197855,台東市,18.50,2524
102,蔬菜類,甘藍,14.90,15.20,197855,花蓮市,15.10,4612
102,蔬菜類,不結球白菜,21.80,18.00,43915,台北二,18.10,5420
102,蔬菜類,不結球白菜,21.80,18.00,43915,台北一,19.10,14144
102,蔬菜類,不結球白菜,21.80,18.00,43915,三重區,17.90,814
102,蔬菜類,不結球白菜,21.80,18.00,43915,宜蘭市,18.70,968
102,蔬菜類,不結球白菜,21.80,18.00,43915,桃園縣 ,13.80,372
102,蔬菜類,不結球白菜,21.80,18.00,43915,台中市,14.30,1319
102,蔬菜類,不結球白菜,21.80,18.00,43915,永靖鄉,0.00,0
102,蔬菜類,不結球白菜,21.80,18.00,43915,南投市,17.00,71
102,蔬菜類,不結球白菜,21.80,18.00,43915,西螺鎮,16.00,13242
102,蔬菜類,不結球白菜,21.80,18.00,43915,高雄市,25.40,3133
102,蔬菜類,不結球白菜,21.80,18.00,43915,鳳山區,15.30,1968
102,蔬菜類,不結球白菜,21.80,18.00,43915,屏東市,17.00,2187
102,蔬菜類,不結球白菜,21.80,18.00,43915,台東市,26.50,279
102,蔬菜類,不結球白菜,21.80,18.00,43915,花蓮市,15.00,0
102,蔬菜類,結球白菜,12.69,11.30,86927,台北二,11.50,8816
102,蔬菜類,結球白菜,12.69,11.30,86927,台北一,13.30,25111
102,蔬菜類,結球白菜,12.69,11.30,86927,三重區,8.90,1998
102,蔬菜類,結球白菜,12.69,11.30,86927,宜蘭市,13.60,1078
102,蔬菜類,結球白菜,12.69,11.30,86927,桃園縣 ,9.60,944
102,蔬菜類,結球白菜,12.69,11.30,86927,台中市,9.60,1815
102,蔬菜類,結球白菜,12.69,11.30,86927,永靖鄉,9.70,12732
102,蔬菜類,結球白菜,12.69,11.30,86927,溪湖鎮,11.50,2925
102,蔬菜類,結球白菜,12.69,11.30,86927,南投市,12.00,145
102,蔬菜類,結球白菜,12.69,11.30,86927,西螺鎮,9.40,18583
102,蔬菜類,結球白菜,12.69,11.30,86927,高雄市,16.20,3753
102,蔬菜類,結球白菜,12.69,11.30,86927,鳳山區,8.50,3323
102,蔬菜類,結球白菜,12.69,11.30,86927,屏東市,10.00,3364
102,蔬菜類,結球白菜,12.69,11.30,86927,台東市,16.80,814
102,蔬菜類,結球白菜,12.69,11.30,86927,花蓮市,13.90,1526
102,蔬菜類,芹菜,43.33,32.70,13920,台北二,30.80,1756
102,蔬菜類,芹菜,43.33,32.70,13920,台北一,33.70,4523
102,蔬菜類,芹菜,43.33,32.70,13920,三重區,16.40,341
102,蔬菜類,芹菜,43.33,32.70,13920,宜蘭市,34.40,345
102,蔬菜類,芹菜,43.33,32.70,13920,桃園縣 ,20.30,221
102,蔬菜類,芹菜,43.33,32.70,13920,台中市,19.00,537
102,蔬菜類,芹菜,43.33,32.70,13920,永靖鄉,23.40,347
102,蔬菜類,芹菜,43.33,32.70,13920,南投市,31.30,22
102,蔬菜類,芹菜,43.33,32.70,13920,西螺鎮,38.00,3477
102,蔬菜類,芹菜,43.33,32.70,13920,高雄市,39.70,1164
102,蔬菜類,芹菜,43.33,32.70,13920,鳳山區,19.50,230
102,蔬菜類,芹菜,43.33,32.70,13920,屏東市,23.00,825
102,蔬菜類,芹菜,43.33,32.70,13920,台東市,46.80,128
102,蔬菜類,芹菜,43.33,32.70,13920,花蓮市,19.20,6
102,蔬菜類,花椰菜,28.72,19.80,36469,台北二,25.30,2126
102,蔬菜類,花椰菜,28.72,19.80,36469,台北一,26.70,5326
102,蔬菜類,花椰菜,28.72,19.80,36469,三重區,17.40,1154
102,蔬菜類,花椰菜,28.72,19.80,36469,宜蘭市,27.10,135
102,蔬菜類,花椰菜,28.72,19.80,36469,桃園縣 ,16.30,375
102,蔬菜類,花椰菜,28.72,19.80,36469,台中市,15.90,748
102,蔬菜類,花椰菜,28.72,19.80,36469,永靖鄉,16.00,2568
102,蔬菜類,花椰菜,28.72,19.80,36469,溪湖鎮,16.50,14863
102,蔬菜類,花椰菜,28.72,19.80,36469,南投市,14.80,159
102,蔬菜類,花椰菜,28.72,19.80,36469,西螺鎮,19.40,4851
102,蔬菜類,花椰菜,28.72,19.80,36469,高雄市,29.70,1174
102,蔬菜類,花椰菜,28.72,19.80,36469,鳳山區,21.70,670
102,蔬菜類,花椰菜,28.72,19.80,36469,屏東市,23.20,2018
102,蔬菜類,花椰菜,28.72,19.80,36469,台東市,22.30,251
102,蔬菜類,花椰菜,28.72,19.80,36469,花蓮市,20.50,52
102,蔬菜類,茄子,26.90,24.00,18780,台北二,23.20,2009
102,蔬菜類,茄子,26.90,24.00,18780,台北一,24.20,5669
102,蔬菜類,茄子,26.90,24.00,18780,三重區,17.40,728
102,蔬菜類,茄子,26.90,24.00,18780,宜蘭市,25.30,501
102,蔬菜類,茄子,26.90,24.00,18780,桃園縣 ,19.10,189
102,蔬菜類,茄子,26.90,24.00,18780,台中市,19.30,802
102,蔬菜類,茄子,26.90,24.00,18780,永靖鄉,25.20,575
102,蔬菜類,茄子,26.90,24.00,18780,溪湖鎮,32.60,807
102,蔬菜類,茄子,26.90,24.00,18780,南投市,20.00,111
102,蔬菜類,茄子,26.90,24.00,18780,西螺鎮,27.60,4096
102,蔬菜類,茄子,26.90,24.00,18780,高雄市,34.70,754
102,蔬菜類,茄子,26.90,24.00,18780,鳳山區,14.80,459
102,蔬菜類,茄子,26.90,24.00,18780,屏東市,13.80,1589
102,蔬菜類,茄子,26.90,24.00,18780,台東市,22.80,183
102,蔬菜類,茄子,26.90,24.00,18780,花蓮市,23.60,308
102,蔬菜類,胡瓜,18.16,15.70,23952,台北二,16.00,2296
102,蔬菜類,胡瓜,18.16,15.70,23952,台北一,16.70,6138
102,蔬菜類,胡瓜,18.16,15.70,23952,三重區,11.40,806
102,蔬菜類,胡瓜,18.16,15.70,23952,宜蘭市,15.60,483
102,蔬菜類,胡瓜,18.16,15.70,23952,桃園縣 ,12.90,222
102,蔬菜類,胡瓜,18.16,15.70,23952,台中市,13.40,710
102,蔬菜類,胡瓜,18.16,15.70,23952,永靖鄉,13.00,1076
102,蔬菜類,胡瓜,18.16,15.70,23952,溪湖鎮,16.70,1082
102,蔬菜類,胡瓜,18.16,15.70,23952,南投市,12.60,127
102,蔬菜類,胡瓜,18.16,15.70,23952,西螺鎮,15.90,5884
102,蔬菜類,胡瓜,18.16,15.70,23952,高雄市,19.50,1138
102,蔬菜類,胡瓜,18.16,15.70,23952,鳳山區,14.40,1102
102,蔬菜類,胡瓜,18.16,15.70,23952,屏東市,14.60,1977
102,蔬菜類,胡瓜,18.16,15.70,23952,台東市,16.20,276
102,蔬菜類,胡瓜,18.16,15.70,23952,花蓮市,12.90,635
102,蔬菜類,蕃茄,34.51,30.30,26861,台北二,31.30,3730
102,蔬菜類,蕃茄,34.51,30.30,26861,台北一,34.00,11353
102,蔬菜類,蕃茄,34.51,30.30,26861,三重區,21.40,1640
102,蔬菜類,蕃茄,34.51,30.30,26861,宜蘭市,21.90,58
102,蔬菜類,蕃茄,34.51,30.30,26861,桃園縣 ,21.00,351
102,蔬菜類,蕃茄,34.51,30.30,26861,台中市,24.70,1174
102,蔬菜類,蕃茄,34.51,30.30,26861,永靖鄉,0.00,0
102,蔬菜類,蕃茄,34.51,30.30,26861,溪湖鎮,27.00,529
102,蔬菜類,蕃茄,34.51,30.30,26861,南投市,18.90,132
102,蔬菜類,蕃茄,34.51,30.30,26861,西螺鎮,26.80,3947
102,蔬菜類,蕃茄,34.51,30.30,26861,高雄市,37.50,1633
102,蔬菜類,蕃茄,34.51,30.30,26861,鳳山區,17.60,442
102,蔬菜類,蕃茄,34.51,30.30,26861,屏東市,24.50,824
102,蔬菜類,蕃茄,34.51,30.30,26861,台東市,20.60,356
102,蔬菜類,蕃茄,34.51,30.30,26861,花蓮市,28.60,691
102,蔬菜類,辣椒,56.82,57.80,4252,台北二,62.40,502
102,蔬菜類,辣椒,56.82,57.80,4252,台北一,66.00,1748
102,蔬菜類,辣椒,56.82,57.80,4252,三重區,34.10,155
102,蔬菜類,辣椒,56.82,57.80,4252,桃園縣 ,42.20,49
102,蔬菜類,辣椒,56.82,57.80,4252,台中市,42.50,208
102,蔬菜類,辣椒,56.82,57.80,4252,西螺鎮,63.20,691
102,蔬菜類,辣椒,56.82,57.80,4252,高雄市,63.10,217
102,蔬菜類,辣椒,56.82,57.80,4252,鳳山區,22.00,81
102,蔬菜類,辣椒,56.82,57.80,4252,屏東市,41.30,290
102,蔬菜類,辣椒,56.82,57.80,4252,台東市,25.20,91
102,蔬菜類,辣椒,56.82,57.80,4252,花蓮市,42.90,220
102,蔬菜類,甜椒,31.66,34.00,15388,台北二,34.10,1623
102,蔬菜類,甜椒,31.66,34.00,15388,台北一,41.40,5319
102,蔬菜類,甜椒,31.66,34.00,15388,三重區,22.10,629
102,蔬菜類,甜椒,31.66,34.00,15388,宜蘭市,31.30,167
102,蔬菜類,甜椒,31.66,34.00,15388,桃園縣 ,20.80,203
102,蔬菜類,甜椒,31.66,34.00,15388,台中市,26.80,848
102,蔬菜類,甜椒,31.66,34.00,15388,永靖鄉,0.00,0
102,蔬菜類,甜椒,31.66,34.00,15388,溪湖鎮,23.30,4
102,蔬菜類,甜椒,31.66,34.00,15388,南投市,23.30,55
102,蔬菜類,甜椒,31.66,34.00,15388,西螺鎮,30.50,3569
102,蔬菜類,甜椒,31.66,34.00,15388,高雄市,38.30,1059
102,蔬菜類,甜椒,31.66,34.00,15388,鳳山區,17.00,247
102,蔬菜類,甜椒,31.66,34.00,15388,屏東市,27.20,1253
102,蔬菜類,甜椒,31.66,34.00,15388,台東市,34.20,150
102,蔬菜類,甜椒,31.66,34.00,15388,花蓮市,29.70,263
102,蔬菜類,豌豆,66.20,62.80,4245,台北二,52.40,550
102,蔬菜類,豌豆,66.20,62.80,4245,台北一,64.50,1562
102,蔬菜類,豌豆,66.20,62.80,4245,三重區,39.90,162
102,蔬菜類,豌豆,66.20,62.80,4245,宜蘭市,43.70,27
102,蔬菜類,豌豆,66.20,62.80,4245,桃園縣 ,46.40,82
102,蔬菜類,豌豆,66.20,62.80,4245,台中市,43.60,155
102,蔬菜類,豌豆,66.20,62.80,4245,永靖鄉,60.50,0
102,蔬菜類,豌豆,66.20,62.80,4245,溪湖鎮,65.00,898
102,蔬菜類,豌豆,66.20,62.80,4245,南投市,82.10,3
102,蔬菜類,豌豆,66.20,62.80,4245,西螺鎮,93.40,267
102,蔬菜類,豌豆,66.20,62.80,4245,高雄市,86.40,245
102,蔬菜類,豌豆,66.20,62.80,4245,鳳山區,39.50,31
102,蔬菜類,豌豆,66.20,62.80,4245,屏東市,46.90,199
102,蔬菜類,豌豆,66.20,62.80,4245,台東市,55.50,54
102,蔬菜類,豌豆,66.20,62.80,4245,花蓮市,71.20,12
102,蔬菜類,菜豆,36.23,32.50,6258,台北二,32.30,542
102,蔬菜類,菜豆,36.23,32.50,6258,台北一,34.10,1649
102,蔬菜類,菜豆,36.23,32.50,6258,三重區,24.00,272
102,蔬菜類,菜豆,36.23,32.50,6258,宜蘭市,22.30,27
102,蔬菜類,菜豆,36.23,32.50,6258,桃園縣 ,26.50,104
102,蔬菜類,菜豆,36.23,32.50,6258,台中市,26.90,211
102,蔬菜類,菜豆,36.23,32.50,6258,永靖鄉,27.40,642
102,蔬菜類,菜豆,36.23,32.50,6258,溪湖鎮,40.80,198
102,蔬菜類,菜豆,36.23,32.50,6258,南投市,32.60,21
102,蔬菜類,菜豆,36.23,32.50,6258,西螺鎮,34.00,1789
102,蔬菜類,菜豆,36.23,32.50,6258,高雄市,51.80,190
102,蔬菜類,菜豆,36.23,32.50,6258,鳳山區,25.90,62
102,蔬菜類,菜豆,36.23,32.50,6258,屏東市,28.60,357
102,蔬菜類,菜豆,36.23,32.50,6258,台東市,28.30,90
102,蔬菜類,菜豆,36.23,32.50,6258,花蓮市,24.70,104
102,蔬菜類,毛豆,14.05,76.10,477,台北二,73.40,47
102,蔬菜類,毛豆,14.05,76.10,477,台北一,83.40,294
102,蔬菜類,毛豆,14.05,76.10,477,三重區,21.90,28
102,蔬菜類,毛豆,14.05,76.10,477,桃園縣 ,22.90,3
102,蔬菜類,毛豆,14.05,76.10,477,台中市,27.20,20
102,蔬菜類,毛豆,14.05,76.10,477,高雄市,86.00,82
102,蔬菜類,毛豆,14.05,76.10,477,鳳山區,18.30,4
102,蔬菜類,毛豆,14.05,76.10,477,屏東市,21.20,0
102,果品類,香蕉,25.67,29.60,27614,台北二,34.20,3279
102,果品類,香蕉,25.67,29.60,27614,台北一,31.30,5930
102,果品類,香蕉,25.67,29.60,27614,三重區,27.30,5204
102,果品類,香蕉,25.67,29.60,27614,宜蘭市,26.00,389
102,果品類,香蕉,25.67,29.60,27614,桃園縣,15.20,7
102,果品類,香蕉,25.67,29.60,27614,台中市,29.00,8354
102,果品類,香蕉,25.67,29.60,27614,東勢鎮,26.00,1
102,果品類,香蕉,25.67,29.60,27614,嘉義市,29.70,381
102,果品類,香蕉,25.67,29.60,27614,高雄市,30.30,950
102,果品類,香蕉,25.67,29.60,27614,鳳山區,27.70,3016
102,果品類,香蕉,25.67,29.60,27614,台東市,28.60,103
102,果品類,?梨,15.90,20.80,50928,台北二,25.00,4694
102,果品類,?梨,15.90,20.80,50928,台北一,24.40,9390
102,果品類,?梨,15.90,20.80,50928,三重區,19.90,12486
102,果品類,?梨,15.90,20.80,50928,宜蘭市,21.20,713
102,果品類,?梨,15.90,20.80,50928,桃園縣,12.80,107
102,果品類,?梨,15.90,20.80,50928,台中市,19.20,16182
102,果品類,?梨,15.90,20.80,50928,嘉義市,16.50,1216
102,果品類,?梨,15.90,20.80,50928,高雄市,19.80,1984
102,果品類,?梨,15.90,20.80,50928,鳳山區,19.00,3998
102,果品類,?梨,15.90,20.80,50928,台東市,20.30,158
102,果品類,柳橙,19.49,21.20,21079,台北二,23.10,2300
102,果品類,柳橙,19.49,21.20,21079,台北一,24.80,5328
102,果品類,柳橙,19.49,21.20,21079,三重區,20.20,4718
102,果品類,柳橙,19.49,21.20,21079,宜蘭市,18.90,244
102,果品類,柳橙,19.49,21.20,21079,桃園縣,17.60,7
102,果品類,柳橙,19.49,21.20,21079,台中市,19.30,5409
102,果品類,柳橙,19.49,21.20,21079,嘉義市,21.80,265
102,果品類,柳橙,19.49,21.20,21079,高雄市,19.20,784
102,果品類,柳橙,19.49,21.20,21079,鳳山區,17.80,1955
102,果品類,柳橙,19.49,21.20,21079,台東市,18.70,70
102,果品類,椪柑,35.13,26.10,23263,台北二,30.20,2306
102,果品類,椪柑,35.13,26.10,23263,台北一,27.40,4462
102,果品類,椪柑,35.13,26.10,23263,三重區,22.90,6249
102,果品類,椪柑,35.13,26.10,23263,宜蘭市,27.00,244
102,果品類,椪柑,35.13,26.10,23263,桃園縣,21.20,11
102,果品類,椪柑,35.13,26.10,23263,台中市,27.00,6048
102,果品類,椪柑,35.13,26.10,23263,東勢鎮,32.50,879
102,果品類,椪柑,35.13,26.10,23263,嘉義市,33.60,359
102,果品類,椪柑,35.13,26.10,23263,高雄市,22.70,1513
102,果品類,椪柑,35.13,26.10,23263,鳳山區,21.90,1135
102,果品類,椪柑,35.13,26.10,23263,台東市,24.10,57
102,果品類,桶柑,31.97,24.40,11759,台北二,25.10,1759
102,果品類,桶柑,31.97,24.40,11759,台北一,28.50,2520
102,果品類,桶柑,31.97,24.40,11759,三重區,18.80,4759
102,果品類,桶柑,31.97,24.40,11759,宜蘭市,0.00,0
102,果品類,桶柑,31.97,24.40,11759,桃園縣,11.40,1
102,果品類,桶柑,31.97,24.40,11759,台中市,34.40,1307
102,果品類,桶柑,31.97,24.40,11759,東勢鎮,34.80,437
102,果品類,桶柑,31.97,24.40,11759,嘉義市,29.50,91
102,果品類,桶柑,31.97,24.40,11759,高雄市,23.20,450
102,果品類,桶柑,31.97,24.40,11759,鳳山區,19.80,433
102,果品類,桶柑,31.97,24.40,11759,台東市,0.00,0
102,果品類,檸檬,40.92,37.10,6153,台北二,39.30,545
102,果品類,檸檬,40.92,37.10,6153,台北一,38.90,1650
102,果品類,檸檬,40.92,37.10,6153,三重區,32.40,1126
102,果品類,檸檬,40.92,37.10,6153,宜蘭市,26.50,31
102,果品類,檸檬,40.92,37.10,6153,桃園縣,26.40,23
102,果品類,檸檬,40.92,37.10,6153,台中市,37.40,1604
102,果品類,檸檬,40.92,37.10,6153,東勢鎮,35.00,34
102,果品類,檸檬,40.92,37.10,6153,嘉義市,40.10,192
102,果品類,檸檬,40.92,37.10,6153,高雄市,42.90,261
102,果品類,檸檬,40.92,37.10,6153,鳳山區,35.20,616
102,果品類,檸檬,40.92,37.10,6153,台東市,42.30,70
102,果品類,葡萄柚,15.65,22.10,4300,台北二,20.10,480
102,果品類,葡萄柚,15.65,22.10,4300,台北一,20.40,952
102,果品類,葡萄柚,15.65,22.10,4300,三重區,17.70,910
102,果品類,葡萄柚,15.65,22.10,4300,宜蘭市,0.00,0
102,果品類,葡萄柚,15.65,22.10,4300,桃園縣,22.00,0
102,果品類,葡萄柚,15.65,22.10,4300,台中市,34.60,860
102,果品類,葡萄柚,15.65,22.10,4300,東勢鎮,0.00,0
102,果品類,葡萄柚,15.65,22.10,4300,嘉義市,16.90,229
