year,type,category,plant_pic,total_avg_pic,total_yield,market,avg_pic,yield
103,果品類,香蕉,25.97,31.50,28624,宜蘭市,31.20,498
103,果品類,香蕉,25.97,31.50,28624,桃園縣,13.40,1
103,果品類,香蕉,25.97,31.50,28624,台中市,30.90,8397
103,果品類,香蕉,25.97,31.50,28624,東勢鎮,30.80,1
103,果品類,香蕉,25.97,31.50,28624,嘉義市,33.30,409
103,果品類,香蕉,25.97,31.50,28624,高雄市,33.20,980
103,果品類,香蕉,25.97,31.50,28624,鳳山區,29.70,2405
103,果品類,香蕉,25.97,31.50,28624,台東市,31.70,154
103,果品類,?梨,17.53,22.10,49998,台北二,27.10,4402
103,果品類,?梨,17.53,22.10,49998,台北一,26.60,9953
103,果品類,?梨,17.53,22.10,49998,三重區,21.30,11445
103,果品類,?梨,17.53,22.10,49998,宜蘭市,21.50,1708
103,果品類,?梨,17.53,22.10,49998,桃園縣,13.30,78
103,果品類,?梨,17.53,22.10,49998,台中市,19.80,16313
103,果品類,?梨,17.53,22.10,49998,嘉義市,16.50,1004
103,果品類,?梨,17.53,22.10,49998,高雄市,21.80,1863
103,果品類,?梨,17.53,22.10,49998,鳳山區,18.50,3032
103,果品類,?梨,17.53,22.10,49998,台東市,20.10,200
103,果品類,柳橙,19.56,21.10,21772,台北二,23.80,2354
103,果品類,柳橙,19.56,21.10,21772,台北一,24.20,5336
103,果品類,柳橙,19.56,21.10,21772,三重區,20.30,4942
103,果品類,柳橙,19.56,21.10,21772,宜蘭市,19.60,666
103,果品類,柳橙,19.56,21.10,21772,桃園縣,0.00,0
103,果品類,柳橙,19.56,21.10,21772,台中市,19.90,5288
103,果品類,柳橙,19.56,21.10,21772,嘉義市,20.80,199
103,果品類,柳橙,19.56,21.10,21772,高雄市,19.00,821
103,果品類,柳橙,19.56,21.10,21772,鳳山區,16.30,2075
103,果品類,柳橙,19.56,21.10,21772,台東市,18.10,91
103,果品類,椪柑,34.31,25.00,24578,台北二,30.10,2249
103,果品類,椪柑,34.31,25.00,24578,台北一,27.40,4639
103,果品類,椪柑,34.31,25.00,24578,三重區,21.10,6365
103,果品類,椪柑,34.31,25.00,24578,宜蘭市,28.10,495
103,果品類,椪柑,34.31,25.00,24578,桃園縣,17.40,3
103,果品類,椪柑,34.31,25.00,24578,台中市,25.90,6293
103,果品類,椪柑,34.31,25.00,24578,東勢鎮,29.90,647
103,果品類,椪柑,34.31,25.00,24578,嘉義市,31.40,321
103,果品類,椪柑,34.31,25.00,24578,高雄市,26.90,1546
103,果品類,椪柑,34.31,25.00,24578,鳳山區,17.80,1966
103,果品類,椪柑,34.31,25.00,24578,台東市,25.10,56
103,果品類,桶柑,44.96,34.70,9097,台北二,39.00,1177
103,果品類,桶柑,44.96,34.70,9097,台北一,40.00,1724
103,果品類,桶柑,44.96,34.70,9097,三重區,30.10,3612
103,果品類,桶柑,44.96,34.70,9097,宜蘭市,34.50,377
103,果品類,桶柑,44.96,34.70,9097,桃園縣,49.40,1
103,果品類,桶柑,44.96,34.70,9097,台中市,38.90,1079
103,果品類,桶柑,44.96,34.70,9097,東勢鎮,41.40,374
103,果品類,桶柑,44.96,34.70,9097,嘉義市,35.90,70
103,果品類,桶柑,44.96,34.70,9097,高雄市,30.30,335
103,果品類,桶柑,44.96,34.70,9097,鳳山區,26.20,338
103,果品類,桶柑,44.96,34.70,9097,台東市,27.20,11
103,果品類,檸檬,48.19,43.40,6711,台北二,47.00,671
103,果品類,檸檬,48.19,43.40,6711,台北一,46.60,1703
103,果品類,檸檬,48.19,43.40,6711,三重區,37.10,1250
103,果品類,檸檬,48.19,43.40,6711,宜蘭市,35.90,328
103,果品類,檸檬,48.19,43.40,6711,桃園縣,26.20,15
103,果品類,檸檬,48.19,43.40,6711,台中市,45.00,1571
103,果品類,檸檬,48.19,43.40,6711,東勢鎮,34.50,19
103,果品類,檸檬,48.19,43.40,6711,嘉義市,46.30,205
103,果品類,檸檬,48.19,43.40,6711,高雄市,47.70,262
103,果品類,檸檬,48.19,43.40,6711,鳳山區,40.80,647
103,果品類,檸檬,48.19,43.40,6711,台東市,44.00,42
103,果品類,葡萄柚,17.70,24.00,3774,台北二,24.60,426
103,果品類,葡萄柚,17.70,24.00,3774,台北一,23.70,886
103,果品類,葡萄柚,17.70,24.00,3774,三重區,20.20,710
103,果品類,葡萄柚,17.70,24.00,3774,宜蘭市,17.50,64
103,果品類,葡萄柚,17.70,24.00,3774,桃園縣,25.00,0
103,果品類,葡萄柚,17.70,24.00,3774,台中市,31.70,820
103,果品類,葡萄柚,17.70,24.00,3774,東勢鎮,16.60,0
103,果品類,葡萄柚,17.70,24.00,3774,嘉義市,20.10,189
103,果品類,葡萄柚,17.70,24.00,3774,高雄市,21.20,547
103,果品類,葡萄柚,17.70,24.00,3774,鳳山區,16.80,132
103,果品類,葡萄,74.61,58.00,11056,台北二,55.40,860
103,果品類,葡萄,74.61,58.00,11056,台北一,67.50,2021
103,果品類,葡萄,74.61,58.00,11056,三重區,48.30,2814
103,果品類,葡萄,74.61,58.00,11056,宜蘭市,65.10,459
103,果品類,葡萄,74.61,58.00,11056,桃園縣,28.70,24
103,果品類,葡萄,74.61,58.00,11056,台中市,58.60,3498
103,果品類,葡萄,74.61,58.00,11056,東勢鎮,41.70,2
103,果品類,葡萄,74.61,58.00,11056,嘉義市,66.30,271
103,果品類,葡萄,74.61,58.00,11056,高雄市,58.00,567
103,果品類,葡萄,74.61,58.00,11056,鳳山區,64.30,459
103,果品類,葡萄,74.61,58.00,11056,台東市,64.70,79
103,果品類,木瓜,31.36,27.80,39241,台北二,31.00,5113
103,果品類,木瓜,31.36,27.80,39241,台北一,29.60,9789
103,果品類,木瓜,31.36,27.80,39241,三重區,28.70,9000
103,果品類,木瓜,31.36,27.80,39241,宜蘭市,25.40,2334
103,果品類,木瓜,31.36,27.80,39241,桃園縣,13.70,36
103,果品類,木瓜,31.36,27.80,39241,台中市,29.40,8049
103,果品類,木瓜,31.36,27.80,39241,嘉義市,30.30,811
103,果品類,木瓜,31.36,27.80,39241,高雄市,31.10,1409
103,果品類,木瓜,31.36,27.80,39241,鳳山區,29.10,1432
103,果品類,木瓜,31.36,27.80,39241,台東市,31.30,132
103,果品類,桃子,60.44,97.40,7010,台北二,107.90,675
103,果品類,桃子,60.44,97.40,7010,台北一,106.00,1257
103,果品類,桃子,60.44,97.40,7010,三重區,118.10,1779
103,果品類,桃子,60.44,97.40,7010,宜蘭市,44.70,114
103,果品類,桃子,60.44,97.40,7010,桃園縣,17.90,1
103,果品類,桃子,60.44,97.40,7010,台中市,85.70,1706
103,果品類,桃子,60.44,97.40,7010,東勢鎮,51.50,774
103,果品類,桃子,60.44,97.40,7010,嘉義市,108.90,178
103,果品類,桃子,60.44,97.40,7010,高雄市,107.00,524
103,果品類,桃子,60.44,97.40,7010,鳳山區,27.10,2
103,果品類,桃子,60.44,97.40,7010,台東市,0.00,0
103,果品類,楊桃,34.31,24.20,2397,台北二,33.60,292
103,果品類,楊桃,34.31,24.20,2397,台北一,25.60,502
103,果品類,楊桃,34.31,24.20,2397,三重區,16.40,803
103,果品類,楊桃,34.31,24.20,2397,宜蘭市,0.00,0
103,果品類,楊桃,34.31,24.20,2397,台中市,28.40,629
103,果品類,楊桃,34.31,24.20,2397,東勢鎮,0.00,0
103,果品類,楊桃,34.31,24.20,2397,嘉義市,24.70,79
103,果品類,楊桃,34.31,24.20,2397,高雄市,25.50,92
103,果品類,楊桃,34.31,24.20,2397,鳳山區,0.00,0
103,果品類,梨,55.46,47.20,34958,台北二,47.20,2798
103,果品類,梨,55.46,47.20,34958,台北一,45.00,5092
103,果品類,梨,55.46,47.20,34958,三重區,41.30,7277
103,果品類,梨,55.46,47.20,34958,宜蘭市,43.40,362
103,果品類,梨,55.46,47.20,34958,桃園縣,30.50,7
103,果品類,梨,55.46,47.20,34958,台中市,48.70,6755
103,果品類,梨,55.46,47.20,34958,東勢鎮,49.50,8947
103,果品類,梨,55.46,47.20,34958,嘉義市,72.40,812
103,果品類,梨,55.46,47.20,34958,高雄市,53.40,2103
103,果品類,梨,55.46,47.20,34958,鳳山區,37.30,758
103,果品類,梨,55.46,47.20,34958,台東市,45.90,45
103,果品類,蓮霧,64.89,47.70,20126,台北二,64.10,2199
103,果品類,蓮霧,64.89,47.70,20126,台北一,57.40,4064
103,果品類,蓮霧,64.89,47.70,20126,三重區,40.40,5898
103,果品類,蓮霧,64.89,47.70,20126,宜蘭市,53.20,1233
103,果品類,蓮霧,64.89,47.70,20126,桃園縣,33.20,0
103,果品類,蓮霧,64.89,47.70,20126,台中市,42.40,4930
103,果品類,蓮霧,64.89,47.70,20126,東勢鎮,0.00,0
103,果品類,蓮霧,64.89,47.70,20126,嘉義市,51.60,357
103,果品類,蓮霧,64.89,47.70,20126,高雄市,42.90,746
103,果品類,蓮霧,64.89,47.70,20126,鳳山區,31.90,667
103,果品類,蓮霧,64.89,47.70,20126,台東市,36.80,32
103,果品類,芒果,54.68,41.00,26242,台北二,49.10,2961
103,果品類,芒果,54.68,41.00,26242,台北一,48.20,5122
103,果品類,芒果,54.68,41.00,26242,三重區,38.30,7035
103,果品類,芒果,54.68,41.00,26242,宜蘭市,40.00,1445
103,果品類,芒果,54.68,41.00,26242,桃園縣,20.50,3
103,果品類,芒果,54.68,41.00,26242,台中市,37.70,6732
103,果品類,芒果,54.68,41.00,26242,嘉義市,41.40,677
103,果品類,芒果,54.68,41.00,26242,高雄市,38.00,958
103,果品類,芒果,54.68,41.00,26242,鳳山區,27.80,1214
103,果品類,芒果,54.68,41.00,26242,台東市,38.30,95
103,果品類,番石榴,27.75,29.10,51869,台北二,32.80,7201
103,果品類,番石榴,27.75,29.10,51869,台北一,34.00,13601
103,果品類,番石榴,27.75,29.10,51869,三重區,26.70,15815
103,果品類,番石榴,27.75,29.10,51869,宜蘭市,24.40,1795
103,果品類,番石榴,27.75,29.10,51869,桃園縣,20.10,45
103,果品類,番石榴,27.75,29.10,51869,台中市,26.70,10398
103,果品類,番石榴,27.75,29.10,51869,東勢鎮,28.10,1
103,果品類,番石榴,27.75,29.10,51869,嘉義市,23.50,511
103,果品類,番石榴,27.75,29.10,51869,高雄市,25.00,496
103,果品類,番石榴,27.75,29.10,51869,鳳山區,19.50,1845
103,果品類,番石榴,27.75,29.10,51869,台東市,25.20,161
103,果品類,西瓜,15.68,12.40,89752,台北二,13.70,5613
103,果品類,西瓜,15.68,12.40,89752,台北一,11.40,18029
103,果品類,西瓜,15.68,12.40,89752,三重區,11.20,21078
103,果品類,西瓜,15.68,12.40,89752,宜蘭市,12.40,1249
103,果品類,西瓜,15.68,12.40,89752,桃園縣,9.40,35
103,果品類,西瓜,15.68,12.40,89752,台中市,13.30,18355
103,果品類,西瓜,15.68,12.40,89752,嘉義市,12.50,8101
103,果品類,西瓜,15.68,12.40,89752,高雄市,14.30,6216
103,果品類,西瓜,15.68,12.40,89752,鳳山區,13.00,10826
103,果品類,西瓜,15.68,12.40,89752,台東市,13.50,251
103,果品類,梅,36.28,36.30,1431,台北二,37.60,144
103,果品類,梅,36.28,36.30,1431,台北一,40.00,166
103,果品類,梅,36.28,36.30,1431,三重區,32.30,215
103,果品類,梅,36.28,36.30,1431,宜蘭市,36.20,92
103,果品類,梅,36.28,36.30,1431,桃園縣,26.60,1
103,果品類,梅,36.28,36.30,1431,台中市,42.00,359
103,果品類,梅,36.28,36.30,1431,東勢鎮,44.80,93
103,果品類,梅,36.28,36.30,1431,嘉義市,35.70,50
103,果品類,梅,36.28,36.30,1431,高雄市,30.00,81
103,果品類,梅,36.28,36.30,1431,鳳山區,26.80,230
103,果品類,荔枝,49.76,37.40,8971,台北二,47.50,694
103,果品類,荔枝,49.76,37.40,8971,台北一,48.70,1508
103,果品類,荔枝,49.76,37.40,8971,三重區,31.80,3026
103,果品類,荔枝,49.76,37.40,8971,宜蘭市,36.40,115
103,果品類,荔枝,49.76,37.40,8971,桃園縣,25.70,2
103,果品類,荔枝,49.76,37.40,8971,台中市,37.90,2625
103,果品類,荔枝,49.76,37.40,8971,嘉義市,23.40,279
103,果品類,荔枝,49.76,37.40,8971,高雄市,35.20,391
103,果品類,荔枝,49.76,37.40,8971,鳳山區,25.70,314
103,果品類,荔枝,49.76,37.40,8971,台東市,32.30,19
103,果品類,龍眼,33.87,27.70,6505,台北二,33.80,613
103,果品類,龍眼,33.87,27.70,6505,台北一,32.80,1346
103,果品類,龍眼,33.87,27.70,6505,三重區,24.80,2186
103,果品類,龍眼,33.87,27.70,6505,宜蘭市,28.90,118
103,果品類,龍眼,33.87,27.70,6505,桃園縣,17.20,0
103,果品類,龍眼,33.87,27.70,6505,台中市,25.80,1512
103,果品類,龍眼,33.87,27.70,6505,東勢區,13.30,0
103,果品類,龍眼,33.87,27.70,6505,嘉義市,20.30,105
103,果品類,龍眼,33.87,27.70,6505,高雄市,28.30,332
103,果品類,龍眼,33.87,27.70,6505,鳳山區,23.10,294
103,果品類,龍眼,33.87,27.70,6505,台東市,0.00,0
103,果品類,李,38.34,47.80,2719,台北二,53.20,240
103,果品類,李,38.34,47.80,2719,台北一,48.30,562
103,果品類,李,38.34,47.80,2719,三重區,43.80,659
103,果品類,李,38.34,47.80,2719,宜蘭市,23.70,74
103,果品類,李,38.34,47.80,2719,桃園縣,20.30,1
103,果品類,李,38.34,47.80,2719,台中市,54.70,668
103,果品類,李,38.34,47.80,2719,東勢鎮,37.10,123
103,果品類,李,38.34,47.80,2719,嘉義市,48.70,43
103,果品類,李,38.34,47.80,2719,高雄市,60.20,173
103,果品類,李,38.34,47.80,2719,鳳山區,32.70,176
103,果品類,棗子,55.09,48.80,11310,台北二,61.70,1152
103,果品類,棗子,55.09,48.80,11310,台北一,58.20,2737
103,果品類,棗子,55.09,48.80,11310,三重區,40.30,2698
103,果品類,棗子,55.09,48.80,11310,宜蘭市,53.90,669
103,果品類,棗子,55.09,48.80,11310,桃園縣,25.40,4
103,果品類,棗子,55.09,48.80,11310,台中市,45.20,3191
103,果品類,棗子,55.09,48.80,11310,嘉義市,44.70,168
103,果品類,棗子,55.09,48.80,11310,高雄市,45.00,283
103,果品類,棗子,55.09,48.80,11310,鳳山區,30.90,385
103,果品類,棗子,55.09,48.80,11310,台東市,38.30,22
103,果品類,柿子,56.58,54.10,12424,台北二,50.10,1299
103,果品類,柿子,56.58,54.10,12424,台北一,54.60,1939
103,果品類,柿子,56.58,54.10,12424,三重區,39.30,2956
103,果品類,柿子,56.58,54.10,12424,宜蘭市,54.90,196
103,果品類,柿子,56.58,54.10,12424,桃園縣,60.10,0
103,果品類,柿子,56.58,54.10,12424,台中市,57.30,1907
103,果品類,柿子,56.58,54.10,12424,東勢鎮,76.30,2583
103,果品類,柿子,56.58,54.10,12424,嘉義市,47.20,396
103,果品類,柿子,56.58,54.10,12424,高雄市,48.30,635
103,果品類,柿子,56.58,54.10,12424,鳳山區,35.90,475
103,果品類,柿子,56.58,54.10,12424,台東市,36.10,37
103,花卉類,菊花,5.76,55.50,12025,台北市場,61.30,3554
103,花卉類,菊花,5.76,55.50,12025,台中市場,49.20,954
103,花卉類,菊花,5.76,55.50,12025,彰化市場,52.30,3072
103,花卉類,菊花,5.76,55.50,12025,台南市場,52.60,2295
103,花卉類,菊花,5.76,55.50,12025,高雄市場,56.20,2150
103,花卉類,玫瑰,5.96,97.10,2964,台北市場,106.40,1383
103,花卉類,玫瑰,5.96,97.10,2964,台中市場,98.20,356
103,花卉類,玫瑰,5.96,97.10,2964,彰化市場,86.20,420
103,花卉類,玫瑰,5.96,97.10,2964,台南市場,82.10,358
103,花卉類,玫瑰,5.96,97.10,2964,高雄市場,89.50,448
103,花卉類,火鶴,11.15,10.60,10416,台北市場,10.60,4004
103,花卉類,火鶴,11.15,10.60,10416,台中市場,9.50,1502
103,花卉類,火鶴,11.15,10.60,10416,彰化市場,11.80,1734
103,花卉類,火鶴,11.15,10.60,10416,台南市場,10.00,2012
103,花卉類,火鶴,11.15,10.60,10416,高雄市場,11.60,1164
103,花卉類,唐昌蒲,5.16,99.20,1349,台北市場,116.70,404
103,花卉類,唐昌蒲,5.16,99.20,1349,台中市場,79.80,84
103,花卉類,唐昌蒲,5.16,99.20,1349,彰化市場,90.70,273
103,花卉類,唐昌蒲,5.16,99.20,1349,台南市場,91.80,306
103,花卉類,唐昌蒲,5.16,99.20,1349,高雄市場,96.20,283
103,花卉類,百合,29.21,134.50,10901,台北市場,137.60,4640
103,花卉類,百合,29.21,134.50,10901,台中市場,129.60,964
103,花卉類,百合,29.21,134.50,10901,彰化市場,132.00,1730
103,花卉類,百合,29.21,134.50,10901,台南市場,130.20,1857
103,花卉類,百合,29.21,134.50,10901,高雄市場,136.20,1710
103,花卉類,康乃馨,3.68,41.60,2024,台北市場,44.60,864
103,花卉類,康乃馨,3.68,41.60,2024,台中市場,39.70,223
103,花卉類,康乃馨,3.68,41.60,2024,彰化市場,38.70,292
103,花卉類,康乃馨,3.68,41.60,2024,台南市場,38.80,336
103,花卉類,康乃馨,3.68,41.60,2024,高雄市場,40.20,307
103,花卉類,文心蘭,6.84,58.40,989,台北市場,60.40,429
103,花卉類,文心蘭,6.84,58.40,989,台中市場,50.40,83
103,花卉類,文心蘭,6.84,58.40,989,彰化市場,62.20,205
103,花卉類,文心蘭,6.84,58.40,989,台南市場,54.50,145
103,花卉類,文心蘭,6.84,58.40,989,高雄市場,54.90,126
103,稻米及雜糧作物,落花生,65.02,47.90,511,台北二,57.20,75
103,稻米及雜糧作物,落花生,65.02,47.90,511,台北一,54.40,267
103,稻米及雜糧作物,落花生,65.02,47.90,511,三重市,36.80,41
103,稻米及雜糧作物,落花生,65.02,47.90,511,桃園縣,40.90,21
103,稻米及雜糧作物,落花生,65.02,47.90,511,台中市,37.30,37
103,稻米及雜糧作物,落花生,65.02,47.90,511,高雄市,42.60,31
103,稻米及雜糧作物,落花生,65.02,47.90,511,鳳山市,7.10,11
103,稻米及雜糧作物,落花生,65.02,47.90,511,屏東市,11.40,24
103,稻米及雜糧作物,落花生,65.02,47.90,511,花蓮市,58.40,5
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,台北二,20.60,1995
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,台北一,20.20,5283
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,三重市,14.10,877
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,宜蘭市,17.40,337
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,桃園縣,15.20,245
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,台中市,16.10,667
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,西螺鎮,22.50,4768
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,高雄市,22.40,1498
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,鳳山市,14.50,411
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,屏東市,17.60,700
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,台東市,19.60,155
103,稻米及雜糧作物,甘藷,21.68,20.10,17255,花蓮市,13.70,318

