CROP_UID,CNAME,ALIAS_CNAME,SRC_SYS_ID,SRC_NAME,SRC_ID,SRC_CNAME
01003118004000000,景觀小油菊,,PQR,溯源農糧產品追溯系統,004005005,小油菊
01003118004000000,景觀小油菊,,FFR,全國糧政跨區即時申辦服務作業平台,528,小油菊
01003118003000000,景觀萬壽菊,,PQR,溯源農糧產品追溯系統,004005019,萬壽菊
01003118003000000,景觀萬壽菊,,MAM,農產品批發市場交易行情站,FW210,孔雀混色
01003118003000000,景觀萬壽菊,,MAM,農產品批發市場交易行情站,FW200,孔雀草
01003118003000000,景觀萬壽菊,,FFR,全國糧政跨區即時申辦服務作業平台,531,萬壽菊
01003118002000000,景觀波斯菊,,MAM,農產品批發市場交易行情站,FH301,波斯菊
01003118002000000,景觀波斯菊,,FFR,全國糧政跨區即時申辦服務作業平台,994,景觀波斯菊
01003118001000000,景觀向日葵,,PQR,溯源農糧產品追溯系統,007001006,景觀向日葵
01003118001000000,景觀向日葵,,FFR,全國糧政跨區即時申辦服務作業平台,993,景觀向日葵(綠肥)
01003118001000000,景觀向日葵,,FFR,全國糧政跨區即時申辦服務作業平台,544,景觀向日葵
01003118001000000,景觀向日葵,,FFR,全國糧政跨區即時申辦服務作業平台,524,景觀向日葵(地特)
01003000999000000,其他景觀作物,,PSC,農糧產品產銷供應鏈整合服務平台,07,草皮類
01003000999000000,其他景觀作物,,PSC,農糧產品產銷供應鏈整合服務平台,07,綠肥作物
01003000999000000,其他景觀作物,,PQR,溯源農糧產品追溯系統,004007999,草皮類未分類
01003000999000000,其他景觀作物,,PQR,溯源農糧產品追溯系統,004007003,百慕達草
01003000999000000,其他景觀作物,,PQR,溯源農糧產品追溯系統,004007002,假檢草
01003000999000000,其他景觀作物,,PQR,溯源農糧產品追溯系統,004007001,朝鮮草
01003000999000000,其他景觀作物,,PQR,溯源農糧產品追溯系統,004005998,其他景觀作物
01003000999000000,其他景觀作物,,PQR,溯源農糧產品追溯系統,004005018,草花
01003000999000000,其他景觀作物,,PMG,農業產銷班組織體系資料服務系統,273,庭園用草皮          
01003000999000000,其他景觀作物,,PMG,農業產銷班組織體系資料服務系統,272,庭園花木            
01003000999000000,其他景觀作物,,PFB,農產業天然災害現金救助系統,947,草皮
01003000999000000,其他景觀作物,,FFR,全國糧政跨區即時申辦服務作業平台,9AJ,玉龍草
01003000999000000,其他景觀作物,,FFR,全國糧政跨區即時申辦服務作業平台,530,其他景觀作物
01003000999000000,其他景觀作物,,FFR,全國糧政跨區即時申辦服務作業平台,523,景觀作物
01003000999000000,其他景觀作物,,FFR,全國糧政跨區即時申辦服務作業平台,4AE,地毯草
01003000999000000,其他景觀作物,,FFR,全國糧政跨區即時申辦服務作業平台,256,臺北草
01003000999000000,其他景觀作物,,FFR,全國糧政跨區即時申辦服務作業平台,255,假儉草
01003000999000000,其他景觀作物,,FFR,全國糧政跨區即時申辦服務作業平台,254,百慕達草
01003000999000000,其他景觀作物,,FFR,全國糧政跨區即時申辦服務作業平台,253,朝鮮草
01003000000000000,景觀類,,PMG,農業產銷班組織體系資料服務系統,257,草花                
01003000000000000,景觀類,,FFR,全國糧政跨區即時申辦服務作業平台,532,景觀(地區特產)
01002044012000000,魯冰,,PQR,溯源農糧產品追溯系統,007001013,魯冰
01002044012000000,魯冰,,PAR,農糧情調查作業資訊系統,138,魯冰
01002044012000000,魯冰,,FFR,全國糧政跨區即時申辦服務作業平台,505,羽扇豆(魯冰)
01002044011000000,青皮豆,,PQR,溯源農糧產品追溯系統,007001012,青皮豆
01002044011000000,青皮豆,,PAR,農糧情調查作業資訊系統,146,青皮豆
01002044011000000,青皮豆,,FFR,全國糧政跨區即時申辦服務作業平台,513,青皮豆
01002044010000000,鐵虎豆,,PQR,溯源農糧產品追溯系統,007001011,鐵虎豆
01002044010000000,鐵虎豆,,PAR,農糧情調查作業資訊系統,143,鐵虎豆
01002044010000000,鐵虎豆,,FFR,全國糧政跨區即時申辦服務作業平台,510,鐵虎豆
01002044009000000,苕子,,PQR,溯源農糧產品追溯系統,007001010,苕子
01002044009000000,苕子,,FFR,全國糧政跨區即時申辦服務作業平台,519,苕子
01002044008000000,紫雲英,,PQR,溯源農糧產品追溯系統,007001009,紫雲英
01002044008000000,紫雲英,,PAR,農糧情調查作業資訊系統,139,紫雲英
01002044008000000,紫雲英,,FFR,全國糧政跨區即時申辦服務作業平台,506,紫雲英
01002044007000000,田菁,,PQR,溯源農糧產品追溯系統,007001008,田菁
01002044007000000,田菁,,PAR,農糧情調查作業資訊系統,135,田菁
01002044007000000,田菁,,FFR,全國糧政跨區即時申辦服務作業平台,502,田菁
01002044006000000,爬地蘭,,PQR,溯源農糧產品追溯系統,007001007,爬地蘭
01002044006000000,爬地蘭,,PAR,農糧情調查作業資訊系統,144,爬地蘭
01002044006000000,爬地蘭,,FFR,全國糧政跨區即時申辦服務作業平台,511,爬地蘭
01002044005000000,富貴豆,,FFR,全國糧政跨區即時申辦服務作業平台,507,富貴豆(虎爪豆)
01002044004000000,太陽麻,,PQR,溯源農糧產品追溯系統,007001004,太陽麻
01002044004000000,太陽麻,,PAR,農糧情調查作業資訊系統,141,太陽麻
01002044004000000,太陽麻,,FFR,全國糧政跨區即時申辦服務作業平台,508,太陽麻
01002044003000000,大豆類,,PQR,溯源農糧產品追溯系統,007001003,大豆類
01002044003000000,大豆類,,FFR,全國糧政跨區即時申辦服務作業平台,503,大豆(綠肥)
01002044001000000,埃及三葉草,,PQR,溯源農糧產品追溯系統,007001001,埃及三葉草
01002044001000000,埃及三葉草,,PAR,農糧情調查作業資訊系統,145,埃及三葉草
01002044001000000,埃及三葉草,,FFR,全國糧政跨區即時申辦服務作業平台,512,埃及三葉草
01002002002000000,大菜,,PQR,溯源農糧產品追溯系統,007001002,大菜
01002002002000000,大菜,,PAR,農糧情調查作業資訊系統,134,大菜
01002002002000000,大菜,,FFR,全國糧政跨區即時申辦服務作業平台,501,大菜
01002000999000000,其他綠肥作物,,PQR,溯源農糧產品追溯系統,007001998,其他綠肥
01002000999000000,其他綠肥作物,,PAR,農糧情調查作業資訊系統,136,大豆(綠肥)
01002000999000000,其他綠肥作物,,FFR,全國糧政跨區即時申辦服務作業平台,587,再生綠肥
01002000999000000,其他綠肥作物,,FFR,全國糧政跨區即時申辦服務作業平台,520,其他綠肥
01002000999000000,其他綠肥作物,,FFR,全國糧政跨區即時申辦服務作業平台,504,豌豆(綠肥)
01002000000000000,綠肥類,,PSC,農糧產品產銷供應鏈整合服務平台,01,綠肥作物
01002000000000000,綠肥類,,PQR,溯源農糧產品追溯系統,007001999,綠肥未分類
01002000000000000,綠肥類,,PMG,農業產銷班組織體系資料服務系統,354,綠肥作物            
01002000000000000,綠肥類,,FFR,全國糧政跨區即時申辦服務作業平台,550,綠肥(台東特殊期)
01002000000000000,綠肥類,,FFR,全國糧政跨區即時申辦服務作業平台,500,綠肥
01001044004000000,苜蓿草,,PQR,溯源農糧產品追溯系統,006001007,苜蓿草
01001030006000000,青割玉米,,PQR,溯源農糧產品追溯系統,006001009,青割玉米
01001030006000000,青割玉米,,PQR,溯源農糧產品追溯系統,006001002,契作青割玉米
01001030006000000,青割玉米,,PFB,農產業天然災害現金救助系統,706,青割玉米
01001030006000000,青割玉米,,FFR,全國糧政跨區即時申辦服務作業平台,725,青割玉米(契作)
01001030006000000,青割玉米,,FFR,全國糧政跨區即時申辦服務作業平台,716,契作青割玉米
01001030006000000,青割玉米,,FFR,全國糧政跨區即時申辦服務作業平台,706,青割玉米
01001030005000000,蘇丹草,,PQR,溯源農糧產品追溯系統,006001008,蘇丹草
01001030005000000,蘇丹草,,FFR,全國糧政跨區即時申辦服務作業平台,721,蘇丹草(契作)
01001030003000000,盤固拉草,,PQR,溯源農糧產品追溯系統,006001006,盤固草
01001030003000000,盤固拉草,,PQR,溯源農糧產品追溯系統,006001005,盤固拉
01001030003000000,盤固拉草,,PFB,農產業天然災害現金救助系統,703,盤固拉
01001030003000000,盤固拉草,,PAR,農糧情調查作業資訊系統,207,盤固拉
01001030003000000,盤固拉草,,FFR,全國糧政跨區即時申辦服務作業平台,722,盤固拉草(契作)
01001030003000000,盤固拉草,,FFR,全國糧政跨區即時申辦服務作業平台,703,盤固拉草
01001030002000000,狼尾草,,PQR,溯源農糧產品追溯系統,006001004,狼尾草
01001030002000000,狼尾草,,PQR,溯源農糧產品追溯系統,002099001,狼尾草(牧草)
01001030002000000,狼尾草,,PFB,農產業天然災害現金救助系統,704,狼尾草
01001030002000000,狼尾草,,PAR,農糧情調查作業資訊系統,208,狼尾草
01001030002000000,狼尾草,,FFR,全國糧政跨區即時申辦服務作業平台,723,狼尾草(契作)
01001030002000000,狼尾草,,FFR,全國糧政跨區即時申辦服務作業平台,704,狼尾草
01001030001000000,尼羅草,,PQR,溯源農糧產品追溯系統,006001003,尼羅草
01001030001000000,尼羅草,,FFR,全國糧政跨區即時申辦服務作業平台,724,尼羅草(契作)
01001000999000000,其他牧草,,FFR,全國糧政跨區即時申辦服務作業平台,727,其他牧草(契作)
01001000998000000,其他長期牧草,,PQR,溯源農糧產品追溯系統,006001998,其他長期牧草
01001000998000000,其他長期牧草,,PFB,農產業天然災害現金救助系統,705,其他長期牧草
01001000998000000,其他長期牧草,,PAR,農糧情調查作業資訊系統,209,其他長期牧草
01001000998000000,其他長期牧草,,FFR,全國糧政跨區即時申辦服務作業平台,705,其他長期牧草
01001000997000000,其他短期牧草,,PQR,溯源農糧產品追溯系統,006001997,其他短期牧草
01001000997000000,其他短期牧草,,PFB,農產業天然災害現金救助系統,702,其他短期牧草
01001000997000000,其他短期牧草,,PAR,農糧情調查作業資訊系統,206,其他短期牧草
01001000997000000,其他短期牧草,,FFR,全國糧政跨區即時申辦服務作業平台,702,其他短期牧草
01001000000000000,牧草類,,PSC,農糧產品產銷供應鏈整合服務平台,01,牧草類
01001000000000000,牧草類,,PQR,溯源農糧產品追溯系統,006001999,牧草未分類
01001000000000000,牧草類,,PQR,溯源農糧產品追溯系統,006001001,契作牧草
01001000000000000,牧草類,,PMG,農業產銷班組織體系資料服務系統,353,牧草                
01001000000000000,牧草類,,PAR,農糧情調查作業資訊系統,397,牧草
01001000000000000,牧草類,,FFR,全國糧政跨區即時申辦服務作業平台,713,契作牧草(燕麥)
01001000000000000,牧草類,,FFR,全國糧政跨區即時申辦服務作業平台,712,契作牧草
01001000000000000,牧草類,,FFR,全國糧政跨區即時申辦服務作業平台,700,牧草類
00799000003000000,酒類製品,,PQR,溯源農糧產品追溯系統,009006001,農村酒品
00799000002000000,蜂產品,,SAP,農產品產地價格查詢系統,62510,蜂蜜
00799000002000000,蜂產品,,PSC,農糧產品產銷供應鏈整合服務平台,08,蜂類
00799000002000000,蜂產品,,PSC,農糧產品產銷供應鏈整合服務平台,01,蜂類
00799000002000000,蜂產品,,PQR,溯源農糧產品追溯系統,009006303,蜂產品-花粉
00799000002000000,蜂產品,,PQR,溯源農糧產品追溯系統,009006302,蜂產品-蜂王漿(乳)
00799000002000000,蜂產品,,PQR,溯源農糧產品追溯系統,009006301,蜂產品-蜂蜜
00799000002000000,蜂產品,,PQR,溯源農糧產品追溯系統,008001007,蜂蠟
00799000002000000,蜂產品,,PQR,溯源農糧產品追溯系統,008001006,蜂蜜露
00799000002000000,蜂產品,,PQR,溯源農糧產品追溯系統,008001005,蜂蜜醋
00799000002000000,蜂產品,,PQR,溯源農糧產品追溯系統,008001004,蜂蜜
00799000002000000,蜂產品,,PQR,溯源農糧產品追溯系統,008001003,蜂膠
00799000002000000,蜂產品,,PQR,溯源農糧產品追溯系統,008001002,蜂王乳
00799000002000000,蜂產品,,PMG,農業產銷班組織體系資料服務系統,470,蜂膠                
00799000002000000,蜂產品,,PMG,農業產銷班組織體系資料服務系統,469,蜂蠟                
00799000002000000,蜂產品,,PMG,農業產銷班組織體系資料服務系統,468,蜂蜜醋              
00799000002000000,蜂產品,,PMG,農業產銷班組織體系資料服務系統,467,蜂蜜露              
00799000002000000,蜂產品,,PMG,農業產銷班組織體系資料服務系統,466,花粉                
00799000002000000,蜂產品,,PMG,農業產銷班組織體系資料服務系統,465,蜂王乳              
00799000002000000,蜂產品,,PMG,農業產銷班組織體系資料服務系統,464,蜂蜜                
00799000001000000,綜合蔬果製品,,PQR,溯源農糧產品追溯系統,009006251,綜合蔬果乾
00705000017000000,胡麻製品,,PQR,溯源農糧產品追溯系統,009006354,胡麻製品-糖
00705000017000000,胡麻製品,,PQR,溯源農糧產品追溯系統,009006353,胡麻製品-醬
00705000017000000,胡麻製品,,PQR,溯源農糧產品追溯系統,009006352,胡麻製品-粉
00705000017000000,胡麻製品,,PQR,溯源農糧產品追溯系統,009006351,胡麻製品-胡麻油
00705000014000000,茶製品,,SAP,農產品產地價格查詢系統,62214,金萱茶菁(機)
00705000014000000,茶製品,,SAP,農產品產地價格查詢系統,62213,金萱茶菁(手)
00705000014000000,茶製品,,SAP,農產品產地價格查詢系統,62211,烏龍茶菁(機)
00705000014000000,茶製品,,SAP,農產品產地價格查詢系統,62210,烏龍茶菁(手)
00705000014000000,茶製品,,SAC,農產品生產成本調查系統,41,手採茶菁
00705000014000000,茶製品,,SAC,農產品生產成本調查系統,283,茶菁-有機
00705000014000000,茶製品,,SAC,農產品生產成本調查系統,175,機採茶菁
00705000014000000,茶製品,,PQR,溯源農糧產品追溯系統,009006101,茶製品-茶
00705000014000000,茶製品,,PQR,溯源農糧產品追溯系統,005001055,茶相關產物
00705000014000000,茶製品,,PQR,溯源農糧產品追溯系統,005001050,茶葉
00705000014000000,茶製品,,PMG,農業產銷班組織體系資料服務系統,310,茶相關產物          
00705000013000000,油茶製品,,PQR,溯源農糧產品追溯系統,009006341,油茶製品-苦茶油
00705000013000000,油茶製品,,PMG,農業產銷班組織體系資料服務系統,313,苦茶油              
00705000013000000,油茶製品,,PMG,農業產銷班組織體系資料服務系統,312,苦茶籽              
00705000012000000,洛神葵製品,,PQR,溯源農糧產品追溯系統,009006382,洛神葵製品-醬
00705000012000000,洛神葵製品,,PQR,溯源農糧產品追溯系統,009006381,洛神葵製品-洛神葵乾
00705000009000000,咖啡製品,,PQR,溯源農糧產品追溯系統,009006121,咖啡製品-咖啡
00705000003000000,向日葵製品,,FFR,全國糧政跨區即時申辦服務作業平台,542,食用向日葵
00705000002000000,仙草製品,,PQR,溯源農糧產品追溯系統,009006015,仙草乾
00704000000000000,花卉製品,,PQR,溯源農糧產品追溯系統,009006082,食用花卉-飲品
00704000000000000,花卉製品,,PQR,溯源農糧產品追溯系統,009006081,食用花卉-乾燥花卉
00704000000000000,花卉製品,,PQR,溯源農糧產品追溯系統,004003001,乾燥花
00704000000000000,花卉製品,,PMG,農業產銷班組織體系資料服務系統,276,乾燥花              
00703000034000000,棗製品,,PQR,溯源農糧產品追溯系統,009006471,棗製品-棗乾
00703000033000000,梅製品,,PQR,溯源農糧產品追溯系統,009006053,梅製品-梅精
00703000033000000,梅製品,,PQR,溯源農糧產品追溯系統,009006052,梅製品-鹽漬梅
00703000033000000,梅製品,,PQR,溯源農糧產品追溯系統,009006051,梅製品-糖漬梅
00703000030000000,芒果製品,,PSC,農糧產品產銷供應鏈整合服務平台,2030418000086,芒果青
00703000030000000,芒果製品,,PQR,溯源農糧產品追溯系統,009006022,芒果製品-芒果青
00703000030000000,芒果製品,,PQR,溯源農糧產品追溯系統,009006021,芒果製品-芒果乾
00703000030000000,芒果製品,,PMG,農業產銷班組織體系資料服務系統,94,芒果干              
00703000030000000,芒果製品,,MAM,農產品批發市場交易行情站,R8   ,芒果    芒果青    
00703000029000000,龍眼製品,,PSC,農糧產品產銷供應鏈整合服務平台,2030411000410,龍眼肉
00703000029000000,龍眼製品,,PSC,農糧產品產銷供應鏈整合服務平台,2030411000045,龍眼乾帶殼
00703000029000000,龍眼製品,,PQR,溯源農糧產品追溯系統,009006042,龍眼製品-桂圓肉
00703000029000000,龍眼製品,,PQR,溯源農糧產品追溯系統,009006041,龍眼製品-帶殼龍眼乾
00703000029000000,龍眼製品,,MAM,農產品批發市場交易行情站,K41  ,龍眼    龍眼肉    
00703000029000000,龍眼製品,,MAM,農產品批發市場交易行情站,K4   ,龍眼    龍眼乾帶殼
00703000028000000,荔枝製品,,PQR,溯源農糧產品追溯系統,009006191,荔枝製品-荔枝乾
00703000022000000,榴槤蜜製品,,PQR,溯源農糧產品追溯系統,009006451,榴槤蜜製品-榴槤蜜乾
00703000020000000,波羅蜜製品,,PQR,溯源農糧產品追溯系統,009006461,波羅蜜製品-波羅蜜乾
00703000019000050,柿製品進口,,PSC,農糧產品產銷供應鏈整合服務平台,2030326000390,柿餅進口
00703000019000050,柿製品進口,,MAM,農產品批發市場交易行情站,Z39  ,柿子    柿餅進口  
00703000019000000,柿製品,,SAC,農產品生產成本調查系統,87,柿(加工)
00703000019000000,柿製品,,PSC,農糧產品產銷供應鏈整合服務平台,2030326000031,柿餅
00703000019000000,柿製品,,PQR,溯源農糧產品追溯系統,009006031,柿製品-柿餅
00703000019000000,柿製品,,PQR,溯源農糧產品追溯系統,009001005,柿餅
00703000019000000,柿製品,,PMG,農業產銷班組織體系資料服務系統,472,柿餅                
00703000019000000,柿製品,,MAM,農產品批發市場交易行情站,Z3   ,柿子    柿餅      
00703000016000000,紅龍果製品,,PQR,溯源農糧產品追溯系統,009006441,紅龍果製品-紅龍果乾
00703000014000000,楊桃製品,,PQR,溯源農糧產品追溯系統,009006231,楊桃製品-楊桃乾
00703000011000000,番石榴製品,,SAP,農產品產地價格查詢系統,51213,番石榴(加工用)
00703000011000000,番石榴製品,,PQR,溯源農糧產品追溯系統,009006221,番石榴製品-番石榴乾
00703000010000000,鳳梨製品,,PQR,溯源農糧產品追溯系統,009006181,鳳梨製品-鳳梨乾
00703000009000000,香蕉製品,,PQR,溯源農糧產品追溯系統,009006171,香蕉製品-香蕉乾
00703000008000000,木瓜製品,,PQR,溯源農糧產品追溯系統,009006241,木瓜製品-木瓜乾
00703000005000000,柑橘製品,,PQR,溯源農糧產品追溯系統,009006363,柑橘製品-醋
00703000005000000,柑橘製品,,PQR,溯源農糧產品追溯系統,009006362,柑橘製品-醬
00703000005000000,柑橘製品,,PQR,溯源農糧產品追溯系統,009006361,柑橘製品-柑橘汁
00703000004000000,椪柑製品,,PQR,溯源農糧產品追溯系統,009006211,椪柑製品-椪柑乾
00703000003000000,柳橙製品,,PQR,溯源農糧產品追溯系統,009006201,柳橙製品-柳橙乾
00702000041000000,香菇製品,,SAP,農產品產地價格查詢系統,27020,香菇(太空包)乾
00702000041000000,香菇製品,,SAC,農產品生產成本調查系統,1072,乾香菇(太空包)(每萬包)
00702000041000000,香菇製品,,PQR,溯源農糧產品追溯系統,009006092,乾香菇製品-香菇乾
00702000041000000,香菇製品,,PQR,溯源農糧產品追溯系統,009006091,乾香菇製品-乾香菇
00702000037000000,番茄製品,,SAC,農產品生產成本調查系統,52,加工番茄
00702000037000000,番茄製品,,PQR,溯源農糧產品追溯系統,009006431,番茄製品-番茄乾
00702000037000000,番茄製品,,PQR,溯源農糧產品追溯系統,002002003,加工番茄
00702000037000000,番茄製品,,PFB,農產業天然災害現金救助系統,426,加工番茄
00702000037000000,番茄製品,,PAR,農糧情調查作業資訊系統,78,加工番茄
00702000037000000,番茄製品,,FFR,全國糧政跨區即時申辦服務作業平台,419,加工番茄
00702000033000000,越瓜製品,,PSC,農糧產品產銷供應鏈整合服務平台,OE,醃瓜
00702000033000000,越瓜製品,,PQR,溯源農糧產品追溯系統,002006009,夏南瓜
00702000033000000,越瓜製品,,PQR,溯源農糧產品追溯系統,002006009,醃瓜
00702000033000000,越瓜製品,,MAM,農產品批發市場交易行情站,OE2  ,醃瓜    漬        
00702000033000000,越瓜製品,,MAM,農產品批發市場交易行情站,OE1  ,醃瓜    乾        
00702000028000000,冬瓜製品,,PQR,溯源農糧產品追溯系統,009006423,冬瓜製品-冷凍冬瓜
00702000028000000,冬瓜製品,,PQR,溯源農糧產品追溯系統,009006422,冬瓜製品-蒸煮
00702000028000000,冬瓜製品,,PQR,溯源農糧產品追溯系統,009006421,冬瓜製品-即食
00702000024000000,毛豆製品,,PQR,溯源農糧產品追溯系統,009006414,毛豆製品-飲品
00702000024000000,毛豆製品,,PQR,溯源農糧產品追溯系統,009006413,毛豆製品-冷凍毛豆
00702000024000000,毛豆製品,,PQR,溯源農糧產品追溯系統,009006412,毛豆製品-蒸煮
00702000024000000,毛豆製品,,PQR,溯源農糧產品追溯系統,009006411,毛豆製品-即食
00702000023000000,金針花製品,,SAP,農產品產地價格查詢系統,25030,金針菜  (乾)
00702000023000000,金針花製品,,PQR,溯源農糧產品追溯系統,009006002,乾金針
00702000021000000,牛蒡製品,,PQR,溯源農糧產品追溯系統,009006372,牛蒡製品-脆片
00702000021000000,牛蒡製品,,PQR,溯源農糧產品追溯系統,009006372,牛蒡製品-脆片
00702000021000000,牛蒡製品,,PQR,溯源農糧產品追溯系統,009006371,牛蒡製品-牛蒡乾
00702000021000000,牛蒡製品,,PQR,溯源農糧產品追溯系統,009006371,牛蒡製品-牛蒡乾
00702000020000000,蘿蔔製品,,PSC,農糧產品產銷供應鏈整合服務平台,OD,蘿蔔乾
00702000020000000,蘿蔔製品,,PSC,農糧產品產銷供應鏈整合服務平台,2020615040015,蘿蔔乾
00702000020000000,蘿蔔製品,,MAM,農產品批發市場交易行情站,OD1  ,蘿蔔乾  　        
00702000014000000,芋頭製品,,PQR,溯源農糧產品追溯系統,009006392,芋頭製品-脆片
00702000014000000,芋頭製品,,PQR,溯源農糧產品追溯系統,009006391,芋頭製品-冷凍芋頭
00702000013000000,蓮藕製品,,PQR,溯源農糧產品追溯系統,009006331,蓮藕製品-蓮藕粉
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,OI4,筍茸
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,OI3,筍片
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,OI2,筍絲
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,OI1,筍乾
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,OH,桶筍
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,OG,熟筍
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,2020615090041,筍茸
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,2020615090034,筍片
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,2020615090027,筍絲
00702000012000000,竹筍製品,,PSC,農糧產品產銷供應鏈整合服務平台,2020615090010,筍乾
00702000012000000,竹筍製品,,PQR,溯源農糧產品追溯系統,009006402,竹筍製品-冷凍竹筍
00702000012000000,竹筍製品,,PQR,溯源農糧產品追溯系統,009006401,竹筍製品-即食竹筍
00702000012000000,竹筍製品,,PQR,溯源農糧產品追溯系統,002004055,筍絲
00702000012000000,竹筍製品,,PQR,溯源農糧產品追溯系統,002004054,筍乾
00702000012000000,竹筍製品,,PQR,溯源農糧產品追溯系統,002004053,筍茸
00702000012000000,竹筍製品,,PQR,溯源農糧產品追溯系統,002004052,筍片
00702000012000000,竹筍製品,,PQR,溯源農糧產品追溯系統,002004051,熟筍
00702000012000000,竹筍製品,,PQR,溯源農糧產品追溯系統,002004050,桶筍
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OI4  ,筍茸    　        
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OI3  ,筍片              
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OI2  ,筍絲　        
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OI1  ,筍乾    　        
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OH4,桶筍    箭竹筍
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OH3,桶筍    桂竹筍
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OH2,桶筍    綠竹筍
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OH1,桶筍    麻竹筍
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OG2,熟筍    箭竹筍
00702000012000000,竹筍製品,,MAM,農產品批發市場交易行情站,OG1,熟筍    桂竹筍
00702000004000050,芥菜製品進口,,MAM,農產品批發市場交易行情站,OA9  ,鹹菜    進口      
00702000004000000,芥菜製品,,PSC,農糧產品產銷供應鏈整合服務平台,OC,榨菜
00702000004000000,芥菜製品,,PSC,農糧產品產銷供應鏈整合服務平台,OA,鹹菜
00702000004000000,芥菜製品,,PSC,農糧產品產銷供應鏈整合服務平台,2020615030016,榨菜
00702000004000000,芥菜製品,,PFB,農產業天然災害現金救助系統,446,四川榨菜
00702000004000000,芥菜製品,,PAR,農糧情調查作業資訊系統,93,四川榨菜
00702000004000000,芥菜製品,,MAM,農產品批發市場交易行情站,OC1  ,榨菜    　        
00702000004000000,芥菜製品,,MAM,農產品批發市場交易行情站,OA2  ,鹹菜    帶葉      
00702000004000000,芥菜製品,,MAM,農產品批發市場交易行情站,OA1  ,鹹菜    清心      
00702000004000000,芥菜製品,,FFR,全國糧政跨區即時申辦服務作業平台,441,四川榨菜
00701000016000000,木薯製品,,SAP,農產品產地價格查詢系統,91021,樹薯簽
00701000015000000,甘藷製品,,SAP,農產品產地價格查詢系統,91020,甘薯簽
00701000015000000,甘藷製品,,PQR,溯源農糧產品追溯系統,009006164,甘藷製品-薯粉
00701000015000000,甘藷製品,,PQR,溯源農糧產品追溯系統,009006163,甘藷製品-薯片
00701000015000000,甘藷製品,,PQR,溯源農糧產品追溯系統,009006162,甘藷製品-薯條
00701000015000000,甘藷製品,,PQR,溯源農糧產品追溯系統,009006161,甘藷製品-冰薯
00701000015000000,甘藷製品,,PMG,農業產銷班組織體系資料服務系統,279,甘藷餅              
00701000012000000,落花生製品,,SAP,農產品產地價格查詢系統,61021,花生仁(總仁)
00701000012000000,落花生製品,,PQR,溯源農糧產品追溯系統,009006136,花生製品-糖
00701000012000000,落花生製品,,PQR,溯源農糧產品追溯系統,009006135,花生製品-醬
00701000012000000,落花生製品,,PQR,溯源農糧產品追溯系統,009006134,花生製品-粉
00701000012000000,落花生製品,,PQR,溯源農糧產品追溯系統,009006133,花生製品-花生油
00701000012000000,落花生製品,,PQR,溯源農糧產品追溯系統,009006132,花生製品-蒸煮花生
00701000012000000,落花生製品,,PQR,溯源農糧產品追溯系統,009006131,花生製品-焙炒花生
00701000011000000,大豆製品,,SAP,農產品產地價格查詢系統,91060,黃豆粉
00701000011000000,大豆製品,,PQR,溯源農糧產品追溯系統,009006143,大豆製品-豆粉
00701000011000000,大豆製品,,PQR,溯源農糧產品追溯系統,009006142,大豆製品-焙炒大豆
00701000011000000,大豆製品,,PQR,溯源農糧產品追溯系統,009006141,大豆製品-飲品
00701000008000000,蕎麥製品,,PQR,溯源農糧產品追溯系統,009006312,蕎麥製品-蕎麥茶
00701000008000000,蕎麥製品,,PQR,溯源農糧產品追溯系統,009006311,蕎麥製品-蕎麥粉
00701000004000000,小麥製品,,SAP,農產品產地價格查詢系統,91070,麥片
00701000004000000,小麥製品,,SAP,農產品產地價格查詢系統,91050,麩皮
00701000004000000,小麥製品,,PQR,溯源農糧產品追溯系統,009006322,小麥製品-麵粉
00701000004000000,小麥製品,,PQR,溯源農糧產品追溯系統,009006321,小麥製品-麥片
00701000003000050,玉米製品進口,,SAP,農產品產地價格查詢系統,91030,玉米仁(進口)
00701000003000000,玉米製品,,SAP,農產品產地價格查詢系統,A1030,玉米仁
00701000003000000,玉米製品,,PQR,溯源農糧產品追溯系統,009006153,玉米製品-冷凍玉米
