交易日期,作物代號,作物名稱,市場代號,市場名稱,交易金額_元,交易量_公斤,溯源代號
2026-05-22,SA7,蘿蔔-甜菜根,338,桃農,2550,50,X
2026-05-22,SA9,蘿蔔-進口,338,桃農,99972,7500,X
2026-05-22,SB1,胡蘿蔔-未洗,338,桃農,7639,499,X
2026-05-22,SB2,胡蘿蔔-清洗,338,桃農,43080,2600,7
2026-05-22,SB2,胡蘿蔔-清洗,338,桃農,43150,3770,X
2026-05-22,SC1,馬鈴薯-本產,338,桃農,55380,3546,X
2026-05-22,SC9,馬鈴薯-進口,338,桃農,480,80,X
2026-05-22,SD1,洋蔥-本產,338,桃農,41652,2220,X
2026-05-22,SD9,洋蔥-進口,338,桃農,20280,960,X
2026-05-22,SE6,青蔥-粉蔥,338,桃農,161065,3069,X
2026-05-22,SF1,韭菜-白頭,338,桃農,2393,77,X
2026-05-22,SF2,韭菜-韭菜黃,338,桃農,10800,90,X
2026-05-22,SF3,韭菜-韭菜花,338,桃農,18813,359,X
2026-05-22,SF4,韭菜-青頭,338,桃農,23812,940,X
2026-05-22,SG2,大蒜-軟梗,338,桃農,36280,720,X
2026-05-22,SG5,大蒜-蒜頭,338,桃農,11420,217,X
2026-05-22,SG7,大蒜-蒜瓣,338,桃農,17026,285,X
2026-05-22,SH2,竹筍-綠竹筍,338,桃農,4800,60,X
2026-05-22,SH5,竹筍-烏殼綠,338,桃農,68560,1780,7
2026-05-22,SH5,竹筍-烏殼綠,338,桃農,165880,4580,X
2026-05-22,SH7,竹筍-去殼,338,桃農,2200,100,7
2026-05-22,SJ2,芋-檳榔心芋,338,桃農,20748,498,X
2026-05-22,SJ3,芋-里芋,338,桃農,240,24,X
2026-05-22,SL1,豆薯,338,桃農,7440,330,X
2026-05-22,SO0,甘薯-其他,338,桃農,26670,1870,X
2026-05-22,SO1,甘薯-臺農57號,338,桃農,25520,2637,X
2026-05-22,SO2,甘薯-芋仔甘薯,338,桃農,5175,550,X
2026-05-22,SO3,甘薯-臺農66號,338,桃農,19182,1976,X
2026-05-22,SP1,薑-老薑,338,桃農,19170,180,X
2026-05-22,SP2,薑-嫩薑,338,桃農,56142,594,X
2026-05-22,SQ1,茭白筍-帶殼,338,桃農,98610,1470,X
2026-05-22,SQ3,茭白筍-去殼,338,桃農,56489,522,X
2026-05-22,SU2,薯蕷-白薯蕷,338,桃農,21275,445,X
2026-05-22,SU21,薯蕷-白薯蕷 人參,338,桃農,1890,42,X
2026-05-22,SU9,薯蕷-進口,338,桃農,16200,140,X
2026-05-22,SV1,蘆筍-白蘆筍,338,桃農,1125,5,X
2026-05-22,SV2,蘆筍-綠蘆筍,338,桃農,30559,260,X
2026-05-22,SV9,蘆筍-進口,338,桃農,1820,14,X
2026-05-22,SV92,蘆筍-進口 綠蘆筍,338,桃農,55881,411,X
2026-05-22,SW1,球莖甘藍,338,桃農,800,80,X
2026-05-22,SZ8,香茅,338,桃農,3117,118,X
2026-05-22,T2,西瓜-無子西瓜,338,桃農,946,99,X
2026-05-22,T4,西瓜-鳳光英妙,338,桃農,12441,2294,X
2026-05-22,T8,西瓜-甜美人,338,桃農,4026,463,X
2026-05-22,V1,甜瓜-美濃,338,桃農,8230,260,X
2026-05-22,Y3,桃子-甜桃,338,桃農,21002,410,X
2026-05-22,11,椰子,400,台中市,256532,15717,X
2026-05-22,469,藍莓-進口,400,台中市,627000,2508,X
2026-05-22,50,百香果-其他,400,台中市,1680,19,X
2026-05-22,51,百香果-改良種,400,台中市,252471,2487,X
2026-05-22,70,小番茄-其他,400,台中市,912,24,X
2026-05-22,72,小番茄-聖女,400,台中市,1122440,19357,X
2026-05-22,74,小番茄-玉女,400,台中市,140910,1146,X
2026-05-22,812,紅龍果-紅肉,400,台中市,91298,1405,X
2026-05-22,839,櫻桃-進口,400,台中市,164500,329,X
2026-05-22,859,榴槤-進口,400,台中市,3004500,24036,X
2026-05-22,869,山竹-進口,400,台中市,27500,55,X
2026-05-22,91,其他,400,台中市,749440,11138,X
2026-05-22,A0,香蕉-其他,400,台中市,475,27,X
2026-05-22,A1,香蕉,400,台中市,1024905,41520,X
2026-05-22,A2,香蕉-芭蕉紅芭蕉,400,台中市,144739,3375,X
2026-05-22,A3,香蕉-旦蕉,400,台中市,1314,56,X
2026-05-22,A4,香蕉-越旦,400,台中市,15420,511,X
2026-05-22,B2,鳳梨-金鑽鳳梨,400,台中市,15438,706,7
2026-05-22,B2,鳳梨-金鑽鳳梨,400,台中市,2396719,103770,X
2026-05-22,C2,茂谷柑,400,台中市,25200,600,X
2026-05-22,C9,柑橘-進口,400,台中市,126000,1008,X
2026-05-22,D1,桶柑,400,台中市,109600,1280,X
2026-05-22,E9,甜橙-進口,400,台中市,81648,864,X
2026-05-22,F0,雜柑-其他,400,台中市,320,16,X
2026-05-22,F1,雜柑-檸檬,400,台中市,116193,1790,X
2026-05-22,F4,雜柑-桔子,400,台中市,16320,260,X
2026-05-22,F5,雜柑-無子檸檬,400,台中市,27477,405,X
2026-05-22,F9,雜柑-進口,400,台中市,2500,20,X
2026-05-22,FA1,黃秋葵,400,台中市,1435,35,7
2026-05-22,FA1,黃秋葵,400,台中市,49744,1006,X
2026-05-22,FB1,花椰菜-青梗,400,台中市,40001,2202,X
2026-05-22,FC1,胡瓜-黑刺,400,台中市,2000,100,7
2026-05-22,FC1,胡瓜-黑刺,400,台中市,55960,3456,X
2026-05-22,FD0,花胡瓜-其他,400,台中市,2079,45,6
2026-05-22,FD0,花胡瓜-其他,400,台中市,3840,96,7
2026-05-22,FD0,花胡瓜-其他,400,台中市,35554,1290,X
2026-05-22,FD1,花胡瓜,400,台中市,7725,323,7
2026-05-22,FD1,花胡瓜,400,台中市,124292,5917,X
2026-05-22,FE1,冬瓜-白皮,400,台中市,26063,4226,X
2026-05-22,FF0,絲瓜-其他,400,台中市,27842,1250,X
2026-05-22,FF1,絲瓜,400,台中市,165141,7636,X
2026-05-22,FF2,絲瓜-角瓜,400,台中市,4938,171,X
2026-05-22,FG1,苦瓜-白大米,400,台中市,375,15,7
2026-05-22,FG1,苦瓜-白大米,400,台中市,121579,5870,X
2026-05-22,FG2,苦瓜-青大米,400,台中市,11848,475,X
2026-05-22,FG3,苦瓜-山苦瓜,400,台中市,4332,52,X
2026-05-22,FG4,苦瓜-翠綠,400,台中市,5532,180,X
2026-05-22,FH1,扁蒲-長形,400,台中市,1266,157,X
2026-05-22,FH3,扁蒲-花蒲,400,台中市,39704,3754,X
2026-05-22,FH4,扁蒲-梨子蒲,400,台中市,8840,500,X
2026-05-22,FI0,茄子-其他,400,台中市,3170,288,X
2026-05-22,FI2,茄子-麻荸茄,400,台中市,48545,3467,X
2026-05-22,FI3,茄子-日本種,400,台中市,1906,219,X
2026-05-22,FJ1,番茄-黑柿,400,台中市,456,12,X
2026-05-22,FJ3,番茄-牛番茄,400,台中市,26644,836,7
2026-05-22,FJ3,番茄-牛番茄,400,台中市,191337,3311,X
2026-05-22,FK4,甜椒-彩色種,400,台中市,3141,157,7
2026-05-22,FK40,甜椒-彩色種 其他,400,台中市,843,52,X
2026-05-22,FK41,甜椒-彩色種 紅色,400,台中市,748,11,7
2026-05-22,FK41,甜椒-彩色種 紅色,400,台中市,12156,640,X
2026-05-22,FK42,甜椒-彩色種 黃色,400,台中市,744,12,7
2026-05-22,FK42,甜椒-彩色種 黃色,400,台中市,9857,554,X
2026-05-22,FK5,甜椒-青椒,400,台中市,270,15,6
2026-05-22,FK5,甜椒-青椒,400,台中市,29309,1309,X
2026-05-22,FK6,甜椒-水果彩椒,400,台中市,10810,100,6
2026-05-22,FK6,甜椒-水果彩椒,400,台中市,4219,72,X
2026-05-22,FK94,甜椒-進口 彩色種,400,台中市,990,165,X
2026-05-22,FM1,菜豆-白色,400,台中市,1204,45,X
2026-05-22,FM2,菜豆-青色,400,台中市,93086,3328,X
2026-05-22,FN1,敏豆-白豆,400,台中市,94385,1695,X
2026-05-22,FN5,敏豆-醜豆,400,台中市,6052,184,X
2026-05-22,FP2,萊豆-豆仁,400,台中市,350,7,X
2026-05-22,FQ1,毛豆-豆莢,400,台中市,20380,380,6
2026-05-22,FQ1,毛豆-豆莢,400,台中市,2094,81,X
2026-05-22,FQ2,毛豆-豆仁,400,台中市,25750,200,6
2026-05-22,FQ2,毛豆-豆仁,400,台中市,7500,60,X
2026-05-22,FR1,青花苔,400,台中市,41715,1039,X
2026-05-22,FR9,青花苔-進口,400,台中市,141108,2097,X
2026-05-22,FT1,南瓜-木瓜形,400,台中市,4200,240,X
2026-05-22,FT11,南瓜-木瓜型 阿成,400,台中市,37101,2056,X
2026-05-22,FT12,南瓜-木瓜型 阿嬌,400,台中市,960,60,X
2026-05-22,FT2,南瓜-圓形,400,台中市,1070,79,X
2026-05-22,FT5,南瓜-青如意,400,台中市,102252,3890,X
2026-05-22,FT6,南瓜-東昇,400,台中市,2000,80,X
2026-05-22,FT7,南瓜-栗子,400,台中市,12180,480,X
2026-05-22,FT97,南瓜-進口 栗子,400,台中市,21375,755,X
2026-05-22,FU1,隼人瓜,400,台中市,7512,749,X
2026-05-22,FU2,隼人瓜-瓜苗,400,台中市,34108,741,X
2026-05-22,FV0,辣椒-其他,400,台中市,725,22,X
2026-05-22,FV1,辣椒-紅小,400,台中市,6602,133,X
2026-05-22,FV2,辣椒-青小,400,台中市,1400,40,X
2026-05-22,FV4,辣椒-朝天椒,400,台中市,22399,672,X
2026-05-22,FV6,辣椒-糯米椒,400,台中市,7157,80,X
2026-05-22,FV9,辣椒-進口,400,台中市,1908,54,X
2026-05-22,FV91,辣椒-進口 紅小,400,台中市,1750,175,X
2026-05-22,FW1,金針花,400,台中市,14540,93,X
2026-05-22,FY0,玉米-其他,400,台中市,12640,420,X
2026-05-22,FY4,玉米-玉米筍,400,台中市,3996,208,X
2026-05-22,FY41,玉米-玉米筍 帶殼,400,台中市,19337,1514,X
2026-05-22,FY5,玉米-糯米黑,400,台中市,9070,690,X
2026-05-22,FY6,玉米-甜軟殼,400,台中市,15648,1652,X
2026-05-22,FY8,玉米-白龍王,400,台中市,7560,500,X
2026-05-22,FZ1,落花生-生,400,台中市,2320,40,X
2026-05-22,G2,黃金果,400,台中市,588,6,X
2026-05-22,G3,酪梨,400,台中市,28268,265,X
2026-05-22,G39,酪梨-進口,400,台中市,6500,52,X
2026-05-22,G49,奇異果-進口,400,台中市,1439000,11512,X
2026-05-22,G7,橄欖,400,台中市,726,22,X
2026-05-22,G9,波蘿蜜,400,台中市,9146,492,X
2026-05-22,H4,葡萄柚-紅肉,400,台中市,2250,90,X
2026-05-22,H49,葡萄柚-紅肉進口,400,台中市,144000,1222,X
2026-05-22,I1,木瓜-網室紅肉,400,台中市,10572,228,7
2026-05-22,I1,木瓜-網室紅肉,400,台中市,627299,21877,X
2026-05-22,I3,木瓜-日昇種,400,台中市,16200,180,X
2026-05-22,I4,木瓜-青木瓜,400,台中市,23040,972,X
2026-05-22,J0,荔枝-其他,400,台中市,2800,40,X
2026-05-22,J1,荔枝-玉荷包,400,台中市,2035152,18452,X
2026-05-22,LA1,甘藍-初秋,400,台中市,217149,10740,X
2026-05-22,LA2,甘藍-改良種,400,台中市,94784,5204,X
2026-05-22,LA4,甘藍-紫色,400,台中市,1050,75,X
2026-05-22,LA6,甘藍-甘藍芽,400,台中市,400,16,X
2026-05-22,LA7,甘藍-改良尖,400,台中市,53188,3436,X
2026-05-22,LB1,小白菜-土白菜,400,台中市,2720,250,X
2026-05-22,LB2,小白菜-蚵仔白,400,台中市,23282,1670,X
2026-05-22,LB3,小白菜-奶油白,400,台中市,12685,921,X
2026-05-22,LC0,包心白-其他,400,台中市,42632,2092,X
2026-05-22,LC1,包心白-包白,400,台中市,51785,6051,X
2026-05-22,LC3,包心白-包頭蓮,400,台中市,25780,2260,X
2026-05-22,LC90,包心白菜-進口 其他,400,台中市,2550,150,X
2026-05-22,LC93,包心白菜-進口 包頭蓮 ,400,台中市,30759,1392,X
2026-05-22,LD1,青江白菜-小梗,400,台中市,27749,2674,X
2026-05-22,LE1,皇宮菜-小葉,400,台中市,5099,227,X
2026-05-22,LE2,皇宮菜-大葉,400,台中市,5252,171,X
2026-05-22,LF2,蕹菜-小葉,400,台中市,25212,1845,X
2026-05-22,LF3,蕹菜-水蕹菜,400,台中市,33372,1056,X
2026-05-22,LG2,芹菜-白梗,400,台中市,38596,660,X
2026-05-22,LG3,芹菜-西洋芹菜,400,台中市,9708,537,X
2026-05-22,LH2,菠菜-角葉,400,台中市,32780,1240,X
2026-05-22,LI0,萵苣菜-其他,400,台中市,215,5,X
2026-05-22,LI1,萵苣菜-廣東菜,400,台中市,330,26,X
2026-05-22,LI2,萵苣菜-結球萵,400,台中市,8535,453,X
2026-05-22,LI3,萵苣菜-本島圓葉,400,台中市,19424,728,X
2026-05-22,LI5,萵苣菜-油麥菜,400,台中市,34435,4015,X
2026-05-22,LI6,萵苣菜-蘿美,400,台中市,1908,72,X
2026-05-22,LI8,萵苣菜-水耕,400,台中市,9720,225,X
2026-05-22,LI92,萵苣菜-進口 結球萵,400,台中市,11800,340,X
2026-05-22,LJ3,芥菜-大芥菜,400,台中市,280,140,X
2026-05-22,LJ4,芥菜-小芥菜,400,台中市,2520,326,X
2026-05-22,LK2,芥藍菜,400,台中市,1540,120,X
2026-05-22,LK3,芥藍菜-芥藍芽,400,台中市,61708,2397,X
2026-05-22,LM1,莧菜-紅莧菜,400,台中市,27125,905,X
2026-05-22,LM2,莧菜-白莧菜,400,台中市,78016,3573,X
2026-05-22,LN1,油菜,400,台中市,13920,1500,X
2026-05-22,LO1,甘薯葉,400,台中市,33664,2166,X
2026-05-22,LP1,芫荽,400,台中市,42911,519,X
2026-05-22,LP2,九層塔,400,台中市,15368,466,X
2026-05-22,LQ1,紅鳳菜-紅鳳菜,400,台中市,7757,334,X
2026-05-22,LT3,海菜-水蓮,400,台中市,15612,168,7
2026-05-22,LT3,海菜-水蓮,400,台中市,30458,338,X
2026-05-22,LV1,巴西利,400,台中市,1541,47,X
2026-05-22,LX1,蕨菜-過貓,400,台中市,17309,303,X
2026-05-22,MA2,洋菇-盒裝,400,台中市,1250,85,X
2026-05-22,MC1,濕木耳,400,台中市,8220,126,X
2026-05-22,MD1,濕香菇,400,台中市,6932,94,X
2026-05-22,ME1,金絲菇-金針菇,400,台中市,3250,100,X
2026-05-22,MF1,蠔菇-鮑魚菇,400,台中市,650,10,X
2026-05-22,MI1,秀珍菇,400,台中市,1530,18,X
2026-05-22,MJ1,杏鮑菇,400,台中市,20940,399,X
2026-05-22,MX1,其他菇類,400,台中市,2190,33,X
2026-05-22,N0,李-其他,400,台中市,85785,1965,X
2026-05-22,N2,李-桃接李,400,台中市,91788,2098,X
2026-05-22,N3,李-紅肉李,400,台中市,1283804,14179,X
2026-05-22,O2,梨-秋水梨,400,台中市,446980,5054,X
2026-05-22,O5,梨-豐水梨,400,台中市,61000,420,X
2026-05-22,O9,梨-其他進口,400,台中市,29000,232,X
2026-05-22,O99,梨-西洋梨進口,400,台中市,16000,160,X
2026-05-22,OX1,其他,400,台中市,63728,2076,X
2026-05-22,P1,番石榴-珍珠芭,400,台中市,141695,3344,X
2026-05-22,P2,番石榴-紅心,400,台中市,4084,124,X
2026-05-22,P3,番石榴-帝王芭,400,台中市,12396,144,X
2026-05-22,P5,番石榴-水晶無子,400,台中市,1728,36,X
2026-05-22,Q1,蓮霧-紅蓮霧,400,台中市,29386,578,X
2026-05-22,R0,芒果-其他,400,台中市,124936,2611,X
2026-05-22,R1,芒果-愛文,400,台中市,1078448,21812,X
2026-05-22,R2,芒果-玉文,400,台中市,8348,272,X
2026-05-22,R3,芒果-本島,400,台中市,48240,1050,X
2026-05-22,R31,芒果-夏雪,400,台中市,3360,60,X
2026-05-22,R6,芒果-金煌,400,台中市,152161,3465,X
2026-05-22,R8,芒果-芒果青,400,台中市,20707,1097,X
2026-05-22,S1,葡萄-巨峰,400,台中市,595800,8330,X
2026-05-22,S9,葡萄-進口,400,台中市,326500,2612,X
2026-05-22,SA3,蘿蔔-矸仔,400,台中市,36105,4740,X
2026-05-22,SA4,蘿蔔-櫻桃,400,台中市,1753,25,X
2026-05-22,SA7,蘿蔔-甜菜根,400,台中市,6965,233,X
2026-05-22,SA9,蘿蔔-進口,400,台中市,42540,2640,X
2026-05-22,SB1,胡蘿蔔-未洗,400,台中市,11867,1138,X
2026-05-22,SB2,胡蘿蔔-清洗,400,台中市,37800,2200,7
2026-05-22,SB2,胡蘿蔔-清洗,400,台中市,40680,3860,X
2026-05-22,SC1,馬鈴薯-本產,400,台中市,44640,3144,X
2026-05-22,SC9,馬鈴薯-進口,400,台中市,17249,1050,X
2026-05-22,SD1,洋蔥-本產,400,台中市,34164,2850,X
2026-05-22,SD9,洋蔥-進口,400,台中市,15000,960,X
2026-05-22,SE3,青蔥-大蔥,400,台中市,1628,22,X
2026-05-22,SE5,青蔥-紅蔥頭,400,台中市,406,14,X
2026-05-22,SE6,青蔥-粉蔥,400,台中市,87043,2123,X
2026-05-22,SF3,韭菜-韭菜花,400,台中市,8730,132,X
2026-05-22,SF4,韭菜-青頭,400,台中市,9707,403,X
2026-05-22,SG2,大蒜-軟梗,400,台中市,15701,363,X
2026-05-22,SG4,大蒜-蔥蒜,400,台中市,1600,80,X
2026-05-22,SG5,大蒜-蒜頭,400,台中市,9456,172,X
2026-05-22,SG6,大蒜-蒜仁,400,台中市,4086,42,X
2026-05-22,SG7,大蒜-蒜瓣,400,台中市,17736,349,X
2026-05-22,SH2,竹筍-綠竹筍,400,台中市,3800,38,X
2026-05-22,SH5,竹筍-烏殼綠,400,台中市,14640,460,7
2026-05-22,SH5,竹筍-烏殼綠,400,台中市,23780,660,X
2026-05-22,SJ2,芋-檳榔心芋,400,台中市,29172,779,X
2026-05-22,SJ3,芋-里芋,400,台中市,2100,30,X
2026-05-22,SJ5,芋-芋角,400,台中市,1088,16,X
2026-05-22,SL1,豆薯,400,台中市,3180,120,X
2026-05-22,SN1,蓮藕,400,台中市,1340,55,X
2026-05-22,SO0,甘薯-其他,400,台中市,11037,1089,X
2026-05-22,SO1,甘薯-臺農57號,400,台中市,37224,2960,X
2026-05-22,SO2,甘薯-芋仔甘薯,400,台中市,9533,824,X
2026-05-22,SO3,甘薯-臺農66號,400,台中市,17650,1450,X
2026-05-22,SP0,薑-其他,400,台中市,600,24,X
2026-05-22,SP1,薑-老薑,400,台中市,24180,280,X
2026-05-22,SP2,薑-嫩薑,400,台中市,12993,158,X
2026-05-22,SP3,薑-粉薑,400,台中市,2520,36,X
2026-05-22,SQ1,茭白筍-帶殼,400,台中市,85506,1272,X
2026-05-22,SQ3,茭白筍-去殼,400,台中市,27343,262,X
2026-05-22,SU2,薯蕷-白薯蕷,400,台中市,792,48,X
2026-05-22,SU21,薯蕷-白薯蕷 人參,400,台中市,31589,892,X
2026-05-22,SV1,蘆筍-白蘆筍,400,台中市,350,5,X
2026-05-22,SV2,蘆筍-綠蘆筍,400,台中市,98409,846,X
2026-05-22,SV3,蘆筍-蘆筍花,400,台中市,24165,138,X
2026-05-22,SW1,球莖甘藍,400,台中市,760,100,X
2026-05-22,SX1,芽菜類-綠豆芽,400,台中市,7200,360,X
2026-05-22,SZ8,香茅,400,台中市,4575,125,X
2026-05-22,T0,西瓜-其他,400,台中市,7861,289,X
2026-05-22,T1,西瓜-大西瓜,400,台中市,486,105,X
2026-05-22,T2,西瓜-無子西瓜,400,台中市,4175,255,X
2026-05-22,T4,西瓜-鳳光英妙,400,台中市,24587,2408,X
2026-05-22,T5,西瓜-黃肉,400,台中市,78220,7733,X
2026-05-22,T6,西瓜-紅肉,400,台中市,3360,210,X
2026-05-22,T8,西瓜-甜美人,400,台中市,146417,9412,X
2026-05-22,V1,甜瓜-美濃,400,台中市,488869,14321,X
2026-05-22,V2,甜瓜-溫室吊瓜,400,台中市,84600,600,X
2026-05-22,W1,洋香瓜-網狀紅肉,400,台中市,293750,8102,X
2026-05-22,W2,洋香瓜-網狀綠肉,400,台中市,5406,418,X
2026-05-22,W4,洋香瓜-新疆,400,台中市,25396,609,X
2026-05-22,W8,洋香瓜-阿露斯,400,台中市,24100,300,X
2026-05-22,X69,蘋果-富士進口,400,台中市,1778500,13916,X
2026-05-22,Y1,桃子-水蜜桃,400,台中市,162790,812,X
2026-05-22,Y2,桃子-鶯歌桃,400,台中市,62685,1611,X
2026-05-22,Y3,桃子-甜桃,400,台中市,1054467,9332,X
2026-05-22,Y4,桃子-早桃,400,台中市,64200,1080,X
2026-05-22,Y9,桃子-進口,400,台中市,347500,1390,X
2026-05-22,Z9,柿子-進口,400,台中市,27500,110,X
2026-05-22,11,椰子,800,高雄市,23910,2070,X
2026-05-22,469,藍莓-進口,800,高雄市,32000,60,X
2026-05-22,51,百香果-改良種,800,高雄市,3360,48,X
2026-05-22,72,小番茄-聖女,800,高雄市,63367.2,1318,X
2026-05-22,74,小番茄-玉女,800,高雄市,7410,54,X
2026-05-22,812,紅龍果-紅肉,800,高雄市,1400,20,X
2026-05-22,839,櫻桃-進口,800,高雄市,110000,220,X
2026-05-22,859,榴槤-進口,800,高雄市,313976,1720,X
2026-05-22,869,山竹-進口,800,高雄市,6999.6,12,X
2026-05-22,91,其他,800,高雄市,49490,1761,X
2026-05-22,A1,香蕉,800,高雄市,29700,1400,X
2026-05-22,B2,鳳梨-金鑽鳳梨,800,高雄市,205002,9426,X
2026-05-22,F1,雜柑-檸檬,800,高雄市,51300,900,X
2026-05-22,F4,雜柑-桔子,800,高雄市,26750,500,X
2026-05-22,FA1,黃秋葵,800,高雄市,32841,927,X
2026-05-22,FB1,花椰菜-青梗,800,高雄市,99040,2411,X
2026-05-22,FC1,胡瓜-黑刺,800,高雄市,104267,4872,X
2026-05-22,FD0,花胡瓜-其他,800,高雄市,8726,198,X
2026-05-22,FD1,花胡瓜,800,高雄市,134926,5115,X
2026-05-22,FE1,冬瓜-白皮,800,高雄市,38993,3168,X
2026-05-22,FF0,絲瓜-其他,800,高雄市,9480,739,X
2026-05-22,FF1,絲瓜,800,高雄市,120330,6570,7
2026-05-22,FF1,絲瓜,800,高雄市,100712,3366,X
2026-05-22,FF2,絲瓜-角瓜,800,高雄市,12805,363,X
2026-05-22,FG1,苦瓜-白大米,800,高雄市,87242,2767,X
2026-05-22,FG4,苦瓜-翠綠,800,高雄市,31258,1030,X
2026-05-22,FH3,扁蒲-花蒲,800,高雄市,31550,2590,X
2026-05-22,FH4,扁蒲-梨子蒲,800,高雄市,8540,616,X
2026-05-22,FI0,茄子-其他,800,高雄市,312,12,X
2026-05-22,FI1,茄子-胭脂茄,800,高雄市,15740,830,X
2026-05-22,FI2,茄子-麻荸茄,800,高雄市,39096,2030,X
2026-05-22,FI3,茄子-日本種,800,高雄市,1301,109,X
2026-05-22,FJ1,番茄-黑柿,800,高雄市,77390,1000,X
2026-05-22,FJ3,番茄-牛番茄,800,高雄市,318398,5011,X
2026-05-22,FK3,甜椒-新香,800,高雄市,10480,224,X
2026-05-22,FK4,甜椒-彩色種,800,高雄市,981,62,7
2026-05-22,FK4,甜椒-彩色種,800,高雄市,1050,80,X
2026-05-22,FK41,甜椒-彩色種 紅色,800,高雄市,2879,172,7
2026-05-22,FK41,甜椒-彩色種 紅色,800,高雄市,74416,928,X
2026-05-22,FK42,甜椒-彩色種 黃色,800,高雄市,1040,102,7
2026-05-22,FK42,甜椒-彩色種 黃色,800,高雄市,59100,750,X
2026-05-22,FK5,甜椒-青椒,800,高雄市,144553,2832,X
2026-05-22,FK6,甜椒-水果彩椒,800,高雄市,480,24,7
2026-05-22,FK6,甜椒-水果彩椒,800,高雄市,9000,150,X
2026-05-22,FK94,甜椒-進口 彩色種,800,高雄市,355,150,X
2026-05-22,FL96,豌豆-進口 甜豌豆,800,高雄市,1472,16,X
2026-05-22,FM2,菜豆-青色,800,高雄市,31510,953,X
2026-05-22,FN1,敏豆-白豆,800,高雄市,114311,1318,X
2026-05-22,FN2,敏豆-青豆,800,高雄市,7840,112,X
2026-05-22,FN3,敏豆-粉豆,800,高雄市,570,19,X
2026-05-22,FN5,敏豆-醜豆,800,高雄市,32520,723,X
2026-05-22,FP1,萊豆-豆莢,800,高雄市,43460,564,X
2026-05-22,FQ1,毛豆-豆莢,800,高雄市,360,12,X
2026-05-22,FR1,青花苔,800,高雄市,6125,185,X
2026-05-22,FR9,青花苔-進口,800,高雄市,167517.6,2931,X
2026-05-22,FT11,南瓜-木瓜型 阿成,800,高雄市,125159,5413,X
2026-05-22,FT12,南瓜-木瓜型 阿嬌,800,高雄市,900,60,X
2026-05-22,FT2,南瓜-圓形,800,高雄市,14800,480,X
2026-05-22,FT5,南瓜-青如意,800,高雄市,181560,5831,X
2026-05-22,FT7,南瓜-栗子,800,高雄市,40380,1369,X
2026-05-22,FT72,南瓜-栗子 小黑,800,高雄市,15360,690,X
2026-05-22,FU1,隼人瓜,800,高雄市,12180,1389,X
2026-05-22,FU2,隼人瓜-瓜苗,800,高雄市,11900,180,X
2026-05-22,FV1,辣椒-紅小,800,高雄市,45348,671,X
2026-05-22,FV4,辣椒-朝天椒,800,高雄市,55434,1360,X
2026-05-22,FV6,辣椒-糯米椒,800,高雄市,50505,501,X
2026-05-22,FV91,辣椒-進口 紅小,800,高雄市,140,14,X
2026-05-22,FX1,花豆,800,高雄市,640,8,X
2026-05-22,FY4,玉米-玉米筍,800,高雄市,4154,150,X
2026-05-22,FY41,玉米-玉米筍 帶殼,800,高雄市,57153,3547,X
2026-05-22,FY5,玉米-糯米黑,800,高雄市,44070,1708,X
2026-05-22,FY6,玉米-甜軟殼,800,高雄市,68427,3382,X
2026-05-22,FY8,玉米-白龍王,800,高雄市,12770,350,X
2026-05-22,FZ2,落花生-熟,800,高雄市,14000,200,X
2026-05-22,G3,酪梨,800,高雄市,21165,249,X
2026-05-22,G49,奇異果-進口,800,高雄市,183001,1070,X
2026-05-22,I1,木瓜-網室紅肉,800,高雄市,161540,5838,X
2026-05-22,I4,木瓜-青木瓜,800,高雄市,8400,312,X
2026-05-22,J1,荔枝-玉荷包,800,高雄市,186810,1560,X
2026-05-22,LA1,甘藍-初秋,800,高雄市,737960,34130,X
2026-05-22,LA4,甘藍-紫色,800,高雄市,2625,150,X
2026-05-22,LA7,甘藍-改良尖,800,高雄市,111442,5814,X
2026-05-22,LA9,甘藍-進口,800,高雄市,46836,3240,X
2026-05-22,LB0,小白菜-其他,800,高雄市,1330,215,X
2026-05-22,LB1,小白菜-土白菜,800,高雄市,64000,2442,X
2026-05-22,LB2,小白菜-蚵仔白,800,高雄市,73116,3782,X
2026-05-22,LB3,小白菜-奶油白,800,高雄市,21288,1269,X
2026-05-22,LC0,包心白-其他,800,高雄市,10845,708,X
2026-05-22,LC1,包心白-包白,800,高雄市,185716,9839,X
2026-05-22,LC3,包心白-包頭蓮,800,高雄市,800,80,X
2026-05-22,LC90,包心白菜-進口 其他,800,高雄市,31239,2829,X
2026-05-22,LC93,包心白菜-進口 包頭蓮 ,800,高雄市,266022,9958,X
2026-05-22,LD1,青江白菜-小梗,800,高雄市,111204,5639,X
2026-05-22,LE1,皇宮菜-小葉,800,高雄市,13620,192,X
2026-05-22,LF2,蕹菜-小葉,800,高雄市,109284,3539,X
2026-05-22,LG2,芹菜-白梗,800,高雄市,105328,2250,X
2026-05-22,LG3,芹菜-西洋芹菜,800,高雄市,648,54,7
2026-05-22,LG3,芹菜-西洋芹菜,800,高雄市,27990,1001,X
2026-05-22,LH1,菠菜-圓葉,800,高雄市,1050,175,X
2026-05-22,LH2,菠菜-角葉,800,高雄市,141850,3285,X
2026-05-22,LI1,萵苣菜-廣東菜,800,高雄市,300,10,X
2026-05-22,LI2,萵苣菜-結球萵,800,高雄市,13256,518,X
