交易日期,種類代碼,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
115.05.21,N06,FO027,萬代蘭-巨輪紫,400,台中市場,31,27,20,26.2,88
115.05.21,N06,FO335,檸檬綠文心蘭,400,台中市場,158,117,70,115.6,187
115.05.21,N06,FO630,蝴蝶蘭-黃色,400,台中市場,23,21,21,21.7,30
115.05.21,N06,FO663,蝴蝶蘭-白黃心,400,台中市場,26,25,22,24.4,140
115.05.21,N06,FR000,玫瑰,400,台中市場,100,76,43,74.2,50
115.05.21,N06,FR001,玫瑰-混合色,400,台中市場,372,201,23,199.5,15
115.05.21,N06,FR100,玫瑰-紅,400,台中市場,431,207,123,236.4,24
115.05.21,N06,FR116,玫瑰-翡翠紅,400,台中市場,218,173,91,168.6,23
115.05.21,N06,FR117,玫瑰-萬年紅,400,台中市場,142,103,72,104.7,119
115.05.21,N06,FR120,玫瑰-埔里之星,400,台中市場,132,105,81,105.6,29
115.05.21,N06,FR208,玫瑰-香吉士,400,台中市場,351,338,325,336.1,7
115.05.21,N06,FR300,玫瑰-黃,400,台中市場,102,86,50,82.2,30
115.05.21,N06,FR400,玫瑰-粉,400,台中市場,330,330,330,330,4
115.05.21,N06,FR408,玫瑰-黛安娜粉,400,台中市場,180,132,87,134.4,28
115.05.21,N06,FR412,玫瑰-新香檳粉,400,台中市場,59,46,30,45.7,21
115.05.21,N06,FR429,玫瑰-鐵達尼,400,台中市場,162,151,140,151,10
115.05.21,N06,FR436,玫瑰-翡翠粉,400,台中市場,315,136,78,160.6,85
115.05.21,N06,FR439,玫瑰-翡翠香檳,400,台中市場,237,209,150,203.1,35
115.05.21,N06,FR451,玫瑰-翡翠佳人,400,台中市場,111,100,92,100.4,9
115.05.21,N06,FR455,玫瑰-翡翠珍珠,400,台中市場,301,266,202,262.8,18
115.05.21,N06,FR461,玫瑰-新娘粉,400,台中市場,425,421,395,415,12
115.05.21,N06,FR607,玫瑰-翡翠白,400,台中市場,238,178,142,182.1,82
115.05.21,N06,FR700,玫瑰-紫,400,台中市場,600,600,600,600,2
115.05.21,N06,FR705,玫瑰-紫天王,400,台中市場,188,119,82,125.5,44
115.05.21,N06,FR711,玫瑰-天堂紫,400,台中市場,111,111,111,111,7
115.05.21,N06,FR930,玫瑰-多朵黃,400,台中市場,165,163,160,162.5,12
115.05.21,N06,FR940,玫瑰-多朵粉,400,台中市場,170,128,120,135,20
115.05.21,N06,FS000,香水百合,400,台中市場,90,90,90,90,12
115.05.21,N06,FS012,香水百合-紅雙朵,400,台中市場,119,119,119,119,30
115.05.21,N06,FS043,香水百合-粉三朵,400,台中市場,181,181,181,181,11
115.05.21,N06,FS060,香水百合-白,400,台中市場,142,96,63,98.4,49
115.05.21,N06,FS063,香水百合-白三朵,400,台中市場,72,72,72,72,19
115.05.21,N06,FS353,香水百合-索邦妮三朵,400,台中市場,131,131,131,131,14
115.05.21,N06,FS359,香水百合-索邦妮多朵,400,台中市場,129,125,121,125,120
115.05.21,N06,FS600,OT康卡多,400,台中市場,107,107,107,107,12
115.05.21,N06,FS603,OT康卡多-三朵,400,台中市場,222,189,180,194,30
115.05.21,N06,FS609,OT康卡多-多朵,400,台中市場,238,212,185,212,95
115.05.21,N06,FS632,OT曼尼薩-雙朵,400,台中市場,141,126,99,123.8,73
115.05.21,N06,FS633,OT曼尼薩-三朵,400,台中市場,253,253,253,253,12
115.05.21,N06,FS773,OT百合-節奏舞者三朵,400,台中市場,164,145,96,138.8,34
115.05.21,N06,FS779,OT百合-節奏舞者多朵,400,台中市場,219,172,106,168.2,156
115.05.21,N06,FS793,OT百合-維尼三朵,400,台中市場,152,152,152,152,20
115.05.21,N06,FS799,OT百合-維尼多朵,400,台中市場,169,169,169,169,9
115.05.21,N06,FS870,OT大連,400,台中市場,133,133,133,133,12
115.05.21,N06,FS871,OT大連-單朵,400,台中市場,143,143,143,143,24
115.05.21,N06,FS872,OT大連-雙朵,400,台中市場,138,126,86,120.3,160
115.05.21,N06,FS873,OT大連-三朵,400,台中市場,239,215,153,207.6,153
115.05.21,N06,FS879,OT大連-多朵,400,台中市場,264,247,217,244,77
115.05.21,N06,FS891,OT帕雷諾-單朵,400,台中市場,69,69,69,69,16
115.05.21,N06,FS892,OT帕雷諾-雙朵,400,台中市場,101,101,101,101,15
115.05.21,N06,FS963,OT試金石-三朵,400,台中市場,117,117,117,117,16
115.05.21,N06,FS969,OT試金石-多朵,400,台中市場,201,161,132,163.1,70
115.05.21,N06,FS970,OT紅福特,400,台中市場,101,97,95,97.1,26
115.05.21,N06,FS973,OT紅福特-三朵,400,台中市場,222,182,132,180.3,41
115.05.21,N06,FS979,OT紅福特-多朵,400,台中市場,246,226,175,219.9,74
115.05.21,N06,FT061,鐵砲百合-白單朵,400,台中市場,90,90,90,90,25
115.05.21,N06,FU000,洋桔梗,400,台中市場,240,85,50,109,30
115.05.21,N06,FU402,洋桔梗-雙瓣(混色),400,台中市場,125,70,38,74.7,91
115.05.21,N06,FU412,洋桔梗-雙瓣紅,400,台中市場,200,200,200,200,18
115.05.21,N06,FU421,洋桔梗-小夏橘,400,台中市場,97,73,63,75.5,30
115.05.21,N06,FU432,洋桔梗-雙瓣黃,400,台中市場,117,79,60,82.3,21
115.05.21,N06,FU442,洋桔梗-雙瓣粉,400,台中市場,94,52,30,56.4,210
115.05.21,N06,FU445,洋桔梗-可羅淺粉,400,台中市場,126,126,126,126,13
115.05.21,N06,FU449,洋桔梗-艾瑞娜彩粉,400,台中市場,121,109,55,100.7,30
115.05.21,N06,FU451,洋桔梗-順風杏粉,400,台中市場,41,41,41,41,30
115.05.21,N06,FU452,洋吉梗-雙瓣彩藍,400,台中市場,106,106,106,106,12
115.05.21,N06,FU453,洋桔梗-雙瓣綠,400,台中市場,150,91,59,94.8,27
115.05.21,N06,FU459,洋桔梗-琥珀綠,400,台中市場,130,91,63,93.1,44
115.05.21,N06,FU462,洋桔梗-雙瓣白,400,台中市場,131,90,60,94,23
115.05.21,N06,FU465,洋桔梗-名人華麗白,400,台中市場,152,128,52,117.2,54
115.05.21,N06,FU469,洋桔梗-皇后白,400,台中市場,50,42,32,41.4,21
115.05.21,N06,FU471,洋桔梗-重瓣淺紫,400,台中市場,162,84,39,89.6,67
115.05.21,N06,FU472,洋桔梗-重瓣紫,400,台中市場,180,180,180,180,8
115.05.21,N06,FU477,洋桔梗-羅西娜薰衣草紫,400,台中市場,72,72,72,72,10
115.05.21,N06,FU478,洋桔梗-羅西娜紫,400,台中市場,111,111,111,111,12
115.05.21,N06,FU482,洋桔梗-拉弗爾酒彩,400,台中市場,181,181,181,181,14
115.05.21,N06,FU484,洋桔梗-N系列淺紫,400,台中市場,271,206,180,210.3,12
115.05.21,N06,FU641,洋桔梗-女王３彩粉,400,台中市場,138,126,120,127.6,38
115.05.21,N06,FU642,洋桔梗-斐諾淺粉,400,台中市場,148,120,71,115.5,25
115.05.21,N06,FW240,粉孔雀,400,台中市場,24,22,21,22,75
115.05.21,N06,FW472,卡斯比亞-無葉,400,台中市場,56,49,46,49.8,94
115.05.21,N06,FW560,滿天星-白,400,台中市場,130,116,101,115.7,127
115.05.21,N06,FY000,切葉類,400,台中市場,0,0,0,0,0
115.05.21,N06,FY001,尤加利葉,400,台中市場,70,46,25,46.8,378
115.05.21,N06,FY003,唐棉,400,台中市場,42,32,20,31.3,72
115.05.21,N06,FY004,黃椰心葉,400,台中市場,118,59,26,64.3,236
115.05.21,N06,FY009,電信蘭葉,400,台中市場,42,24,10,24.9,258
115.05.21,N06,FY015,葉蘭,400,台中市場,18,14,10,14,70
115.05.21,N06,FY017,八角金盤,400,台中市場,45,32,10,30.1,222
115.05.21,N06,FY021,扁柏,400,台中市場,22,22,22,22,36
115.05.21,N06,FY035,龍文蘭,400,台中市場,12,12,12,12,50
115.05.21,N06,FY050,山蘇葉,400,台中市場,25,14,10,15.6,195
115.05.21,N06,FY057,百合竹,400,台中市場,50,20,10,24,515
115.05.21,N06,FY093,水燭葉,400,台中市場,17,16,14,15.9,514
115.05.21,N06,FY118,棉花,400,台中市場,40,40,40,40,14
115.05.21,N06,FY993,白竹,400,台中市場,62,56,35,52.9,511
115.05.21,N06,FY996,蓮花竹,400,台中市場,8,8,8,8,55
115.05.21,N06,IA001,進口康乃馨-混合色,400,台中市場,120,120,120,120,30
115.05.21,N06,IA100,進口康乃馨-紅,400,台中市場,120,120,120,120,30
115.05.21,N06,IA400,進口康乃馨-粉,400,台中市場,104,104,104,104,10
115.05.21,N06,IH000,進口其它花卉,400,台中市場,65,65,65,65,100
115.05.21,N06,IH309,進口牡丹花,400,台中市場,160,150,130,148,30
115.05.21,N06,IH466,繡球花-白,400,台中市場,40,40,40,40,14
115.05.21,N06,IO201,進口虎頭蘭-大輪,400,台中市場,85,85,85,85,15
115.05.21,N06,IO519,進口石斛蘭-深紅,400,台中市場,101,100,100,100.4,100
115.05.21,N06,IW580,滿天星-染色,400,台中市場,199,196,189,195.2,21
115.05.21,N04,rest,休市,400,台中市,0,0,0,0,0
115.05.21,N06,rest,休市,400,台中市,0,0,0,0,0
115.05.21,N05,812,紅龍果-紅肉,420,豐原區,70,36.7,30,42,714.3
115.05.21,N05,859,榴槤-進口,420,豐原區,125,125,125,125,986.4
115.05.21,N05,A1,香蕉,420,豐原區,23.5,23,21.9,22.9,6948.8
115.05.21,N05,B2,鳳梨-金鑽鳳梨,420,豐原區,26.7,23.1,15.8,22.3,8391.5
115.05.21,N04,FB1,花椰菜-青梗,420,豐原區,26,22.8,13.5,21.6,1674
115.05.21,N04,FC1,胡瓜-黑刺,420,豐原區,19.5,15,11.8,15.3,1176
115.05.21,N04,FD1,花胡瓜,420,豐原區,24.3,22,13.1,20.7,944
115.05.21,N04,FE1,冬瓜-白皮,420,豐原區,8.5,5.6,2.5,5.6,2332
115.05.21,N04,FF1,絲瓜,420,豐原區,25.8,22,16.8,21.7,852
115.05.21,N04,FG1,苦瓜-白大米,420,豐原區,31.8,23.4,14.7,23.3,660
115.05.21,N04,FG2,苦瓜-青大米,420,豐原區,29.5,20.9,8.5,20.1,936
115.05.21,N04,FH3,扁蒲-花蒲,420,豐原區,14.5,8,4.5,8.6,280
115.05.21,N04,FI2,茄子-麻荸茄,420,豐原區,25.2,15.4,6.5,15.6,2348
115.05.21,N04,FJ3,番茄-牛番茄,420,豐原區,66.7,47.5,32.3,48.3,1838
115.05.21,N04,FK41,甜椒-彩色種 紅色,420,豐原區,48.5,27.4,13.5,28.9,738
115.05.21,N04,FK42,甜椒-彩色種 黃色,420,豐原區,45,30,15,30,594
115.05.21,N04,FK5,甜椒-青椒,420,豐原區,33.9,21.3,8,21.2,2610
115.05.21,N04,FM2,菜豆-青色,420,豐原區,39.6,33.4,24.2,32.8,736
115.05.21,N04,FN1,敏豆-白豆,420,豐原區,34.9,22,20.3,24.3,480
115.05.21,N04,FN5,敏豆-醜豆,420,豐原區,64,31.9,8.5,33.7,324
115.05.21,N04,FR9,青花苔-進口,420,豐原區,77.4,71.7,66.5,71.8,1104
115.05.21,N04,FT11,南瓜-木瓜型 阿成,420,豐原區,19.5,14.4,10,14.5,1222
115.05.21,N04,FT5,南瓜-青如意,420,豐原區,53.5,21.4,8.8,25.3,1062
115.05.21,N04,FT72,南瓜-栗子 小黑,420,豐原區,25,25,25,25,240
115.05.21,N04,FT97,南瓜-進口 栗子,420,豐原區,29.7,22.5,16,22.6,1206
115.05.21,N04,FU1,隼人瓜,420,豐原區,10,7.6,5,7.6,1188
115.05.21,N04,FU2,隼人瓜-瓜苗,420,豐原區,75.5,42.4,28,46.1,580
115.05.21,N04,FY4,玉米-玉米筍,420,豐原區,34,20.9,10,21.3,162
115.05.21,N04,FY41,玉米-玉米筍 帶殼,420,豐原區,31,15.5,5,16.5,1368
115.05.21,N04,FY5,玉米-糯米黑,420,豐原區,18.5,7.6,4.5,9.1,1008
115.05.21,N04,FY6,玉米-甜軟殼,420,豐原區,20,6.8,3,8.7,828
115.05.21,N04,FZ2,落花生-熟,420,豐原區,56,56,56,56,12
115.05.21,N05,G49,奇異果-進口,420,豐原區,150,116.7,100,120,250
115.05.21,N05,I1,木瓜-網室紅肉,420,豐原區,35.9,25.3,13.9,25.1,5372.7
115.05.21,N05,J1,荔枝-玉荷包,420,豐原區,125,74.1,60,81.5,522.8
115.05.21,N04,LA1,甘藍-初秋,420,豐原區,25.3,23.6,20.4,23.3,11820
115.05.21,N04,LA7,甘藍-改良尖,420,豐原區,20.3,16.3,13.9,16.6,1080
115.05.21,N04,LB1,小白菜-土白菜,420,豐原區,12,9.6,6,9.3,300
115.05.21,N04,LB2,小白菜-蚵仔白,420,豐原區,15,10.2,7,10.5,400
115.05.21,N04,LB3,小白菜-奶油白,420,豐原區,30.4,15,4.5,16,420
115.05.21,N04,LC1,包心白-包白,420,豐原區,13.3,10.4,8.8,10.7,1660
115.05.21,N04,LC3,包心白-包頭蓮,420,豐原區,15.5,13.6,12.3,13.7,1000
115.05.21,N04,LC93,包心白菜-進口 包頭蓮 ,420,豐原區,25,22,16,21.4,500
115.05.21,N04,LD1,青江白菜-小梗,420,豐原區,23.1,9.5,7,11.7,1370
115.05.21,N04,LF2,蕹菜-小葉,420,豐原區,23,19.8,10.4,18.6,1796
115.05.21,N04,LF3,蕹菜-水蕹菜,420,豐原區,36,30,19,29,420
115.05.21,N04,LG2,芹菜-白梗,420,豐原區,63.1,51.4,31,49.6,700
115.05.21,N04,LG3,芹菜-西洋芹菜,420,豐原區,15,13.5,12,13.5,300
115.05.21,N04,LH2,菠菜-角葉,420,豐原區,44,33.9,23.5,33.8,300
115.05.21,N04,LI3,萵苣菜-本島圓葉,420,豐原區,33,20.2,3,19.3,150
115.05.21,N04,LI5,萵苣菜-油麥菜,420,豐原區,15.1,11,5.7,10.8,1220
115.05.21,N04,LK3,芥藍菜-芥藍芽,420,豐原區,46.4,30.2,10.7,29.5,1060
115.05.21,N04,LM1,莧菜-紅莧菜,420,豐原區,47.5,35.3,25,35.7,420
115.05.21,N04,LM2,莧菜-白莧菜,420,豐原區,46.2,37.4,23.9,36.5,1060
115.05.21,N04,LN1,油菜,420,豐原區,11,8.8,5,8.5,200
115.05.21,N04,LO1,甘薯葉,420,豐原區,25.6,15.9,7.7,16.2,800
115.05.21,N04,LP1,芫荽,420,豐原區,121,86.6,28.8,81.9,490
115.05.21,N04,LP2,九層塔,420,豐原區,45,27.7,12.2,28.1,492
115.05.21,N04,LQ1,紅鳳菜-紅鳳菜,420,豐原區,29,20.3,11.5,20.3,252
115.05.21,N04,LT3,海菜-水蓮,420,豐原區,99,92.9,82,91.9,300
115.05.21,N04,MC1,濕木耳,420,豐原區,77.5,53.2,30,53.4,250
115.05.21,N04,MD1,濕香菇,420,豐原區,110,91,37,84,84
115.05.21,N04,ME1,金絲菇-金針菇,420,豐原區,35,19.3,7,20,225
115.05.21,N04,MF1,蠔菇-鮑魚菇,420,豐原區,60,60,60,60,20
115.05.21,N04,MI1,秀珍菇,420,豐原區,85,85,85,85,18
115.05.21,N04,MJ1,杏鮑菇,420,豐原區,45,39.2,26,37.7,396
115.05.21,N04,MX1,其他菇類,420,豐原區,92,38.7,24.5,46.5,290
115.05.21,N05,N2,李-桃接李,420,豐原區,44.6,38,28.6,37.4,496.7
115.05.21,N04,OX1,其他,420,豐原區,100,61.1,50,66.7,2250
115.05.21,N05,P1,番石榴-珍珠芭,420,豐原區,48.9,34.7,25,35.6,2528.6
115.05.21,N05,R1,芒果-愛文,420,豐原區,83.7,20,20,32.7,916.7
115.05.21,N05,S1,葡萄-巨峰,420,豐原區,100,48.6,40,57.1,525
115.05.21,N04,SA3,蘿蔔-矸仔,420,豐原區,12,7.8,4.8,8,1800
115.05.21,N04,SA9,蘿蔔-進口,420,豐原區,19,15.9,12.5,15.9,600
115.05.21,N04,SB2,胡蘿蔔-清洗,420,豐原區,17,16.7,9,15.2,1240
115.05.21,N04,SC1,馬鈴薯-本產,420,豐原區,23.2,16.4,9.3,16.3,1032
115.05.21,N04,SD1,洋蔥-本產,420,豐原區,20,15.9,5,14.5,420
115.05.21,N04,SE6,青蔥-粉蔥,420,豐原區,59.5,50,31,48.1,1750
115.05.21,N04,SF4,韭菜-青頭,420,豐原區,32.5,24.7,15,24.3,378
115.05.21,N04,SG2,大蒜-軟梗,420,豐原區,57,27.7,16,31.2,720
115.05.21,N04,SG6,大蒜-蒜仁,420,豐原區,110,89.7,80,91.8,132
115.05.21,N04,SJ2,芋-檳榔心芋,420,豐原區,49,39.6,36,40.8,960
115.05.21,N04,SO1,甘薯-臺農57號,420,豐原區,18,14.8,9.5,14.4,1260
115.05.21,N04,SO3,甘薯-臺農66號,420,豐原區,12.5,9.3,5.5,9.2,810
115.05.21,N04,SP1,薑-老薑,420,豐原區,138,90.5,77,97.3,1008
115.05.21,N04,SP2,薑-嫩薑,420,豐原區,105,88,83,90.4,126
115.05.21,N04,SQ1,茭白筍-帶殼,420,豐原區,79.5,63.9,51.5,64.5,738
115.05.21,N04,SU21,薯蕷-白薯蕷 人參,420,豐原區,70.2,42,20,43.2,648
115.05.21,N04,SX1,芽菜類-綠豆芽,420,豐原區,20,20,20,20,490
115.05.21,N05,T1,西瓜-大西瓜,420,豐原區,18.1,15,10,14.6,7175.5
115.05.21,N05,T5,西瓜-黃肉,420,豐原區,11.8,9.4,5.5,9.1,14821.7
115.05.21,N05,V1,甜瓜-美濃,420,豐原區,36.9,26.3,13.9,25.9,4047.7
115.05.21,N05,X69,蘋果-富士進口,420,豐原區,125.2,110,106.9,112.4,488.5
115.05.21,N05,Y1,桃子-水蜜桃,420,豐原區,150,150,150,150,2
115.05.21,N05,Y19,桃子-水蜜桃進口,420,豐原區,250,250,250,250,124.8
115.05.21,N05,Y3,桃子-甜桃,420,豐原區,125,77.1,60,83.2,389.2
115.05.21,N05,C2,茂谷柑,423,東勢鎮,108.3,108.3,108.3,108.3,54
115.05.21,N05,F5,雜柑-無子檸檬,423,東勢鎮,83.3,83.3,83.3,83.3,40.8
115.05.21,N05,N2,李-桃接李,423,東勢鎮,50,33.3,33.3,35.26,72.6
115.05.21,N05,N3,李-紅肉李,423,東勢鎮,124.8,79.1,51.1,86.46,1652.4
115.05.21,N05,O2,梨-秋水梨,423,東勢鎮,189.8,128.9,57.6,117.36,10569.6
115.05.21,N05,Y0,桃子-其他,423,東勢鎮,191.6,103.7,47.3,98.62,11343
115.05.21,N05,Y1,桃子-水蜜桃,423,東勢鎮,216.6,161.8,86.9,156.82,154.8
115.05.21,N05,Y2,桃子-鶯歌桃,423,東勢鎮,66.6,41.7,27.7,45.24,42
115.05.21,N05,Y3,桃子-甜桃,423,東勢鎮,144.6,92.3,59.6,88.49,72.3
115.05.21,N05,Y4,桃子-早桃,423,東勢鎮,86,61.3,31.9,56.46,1684.8
115.05.21,N05,Y5,桃子-福壽桃,423,東勢鎮,91.6,91.6,83.3,83.33,60
115.05.21,N04,FB1,花椰菜-青梗,512,永靖鄉,60,18,15,18,9000
115.05.21,N04,FC1,胡瓜-黑刺,512,永靖鄉,42,19,15,19.5,3000
115.05.21,N04,FF1,絲瓜,512,永靖鄉,42,40,38,40.3,970
115.05.21,N04,FG1,苦瓜-白大米,512,永靖鄉,50,49,48,49.3,1080
115.05.21,N04,FH3,扁蒲-花蒲,512,永靖鄉,25,25,25,25,757
115.05.21,N04,FI2,茄子-麻荸茄,512,永靖鄉,57,50,48,50.3,535
115.05.21,N04,FM2,菜豆-青色,512,永靖鄉,75,24,17,24.5,8000
115.05.21,N04,LA1,甘藍-初秋,512,永靖鄉,23,15,10,15.3,10533
115.05.21,N04,LC1,包心白-包白,512,永靖鄉,18,13,8,13.5,11830
115.05.21,N06,FA800,康乃馨-多朵(混色),514,彰化市場,20,20,20,20,120
115.05.21,N06,FA810,康乃馨-多朵紅,514,彰化市場,20,20,20,20,30
115.05.21,N06,FA812,康乃馨-波斯桃紅,514,彰化市場,21,20,20,20,90
115.05.21,N06,FA872,康乃馨-史波特,514,彰化市場,21,21,21,21,30
115.05.21,N06,FA887,康乃馨-多朵白帶紫,514,彰化市場,20,20,20,20,30
115.05.21,N06,FB000,火鶴花,514,彰化市場,13,11,6,10,155
115.05.21,N06,FB001,火鶴花-混色,514,彰化市場,5,5,5,5,40
115.05.21,N04,FB1,花椰菜-青梗,514,溪湖鎮,32.7,26.9,18.9,26.5,19058
115.05.21,N06,FB103,火鶴花-紅青心,514,彰化市場,17,17,17,17,86
115.05.21,N06,FB106,火鶴花-丘比特,514,彰化市場,19,11,7,12,908
115.05.21,N06,FB111,火鶴花-月光,514,彰化市場,12,8,5,8,600
115.05.21,N06,FB113,火鶴花-紅鈴,514,彰化市場,15,12,5,11,810
115.05.21,N06,FB115,火鶴花-維納斯,514,彰化市場,15,12,7,12,795
115.05.21,N06,FB407,火鶴花-夢幻,514,彰化市場,14,8,5,9,1303
115.05.21,N06,FB415,火鶴花-羅莎,514,彰化市場,16,15,11,14,471
115.05.21,N06,FB419,火鶴花-太極,514,彰化市場,11,8,5,8,359
115.05.21,N06,FB607,火鶴花-月亮女神,514,彰化市場,13,12,6,11,141
115.05.21,N06,FB608,火鶴花-戀愛,514,彰化市場,14,12,11,12,165
115.05.21,N04,FC1,胡瓜-黑刺,514,溪湖鎮,32.7,24.2,19.8,25,893
115.05.21,N06,FC316,大菊-黃精競,514,彰化市場,48,36,24,36,270
115.05.21,N06,FC601,大菊-日本白,514,彰化市場,158,146,128,145,121
115.05.21,N06,FC613,大菊-白天星,514,彰化市場,102,56,33,61,1402
115.05.21,N06,FC800,大菊-染色大菊,514,彰化市場,75,58,48,60,199
115.05.21,N06,FC802,染大菊-芭迪卡,514,彰化市場,100,76,54,76,235
115.05.21,N06,FC804,染大菊-白天星,514,彰化市場,161,105,59,107,223
115.05.21,N06,FC805,染大菊-白東洋,514,彰化市場,20,20,20,20,60
115.05.21,N06,FC807,染大菊-梅西,514,彰化市場,45,44,43,44,37
115.05.21,N06,FD001,小菊-混合色,514,彰化市場,46,46,46,46,9
115.05.21,N04,FD1,花胡瓜,514,溪湖鎮,47.4,36.4,28,36.9,830
115.05.21,N06,FD100,小菊-紅,514,彰化市場,69,67,64,67,60
115.05.21,N06,FD131,小菊-小紅娘,514,彰化市場,60,47,40,48,242
115.05.21,N06,FD138,小菊-卡洛琳,514,彰化市場,79,71,56,70,255
115.05.21,N06,FD200,小菊-金,514,彰化市場,75,48,31,50,588
115.05.21,N06,FD300,小菊-黃,514,彰化市場,48,44,37,43,294
115.05.21,N06,FD308,小菊-黃丁字菊,514,彰化市場,74,70,46,66,200
115.05.21,N06,FD309,小菊-日本黃,514,彰化市場,74,74,74,74,25
115.05.21,N06,FD400,小菊-粉,514,彰化市場,79,67,66,69,77
115.05.21,N06,FD422,小菊-吉祥小粉,514,彰化市場,48,48,48,48,25
115.05.21,N06,FD423,小菊-粉日記,514,彰化市場,88,64,32,63,550
115.05.21,N06,FD456,小菊-卡洛粉,514,彰化市場,88,59,49,63,344
115.05.21,N06,FD635,小菊-林克小白,514,彰化市場,105,94,66,91,115
115.05.21,N06,FD645,小菊-白斯不列,514,彰化市場,168,103,85,112,578
115.05.21,N06,FD800,小菊-染色小菊,514,彰化市場,39,39,39,39,120
115.05.21,N06,FD801,染小菊-芬蘭,514,彰化市場,109,95,64,91,101
115.05.21,N06,FD802,染小菊-白鑽石,514,彰化市場,46,46,46,46,50
115.05.21,N06,FE001,非洲菊-混合色,514,彰化市場,34,28,22,28,900
115.05.21,N04,FE1,冬瓜-白皮,514,溪湖鎮,31.9,27,22.9,27.2,408
115.05.21,N06,FE100,非洲菊-紅,514,彰化市場,36,36,36,36,30
115.05.21,N06,FE110,非洲菊-卡布,514,彰化市場,47,37,35,39,120
115.05.21,N06,FE201,非洲菊-太陽神,514,彰化市場,20,20,20,20,25
115.05.21,N06,FE205,非洲菊-哈利熊,514,彰化市場,35,32,25,31,290
115.05.21,N06,FE302,非洲菊-金爵,514,彰化市場,23,23,23,23,90
115.05.21,N06,FE400,非洲菊-粉,514,彰化市場,42,42,42,42,30
115.05.21,N06,FE409,非洲菊-粉紅魅力,514,彰化市場,41,41,41,41,30
115.05.21,N06,FE415,非洲菊-粉美麗,514,彰化市場,25,25,25,25,28
115.05.21,N06,FE416,非洲菊-熱情粉,514,彰化市場,51,38,22,38,660
115.05.21,N06,FE600,非洲菊-白,514,彰化市場,41,35,21,33,170
115.05.21,N06,FE900,非洲菊-迷你混色,514,彰化市場,59,53,41,52,99
115.05.21,N04,FF1,絲瓜,514,溪湖鎮,39,30,20.9,30,4288
115.05.21,N04,FG1,苦瓜-白大米,514,溪湖鎮,48.4,38.6,27.7,38.4,3595
115.05.21,N06,FG105,劍蘭-２３５號,514,彰化市場,71,71,71,71,32
115.05.21,N06,FG113,劍蘭-新種紅,514,彰化市場,49,49,49,49,20
115.05.21,N06,FG116,劍蘭-雙色金紅,514,彰化市場,85,82,79,82,114
115.05.21,N04,FG2,苦瓜-青大米,514,溪湖鎮,50,40.7,40,42.4,82
115.05.21,N04,FG3,苦瓜-山苦瓜,514,溪湖鎮,42,42,42,42,15
115.05.21,N06,FG406,劍蘭-青殼粉,514,彰化市場,72,66,65,67,50
115.05.21,N06,FH000,其它花卉,514,彰化市場,78,38,6,40,78
115.05.21,N06,FH004,八卦草(黃河),514,彰化市場,26,26,26,26,30
115.05.21,N06,FH006,黃梔花,514,彰化市場,63,44,35,46,746
115.05.21,N06,FH008,洋甘菊,514,彰化市場,130,114,90,112,36
115.05.21,N06,FH112,小天堂鳥-桔帶紅,514,彰化市場,71,61,37,59,76
115.05.21,N06,FH131,鶴焦,514,彰化市場,25,23,6,20,40
115.05.21,N06,FH137,觀音蓮,514,彰化市場,9,9,9,9,66
115.05.21,N06,FH139,石玫瑰,514,彰化市場,28,28,28,28,35
115.05.21,N06,FH195,玉蘭花,514,彰化市場,200,200,200,200,8
115.05.21,N06,FH251,秀線,514,彰化市場,81,64,50,65,300
115.05.21,N06,FH293,向日葵-單瓣,514,彰化市場,167,139,75,132,114
115.05.21,N04,FH3,扁蒲-花蒲,514,溪湖鎮,29.5,22,14.1,21.9,766
115.05.21,N06,FH330,雞冠花,514,彰化市場,64,64,64,64,12
115.05.21,N06,FH331,雞冠花-清紅,514,彰化市場,80,76,71,76,32
115.05.21,N06,FH381,麒麟草,514,彰化市場,41,37,27,36,523
115.05.21,N06,FH466,繡球花-白,514,彰化市場,30,30,30,30,48
115.05.21,N06,FH670,茉莉花,514,彰化市場,24,24,24,24,30
115.05.21,N06,FH710,深山櫻,514,彰化市場,113,86,54,85,48
115.05.21,N06,FH750,百子蓮(愛情花),514,彰化市場,40,18,10,21,271
115.05.21,N04,FI2,茄子-麻荸茄,514,溪湖鎮,39.7,22,20,25.1,331
115.05.21,N04,FJ1,番茄-黑柿,514,溪湖鎮,30,30,30,30,55
115.05.21,N04,FK5,甜椒-青椒,514,溪湖鎮,72.2,69.5,60,68.2,225
115.05.21,N04,FM1,菜豆-白色,514,溪湖鎮,63.1,50.4,36.6,50.2,653
115.05.21,N04,FM2,菜豆-青色,514,溪湖鎮,50,43.9,40,44.3,103
115.05.21,N04,FN1,敏豆-白豆,514,溪湖鎮,103.3,95.3,74.3,92.7,91
115.05.21,N04,FN5,敏豆-醜豆,514,溪湖鎮,90,68.1,60,70.9,126
115.05.21,N06,FO003,腎藥蘭-曼谷火焰,514,彰化市場,12,9,5,9,770
115.05.21,N06,FO007,千代蘭,514,彰化市場,9,6,5,6,880
115.05.21,N06,FO009,萬代蘭,514,彰化市場,12,12,12,12,60
115.05.21,N06,FO335,檸檬綠文心蘭,514,彰化市場,98,89,65,86,487
115.05.21,N06,FO663,蝴蝶蘭-白黃心,514,彰化市場,40,40,37,39,40
