交易日期,種類代碼,作物代號,作物名稱,市場代號,市場名稱,上價,中價,下價,平均價,交易量
115.05.23,N05,rest,休市,400,台中市,0,0,0,0,0
115.05.23,N05,rest,休市,514,溪湖鎮,0,0,0,0,0
115.05.23,N05,rest,休市,700,台南市場,0,0,0,0,0
115.05.23,N05,rest,休市,800,高雄市,0,0,0,0,0
115.05.22,N05,11,椰子,104,台北二,21.4,18.5,14.6,18.3,2650
115.05.22,N05,41,梅,104,台北二,60,60,60,60,360
115.05.22,N05,43,桑椹,104,台北二,68,68,68,68,96
115.05.22,N05,459,草莓-進口,104,台北二,222.2,222.2,222.2,222.2,21
115.05.22,N05,469,藍莓-進口,104,台北二,333.3,235.1,95,226.7,262
115.05.22,N05,50,百香果-其他,104,台北二,200,196.1,180,193.7,342
115.05.22,N05,51,百香果-改良種,104,台北二,197.7,74.7,33.7,91.1,2293
115.05.22,N05,70,小番茄-其他,104,台北二,113.2,52.8,46.7,63.7,642
115.05.22,N05,72,小番茄-聖女,104,台北二,74.9,58.8,36.4,57.5,5575
115.05.22,N05,74,小番茄-玉女,104,台北二,299.5,115,52.4,139.4,1944
115.05.22,N05,811,紅龍果-白肉,104,台北二,145,145,145,145,8
115.05.22,N05,812,紅龍果-紅肉,104,台北二,154.2,115.7,71.1,114.5,2023
115.05.22,N05,813,紅龍果-雙色紅龍果,104,台北二,134.5,88.1,65,92.8,104
115.05.22,N05,839,櫻桃-進口,104,台北二,293.3,293.3,293.3,293.3,50
115.05.22,N05,859,榴槤-進口,104,台北二,141.7,82,80,93.5,4850
115.05.22,N05,91,其他,104,台北二,67.4,40.3,28,43.3,361
115.05.22,N05,919,其他-進口,104,台北二,373.3,373.3,373.3,373.3,100
115.05.22,N05,A0,香蕉-其他,104,台北二,7,5.3,5,5.6,66
115.05.22,N05,A1,香蕉,104,台北二,39.5,25,16.9,26.3,16136
115.05.22,N05,A2,香蕉-芭蕉紅芭蕉,104,台北二,61.5,43.3,22.8,42.8,4391
115.05.22,N05,A3,香蕉-旦蕉,104,台北二,43.9,28.6,24.5,30.8,152
115.05.22,N05,A4,香蕉-越旦,104,台北二,41.6,22,18.3,25.2,1150
115.05.22,N05,B2,鳳梨-金鑽鳳梨,104,台北二,34.8,24.6,18.6,25.5,36342
115.05.22,N05,B6,鳳梨-甜蜜蜜,104,台北二,45,26.2,18.6,28.4,3746
115.05.22,N05,C2,茂谷柑,104,台北二,46.3,44.9,31.8,42.6,1160
115.05.22,N05,C9,柑橘-進口,104,台北二,566.7,566.7,559.1,565.2,44
115.05.22,N05,E9,甜橙-進口,104,台北二,65.4,54.8,53.3,56.6,2380
115.05.22,N05,F0,雜柑-其他,104,台北二,45,45,45,45,12
115.05.22,N05,F1,雜柑-檸檬,104,台北二,72.2,57.8,54,59.9,1185
115.05.22,N05,F4,雜柑-桔子,104,台北二,178.4,105.5,70,113,167
115.05.22,N05,F5,雜柑-無子檸檬,104,台北二,115.4,75.6,46.2,77.7,1916
115.05.22,N05,F6,雜柑-黃金檸檬,104,台北二,90,89.2,80,87.6,53
115.05.22,N05,F9,雜柑-進口,104,台北二,866.8,866.8,866.8,866.8,4
115.05.22,N04,FA1,黃秋葵,104,台北二,83.5,42.8,10.7,44.5,3104
115.05.22,N04,FB1,花椰菜-青梗,104,台北二,58.7,30.9,12.8,32.8,4008
115.05.22,N04,FC1,胡瓜-黑刺,104,台北二,26.4,13.6,7.4,14.9,9534
115.05.22,N04,FD0,花胡瓜-其他,104,台北二,56.6,34.8,11.2,34.4,1690
115.05.22,N04,FD1,花胡瓜,104,台北二,32.9,21.4,10.2,21.4,21477
115.05.22,N04,FE1,冬瓜-白皮,104,台北二,14.7,10.8,5.9,10.6,4573
115.05.22,N04,FF0,絲瓜-其他,104,台北二,39.6,24.2,13.8,25.2,4330
115.05.22,N04,FF1,絲瓜,104,台北二,40,23.5,9.2,23.9,14431
115.05.22,N04,FF2,絲瓜-角瓜,104,台北二,26.7,23.7,16.9,23,967
115.05.22,N04,FG0,苦瓜-其他,104,台北二,52.4,29.5,16.5,31.5,2376
115.05.22,N04,FG1,苦瓜-白大米,104,台北二,40.5,27.1,14.5,27.2,10820
115.05.22,N04,FG3,苦瓜-山苦瓜,104,台北二,110,110,110,110,13
115.05.22,N04,FG4,苦瓜-翠綠,104,台北二,31.3,21.7,11.6,21.6,775
115.05.22,N04,FH1,扁蒲-長形,104,台北二,5,4.9,4,4.8,320
115.05.22,N04,FH3,扁蒲-花蒲,104,台北二,20,10.2,4.4,11,4691
115.05.22,N04,FH4,扁蒲-梨子蒲,104,台北二,22.8,14.5,7.9,14.8,4607
115.05.22,N04,FI0,茄子-其他,104,台北二,44.2,24.7,12.8,26.2,448
115.05.22,N04,FI2,茄子-麻荸茄,104,台北二,28.9,15.4,8.4,16.7,11930
115.05.22,N04,FI3,茄子-日本種,104,台北二,30.3,10.2,7.2,13.6,321
115.05.22,N04,FJ1,番茄-黑柿,104,台北二,60.6,33.2,17,35.4,289
115.05.22,N04,FJ2,番茄-粉柿,104,台北二,32,31,30,31,23
115.05.22,N04,FJ3,番茄-牛番茄,104,台北二,69.3,60.3,43.9,58.8,13629
115.05.22,N04,FK3,甜椒-新香,104,台北二,10,10,10,10,24
115.05.22,N04,FK40,甜椒-彩色種 其他,104,台北二,71.9,27,20,34.6,195
115.05.22,N04,FK41,甜椒-彩色種 紅色,104,台北二,95.8,41,19.1,47.6,1013
115.05.22,N04,FK42,甜椒-彩色種 黃色,104,台北二,100.8,56.1,23,58.4,678
115.05.22,N04,FK5,甜椒-青椒,104,台北二,55,37.8,18.7,37.4,3179
115.05.22,N04,FK6,甜椒-水果彩椒,104,台北二,170.1,90.3,47.1,97.6,455
115.05.22,N04,FK9,甜椒-進口,104,台北二,90,90,90,90,205
115.05.22,N04,FK94,甜椒-進口 彩色種,104,台北二,75.9,22.4,18,32.2,190
115.05.22,N04,FL5,豌豆-豌豆苗,104,台北二,200,200,200,200,12
115.05.22,N04,FL6,豌豆-甜豌豆,104,台北二,150,140.7,130,140.4,50
115.05.22,N04,FL9,豌豆-進口,104,台北二,150,146.9,130,144.2,480
115.05.22,N04,FL92,豌豆-進口 紅花,104,台北二,150,141.4,130,140.9,140
115.05.22,N04,FL96,豌豆-進口 甜豌豆,104,台北二,150,150,150,150,200
115.05.22,N04,FM1,菜豆-白色,104,台北二,50.9,46.8,32,44.6,115
115.05.22,N04,FM2,菜豆-青色,104,台北二,38.3,24.4,13.2,24.9,6870
115.05.22,N04,FM3,菜豆-紅色,104,台北二,38,38,38,38,60
115.05.22,N04,FN1,敏豆-白豆,104,台北二,120.7,65.4,23.4,68,4592
115.05.22,N04,FN5,敏豆-醜豆,104,台北二,94.9,63.1,28.5,62.5,889
115.05.22,N04,FP1,萊豆-豆莢,104,台北二,90,80,70,80,200
115.05.22,N04,FP2,萊豆-豆仁,104,台北二,150,145,140,145,20
115.05.22,N04,FP3,鵲豆-肉豆,104,台北二,45,45,45,45,6
115.05.22,N04,FQ1,毛豆-豆莢,104,台北二,75,69.4,34.6,63.6,330
115.05.22,N04,FQ2,毛豆-豆仁,104,台北二,145.8,118.5,83.5,116.9,613
115.05.22,N04,FR1,青花苔,104,台北二,70,53.8,23.1,50.9,1308
115.05.22,N04,FR2,青花苔-青花筍,104,台北二,70,70,70,70,40
115.05.22,N04,FR9,青花苔-進口,104,台北二,77.3,66,56,66.2,8582
115.05.22,N04,FT0,南瓜-其他,104,台北二,24.4,19.2,10,18.4,428
115.05.22,N04,FT11,南瓜-木瓜型 阿成,104,台北二,27.1,20.7,15.1,20.8,5495
115.05.22,N04,FT12,南瓜-木瓜型 阿嬌,104,台北二,20,18.8,18,18.9,220
115.05.22,N04,FT2,南瓜-圓形,104,台北二,31.6,18,15.8,20.3,1783
115.05.22,N04,FT5,南瓜-青如意,104,台北二,57,29.9,12,31.7,6742
115.05.22,N04,FT6,南瓜-東昇,104,台北二,25,25,25,25,40
115.05.22,N04,FT7,南瓜-栗子,104,台北二,35,32.9,25,31.7,119
115.05.22,N04,FT72,南瓜-栗子 小黑,104,台北二,40,36.3,36,37,80
115.05.22,N04,FT91,南瓜-進口 木瓜型,104,台北二,22.1,12.7,10,14.1,515
115.05.22,N04,FT96,南瓜-進口 東昇,104,台北二,20,18.4,18,18.7,60
115.05.22,N04,FT97,南瓜-進口 栗子,104,台北二,42.9,37.3,17.1,34.4,2274
115.05.22,N04,FU1,隼人瓜,104,台北二,13.9,9.9,6.4,10,3069
115.05.22,N04,FU2,隼人瓜-瓜苗,104,台北二,72.2,57.1,42.2,57.1,3084
115.05.22,N04,FV0,辣椒-其他,104,台北二,44.6,33.9,26,34.5,68
115.05.22,N04,FV1,辣椒-紅小,104,台北二,154.1,84.2,23.9,86.1,377
115.05.22,N04,FV2,辣椒-青小,104,台北二,58.5,37.4,25,39.2,106
115.05.22,N04,FV4,辣椒-朝天椒,104,台北二,58.7,37.6,14.3,37.2,1807
115.05.22,N04,FV5,辣椒-青龍,104,台北二,60,52.9,50,53.8,20
115.05.22,N04,FV6,辣椒-糯米椒,104,台北二,120.8,102.4,61.8,97.9,313
115.05.22,N04,FV9,辣椒-進口,104,台北二,120,120,120,120,70
115.05.22,N04,FW1,金針花,104,台北二,162.4,126.4,80,124.3,503
115.05.22,N04,FX2,虎豆-福豆,104,台北二,150,150,150,150,3
115.05.22,N04,FY0,玉米-其他,104,台北二,38,24.6,7.5,23.9,360
115.05.22,N04,FY4,玉米-玉米筍,104,台北二,165,67.6,20.7,77.7,246
115.05.22,N04,FY41,玉米-玉米筍 帶殼,104,台北二,15.7,7.3,4,8.3,4014
115.05.22,N04,FY5,玉米-糯米黑,104,台北二,39.3,29.7,18.1,29.3,2999
115.05.22,N04,FY6,玉米-甜軟殼,104,台北二,30,20,9.2,19.8,13060
115.05.22,N04,FY8,玉米-白龍王,104,台北二,37.4,27.1,15.8,26.9,2980
115.05.22,N04,FY9,玉米-進口,104,台北二,230,227.1,210,224.3,84
115.05.22,N04,FY94,玉米-進口 玉米筍,104,台北二,235,203.5,178.4,204.8,500
115.05.22,N04,FZ1,落花生-生,104,台北二,85,77.3,75,78.4,59
115.05.22,N04,FZ2,落花生-熟,104,台北二,100,100,100,100,30
115.05.22,N05,G1,蛋黃果-仙桃,104,台北二,17,10.4,10,11.7,21
115.05.22,N05,G3,酪梨,104,台北二,150.4,104.3,78.3,108.3,1668
115.05.22,N05,G39,酪梨-進口,104,台北二,210,210,210,210,30
115.05.22,N05,G49,奇異果-進口,104,台北二,192.8,106.3,60.1,114.4,1508
115.05.22,N05,G7,橄欖,104,台北二,15,13.4,12,13.5,45
115.05.22,N05,G9,波蘿蜜,104,台北二,23.7,13.2,10,14.7,319
115.05.22,N05,G91,榴槤蜜,104,台北二,35,31.8,27.4,31.6,225
115.05.22,N05,H49,葡萄柚-紅肉進口,104,台北二,26.7,26.7,26.7,26.7,400
115.05.22,N05,I1,木瓜-網室紅肉,104,台北二,56.9,33.4,24,36.2,21707
115.05.22,N05,I3,木瓜-日昇種,104,台北二,194.5,64.4,40.4,85.6,702
115.05.22,N05,I4,木瓜-青木瓜,104,台北二,65.6,22.2,7.6,28,637
115.05.22,N05,J0,荔枝-其他,104,台北二,83.2,60.4,45,61.9,288
115.05.22,N05,J1,荔枝-玉荷包,104,台北二,183.5,128.6,90.1,131.9,7519
115.05.22,N05,L9,枇杷-進口,104,台北二,400,400,400,400,5
115.05.22,N04,LA0,甘藍-其他,104,台北二,12,12,12,12,600
115.05.22,N04,LA1,甘藍-初秋,104,台北二,25,20.6,14.3,20.2,63568
115.05.22,N04,LA2,甘藍-改良種,104,台北二,20.2,17.2,16.8,17.8,16170
115.05.22,N04,LA4,甘藍-紫色,104,台北二,28,15.2,10,16.8,120
115.05.22,N04,LA5,甘藍-甘藍心,104,台北二,50,47.8,45,47.7,174
115.05.22,N04,LA6,甘藍-甘藍芽,104,台北二,46,39.3,35,39.8,256
115.05.22,N04,LA92,甘藍-進口 改良種,104,台北二,15,15,15,15,1620
115.05.22,N04,LB1,小白菜-土白菜,104,台北二,25.8,11.4,5.4,13.1,1170
115.05.22,N04,LB2,小白菜-蚵仔白,104,台北二,16.7,9.3,5.4,10,13759
115.05.22,N04,LB3,小白菜-奶油白,104,台北二,24.1,11.8,4.9,12.9,1275
115.05.22,N04,LB8,小白菜-水耕,104,台北二,54,46.7,40,46.8,185
115.05.22,N04,LC0,包心白-其他,104,台北二,100,93.8,31,82.5,236
115.05.22,N04,LC1,包心白-包白,104,台北二,11,7.6,5,7.7,15295
115.05.22,N04,LC90,包心白菜-進口 其他,104,台北二,76.3,66.5,46,64.4,1727
115.05.22,N04,LC93,包心白菜-進口 包頭蓮 ,104,台北二,23,21.5,15.7,20.6,8785
115.05.22,N04,LD1,青江白菜-小梗,104,台北二,20.7,9.6,4.6,10.8,9060
115.05.22,N04,LE1,皇宮菜-小葉,104,台北二,70.8,35,19,38.9,1259
115.05.22,N04,LE2,皇宮菜-大葉,104,台北二,39,23.8,15.8,25.3,136
115.05.22,N04,LF2,蕹菜-小葉,104,台北二,23.4,13.2,6.1,13.8,11793
115.05.22,N04,LF3,蕹菜-水蕹菜,104,台北二,82.8,70.6,39.6,66.8,927
115.05.22,N04,LG2,芹菜-白梗,104,台北二,81.2,64.4,33.2,61.5,2855
115.05.22,N04,LG3,芹菜-西洋芹菜,104,台北二,30,30,30,30,180
115.05.22,N04,LG9,芹菜-進口,104,台北二,44.2,42.4,32.6,40.8,610
115.05.22,N04,LH1,菠菜-圓葉,104,台北二,20,20,20,20,36
115.05.22,N04,LH2,菠菜-角葉,104,台北二,49.6,25.7,9.8,27.3,4214
115.05.22,N04,LI0,萵苣菜-其他,104,台北二,168.5,101.5,26.7,99.9,447
115.05.22,N04,LI1,萵苣菜-廣東菜,104,台北二,7,7,7,7,30
115.05.22,N04,LI2,萵苣菜-結球萵,104,台北二,54.6,34.5,11.3,33.9,2648
115.05.22,N04,LI3,萵苣菜-本島圓葉,104,台北二,39.5,22.5,11,23.6,3405
115.05.22,N04,LI5,萵苣菜-油麥菜,104,台北二,21.2,10.8,4.8,11.7,11433
115.05.22,N04,LI6,萵苣菜-蘿美,104,台北二,67,23.9,11.3,30,560
115.05.22,N04,LI72,萵苣菜-綠捲,104,台北二,40,40,40,40,14
115.05.22,N04,LI8,萵苣菜-水耕,104,台北二,61.4,51.6,37.4,50.7,1875
115.05.22,N04,LI9,萵苣菜-進口,104,台北二,60,60,60,60,40
115.05.22,N04,LI91,萵苣菜-進口 廣東萵,104,台北二,42,42,42,42,96
115.05.22,N04,LI92,萵苣菜-進口 結球萵,104,台北二,57.3,31.2,12.4,32.7,2278
115.05.22,N04,LI96,萵苣菜-進口 蘿美,104,台北二,94.7,69.6,25,65.7,315
115.05.22,N04,LJ1,芥菜-芥菜仁,104,台北二,23,23,23,23,60
115.05.22,N04,LJ3,芥菜-大芥菜,104,台北二,14,5.4,4,6.8,912
115.05.22,N04,LJ4,芥菜-小芥菜,104,台北二,17.1,9.3,6.4,10.3,522
115.05.22,N04,LK2,芥藍菜,104,台北二,13.9,6.6,4,7.6,2172
115.05.22,N04,LK3,芥藍菜-芥藍芽,104,台北二,127.5,53.1,14.1,60.2,2794
115.05.22,N04,LM1,莧菜-紅莧菜,104,台北二,30,26.5,22.1,26.3,632
115.05.22,N04,LM2,莧菜-白莧菜,104,台北二,33.1,21,8.6,20.9,5217
115.05.22,N04,LN1,油菜,104,台北二,14.1,9.9,5.1,9.8,3897
115.05.22,N04,LN2,油菜-小松菜,104,台北二,24.8,20.2,15.3,20.1,405
115.05.22,N04,LO1,甘薯葉,104,台北二,51.6,18,7.2,22.6,10656
115.05.22,N04,LP1,芫荽,104,台北二,109.2,42.1,17.3,50.6,1998
115.05.22,N04,LP2,九層塔,104,台北二,73.2,37.1,13.2,39.5,1517
115.05.22,N04,LQ1,紅鳳菜-紅鳳菜,104,台北二,45.9,38.7,21.8,36.7,862
115.05.22,N04,LS1,茴香,104,台北二,60,60,60,60,5
115.05.22,N04,LT2,海菜-海帶,104,台北二,50,50,41.7,48.4,109
115.05.22,N04,LT3,海菜-水蓮,104,台北二,118.9,98.1,76.6,98,1539
115.05.22,N04,LV1,巴西利,104,台北二,10,10,10,10,15
115.05.22,N04,LX1,蕨菜-過貓,104,台北二,41.7,36,30,36,217
115.05.22,N04,LX2,蕨菜-山蘇,104,台北二,190,190,190,190,30
115.05.22,N04,LZ2,藤川七-川七葉,104,台北二,59,39.2,30,41.3,45
115.05.22,N04,MA0,洋菇-其他,104,台北二,130,130,130,130,2
115.05.22,N04,MA1,洋菇,104,台北二,259,208.5,167,210.3,34
115.05.22,N04,MA2,洋菇-盒裝,104,台北二,342.1,147.2,65,169.7,450
115.05.22,N04,MB1,草菇,104,台北二,130,130,130,130,7
115.05.22,N04,MC1,濕木耳,104,台北二,122.3,81.2,23.1,77.8,1097
115.05.22,N04,MD1,濕香菇,104,台北二,152.6,84.6,41.7,89.6,1698
115.05.22,N04,ME1,金絲菇-金針菇,104,台北二,42.7,28.7,16,29,1035
115.05.22,N04,ME2,金絲菇-盒裝,104,台北二,26,25.3,23.5,25.1,1200
115.05.22,N04,MF1,蠔菇-鮑魚菇,104,台北二,92,92,92,92,12
115.05.22,N04,MI1,秀珍菇,104,台北二,97,97,60.8,89.8,276
115.05.22,N04,MJ1,杏鮑菇,104,台北二,87.6,69.2,36.5,66.4,4368
115.05.22,N04,MJ2,杏鮑菇-盒裝,104,台北二,130,130,130,130,14
115.05.22,N04,MK1,鴻喜菇,104,台北二,191,91.1,74.2,107.7,111
115.05.22,N04,MK2,鴻喜菇-盒裝,104,台北二,165,158.4,150,158,174
115.05.22,N04,ML1,珊瑚菇,104,台北二,120,120,120,120,9
115.05.22,N04,MN1,柳松菇,104,台北二,122,115,115,116.4,25
115.05.22,N04,MX1,其他菇類,104,台北二,171.6,119.6,55.5,117.2,637
115.05.22,N05,N0,李-其他,104,台北二,37,23.4,12.9,24,495
115.05.22,N05,N2,李-桃接李,104,台北二,31.6,24.1,14.2,23.6,640
115.05.22,N05,N3,李-紅肉李,104,台北二,61,34.5,18.9,36.7,3864
115.05.22,N05,N4,李-黃肉李,104,台北二,45.7,22.3,13.2,25.2,312
115.05.22,N05,N9,李-進口,104,台北二,29.6,29.6,29.6,29.6,270
115.05.22,N05,O2,梨-秋水梨,104,台北二,168,118.2,54.6,115.4,952
115.05.22,N05,O6,梨-幸水梨,104,台北二,130,130,130,130,20
115.05.22,N05,O99,梨-西洋梨進口,104,台北二,44.4,40.7,37,40.7,1440
115.05.22,N04,OA2,鹹菜-帶葉,104,台北二,35,35,35,35,600
115.05.22,N04,OB1,雪里紅,104,台北二,30,30,30,30,180
115.05.22,N04,OD1,蘿蔔乾,104,台北二,65,42.4,30,44.4,68
115.05.22,N04,OE2,醃瓜-漬,104,台北二,40,40,40,40,72
115.05.22,N04,OG1,熟筍-桂竹筍,104,台北二,95,93.9,90,93.3,204
115.05.22,N04,OG2,熟筍-箭竹筍,104,台北二,80,80,80,80,100
115.05.22,N04,OX1,其他,104,台北二,63.5,30.3,18.9,34.6,3722
115.05.22,N05,P1,番石榴-珍珠芭,104,台北二,87.1,63,39.2,63,16187
115.05.22,N05,P2,番石榴-紅心,104,台北二,75.8,65.1,41.4,62.5,402
115.05.22,N05,P3,番石榴-帝王芭,104,台北二,145.5,96.8,47,96.6,1017
115.05.22,N05,Q0,蓮霧-其他,104,台北二,242.4,64,55,97.8,190
115.05.22,N05,Q1,蓮霧-紅蓮霧,104,台北二,93.9,44.9,16.8,49.1,1363
115.05.22,N05,Q2,蓮霧-子彈型,104,台北二,119.3,69.2,19.3,69.2,1306
115.05.22,N05,Q4,蓮霧-巴掌蓮霧,104,台北二,359.4,76.8,45,126.9,111
115.05.22,N05,Q5,蓮霧-黑糖芭比,104,台北二,325,106,51.2,138.9,1975
115.05.22,N05,R0,芒果-其他,104,台北二,193.9,114.2,51.8,117.7,302
115.05.22,N05,R1,芒果-愛文,104,台北二,111.1,63.4,37.4,67.7,46940
115.05.22,N05,R2,芒果-玉文,104,台北二,63.1,46.7,30.6,46.8,626
115.05.22,N05,R3,芒果-本島,104,台北二,79.6,35.8,15.3,40.5,5445
115.05.22,N05,R31,芒果-夏雪,104,台北二,121.3,76.5,32.6,76.7,143
115.05.22,N05,R5,芒果-黑香金興,104,台北二,83.3,61.1,43.6,62,270
115.05.22,N05,R6,芒果-金煌,104,台北二,82,53.2,28.5,54,2785
115.05.22,N05,R8,芒果-芒果青,104,台北二,33.3,19.9,9.9,20.6,2587
115.05.22,N05,S0,葡萄-其他,104,台北二,340,340,340,340,5
115.05.22,N05,S1,葡萄-巨峰,104,台北二,205.6,116.1,70.3,124.8,2844
115.05.22,N05,S9,葡萄-進口,104,台北二,1749.5,884.7,545.8,989.8,95
115.05.22,N04,SA3,蘿蔔-矸仔,104,台北二,9.8,5.6,5,6.3,6534
115.05.22,N04,SA4,蘿蔔-櫻桃,104,台北二,115,104.2,85,102.5,40
115.05.22,N04,SA7,蘿蔔-甜菜根,104,台北二,30,27.9,25,27.7,326
115.05.22,N04,SA9,蘿蔔-進口,104,台北二,16.7,13.6,11.1,13.7,17293
115.05.22,N04,SB1,胡蘿蔔-未洗,104,台北二,20,18.4,11.4,17.3,1452
115.05.22,N04,SB2,胡蘿蔔-清洗,104,台北二,30.1,17.8,11.5,19,10648
115.05.22,N04,SC1,馬鈴薯-本產,104,台北二,28.9,22.2,9.2,20.9,6066
115.05.22,N04,SC9,馬鈴薯-進口,104,台北二,38,31.8,17.4,30.2,1110
115.05.22,N04,SD1,洋蔥-本產,104,台北二,23.7,18.1,15.6,18.7,10122
115.05.22,N04,SD9,洋蔥-進口,104,台北二,33.6,21.2,19,23.2,2004
115.05.22,N04,SE1,青蔥-日蔥,104,台北二,99.8,80.9,69.7,82.4,1264
115.05.22,N04,SE3,青蔥-大蔥,104,台北二,60,57.5,55,57.5,22
115.05.22,N04,SE5,青蔥-紅蔥頭,104,台北二,70,65.2,44.8,62.1,431
115.05.22,N04,SE6,青蔥-粉蔥,104,台北二,70.4,53.4,37.8,53.7,9930
115.05.22,N04,SF1,韭菜-白頭,104,台北二,88,77.4,69.2,77.9,592
115.05.22,N04,SF2,韭菜-韭菜黃,104,台北二,142.5,114.8,86.2,114.6,240
115.05.22,N04,SF3,韭菜-韭菜花,104,台北二,111.8,69,25.8,68.9,381
115.05.22,N04,SF4,韭菜-青頭,104,台北二,61.5,49.1,20.6,45.8,1566
115.05.22,N04,SG2,大蒜-軟梗,104,台北二,81.3,54.3,21.3,53.1,1080
115.05.22,N04,SG4,大蒜-蔥蒜,104,台北二,10,8.6,8,8.8,160
115.05.22,N04,SG5,大蒜-蒜頭,104,台北二,109,63,31,65.8,652
115.05.22,N04,SG6,大蒜-蒜仁,104,台北二,102.2,93.8,84.1,93.5,1378
115.05.22,N04,SG7,大蒜-蒜瓣,104,台北二,184.6,71.2,27.8,85.2,847
115.05.22,N04,SH2,竹筍-綠竹筍,104,台北二,207.4,142.6,88.8,144.8,2911
115.05.22,N04,SH5,竹筍-烏殼綠,104,台北二,52.4,42.2,20.8,40,9691
115.05.22,N04,SH7,竹筍-去殼,104,台北二,26,17.5,10.1,17.7,174
115.05.22,N04,SJ2,芋-檳榔心芋,104,台北二,55,36.5,25.3,37.9,1780
115.05.22,N04,SJ3,芋-里芋,104,台北二,89.2,55,10,52.8,146
115.05.22,N04,SJ4,芋-芋莖,104,台北二,13,13,13,13,30
115.05.22,N04,SK2,荸薺-加工,104,台北二,70,70,70,70,70
115.05.22,N04,SL1,豆薯,104,台北二,21.4,14,8,14.3,610
115.05.22,N04,SM9,牛蒡-進口,104,台北二,32,29.7,25,29.2,250
115.05.22,N04,SN1,蓮藕,104,台北二,20,20,20,20,30
115.05.22,N04,SN2,蓮藕-蓮子,104,台北二,450,217.9,75,235.7,35
115.05.22,N04,SO0,甘薯-其他,104,台北二,22.2,13.6,10.2,14.6,1125
115.05.22,N04,SO1,甘薯-臺農57號,104,台北二,24,12.6,6.2,13.6,7090
115.05.22,N04,SO2,甘薯-芋仔甘薯,104,台北二,21.6,10,7.4,11.8,1150
115.05.22,N04,SO3,甘薯-臺農66號,104,台北二,21.4,12.6,8.4,13.5,5946
115.05.22,N04,SP0,薑-其他,104,台北二,76.7,60,32.2,57.8,54
115.05.22,N04,SP1,薑-老薑,104,台北二,146.5,125.4,105.8,125.7,649
115.05.22,N04,SP2,薑-嫩薑,104,台北二,127.6,105.8,100,109,1134
115.05.22,N04,SP4,薑-竹薑,104,台北二,90,90,90,90,24
115.05.22,N04,SP5,薑-薑黃,104,台北二,100,100,100,100,22
115.05.22,N04,SQ1,茭白筍-帶殼,104,台北二,75.4,60.8,42.7,60.1,3508
115.05.22,N04,SQ3,茭白筍-去殼,104,台北二,176.8,136.9,94,136.3,1410
115.05.22,N04,SR3,菱角-去殼,104,台北二,100,100,100,100,6
115.05.22,N04,ST1,蕎頭-露蕎,104,台北二,80,80,80,80,8
115.05.22,N04,SU2,薯蕷-白薯蕷,104,台北二,140,112.8,22,100.1,160
115.05.22,N04,SU21,薯蕷-白薯蕷 人參,104,台北二,64.3,52.1,38.8,51.9,822
115.05.22,N04,SU3,薯蕷-樹薯,104,台北二,32,25.6,7,23.1,31
115.05.22,N04,SU9,薯蕷-進口,104,台北二,160,64,25,75.4,402
115.05.22,N04,SV1,蘆筍-白蘆筍,104,台北二,293.8,127.8,83.8,152.2,81
115.05.22,N04,SV2,蘆筍-綠蘆筍,104,台北二,205.5,132,86.5,137.6,882
115.05.22,N04,SV3,蘆筍-蘆筍花,104,台北二,160,126.2,100,127.7,13
115.05.22,N04,SV9,蘆筍-進口,104,台北二,365,365,292.2,350.4,134
115.05.22,N04,SV92,蘆筍-進口 綠蘆筍,104,台北二,200,144.4,84.9,143.6,961
115.05.22,N04,SW1,球莖甘藍,104,台北二,17.9,7.7,4,9,975
115.05.22,N04,SX0,芽菜類-其他,104,台北二,20,20,20,20,6
115.05.22,N04,SX1,芽菜類-綠豆芽,104,台北二,12,12,12,12,2383
115.05.22,N04,SX2,芽菜類-黃豆芽,104,台北二,20,20,20,20,313
115.05.22,N04,SX3,芽菜類-豌豆芽,104,台北二,95,89.5,85,89.7,102
115.05.22,N04,SX4,芽菜類-苜蓿芽,104,台北二,50,50,50,50,48
115.05.22,N04,SZ1,半天筍,104,台北二,90,90,90,90,2
115.05.22,N04,SZ7,晚香玉筍,104,台北二,155,154.3,150,153.6,14
115.05.22,N04,SZ8,香茅,104,台北二,43.7,35.6,21.8,34.4,336
115.05.22,N05,T0,西瓜-其他,104,台北二,35.6,14,9.2,17.4,2113
115.05.22,N05,T1,西瓜-大西瓜,104,台北二,23,17.2,14,17.7,4940
115.05.22,N05,T2,西瓜-無子西瓜,104,台北二,13,11.4,11,11.6,358
115.05.22,N05,T4,西瓜-鳳光英妙,104,台北二,5,5,5,5,236
115.05.22,N05,T5,西瓜-黃肉,104,台北二,17.7,9.6,7.5,10.8,11222
115.05.22,N05,T8,西瓜-甜美人,104,台北二,17.6,11,7.1,11.5,6424
115.05.22,N05,V1,甜瓜-美濃,104,台北二,48.1,19.8,11.4,23.8,3248
115.05.22,N05,V2,甜瓜-溫室吊瓜,104,台北二,198.4,140.2,49.4,133.7,740
115.05.22,N05,W1,洋香瓜-網狀紅肉,104,台北二,104.8,34,18.1,45,1876
115.05.22,N05,W2,洋香瓜-網狀綠肉,104,台北二,34.7,18,10.9,20,546
115.05.22,N05,W4,洋香瓜-新疆,104,台北二,106.4,56.8,21.3,59.6,2334
115.05.22,N05,W5,洋香瓜-光面紅肉,104,台北二,30.4,25.5,17,24.8,1338
